claim_id,claim_date,customer_id,customer_name,sku_id,claim_type,quantity,claim_amount,approved_amount,status,reason_text,document_status
PIDCLM0003196,2025-10-31,PIDOUT003720,Star Priya Stores,PID0005,Short supply,36,41276.98,20008.05,Approved,leakage,duplicate suspected
PIDCLM0003197,2024-12-05,PIDOUT001638,Murugan Karthik Hardware,PID0023,Rate difference,27,84609.74,32965.86,Settled,dealer says slow moving,duplicate suspected
PIDCLM0003198,2025-04-20,PIDOUT000165,City Ganesh Mart,PID0030,Leakage,16,51369.49,50261.95,Settled,wrong SKU billed,invoice missing
PIDCLM0003199,2026-01-23,PIDOUT006599,Kaveri Lokesh Distributors,PID0029,Scheme claim,56,39973.74,746.05,Open,rate difference,photo missing
PIDCLM0003200,24/06/2024,PIDOUT004994,Prime Bala Tyres,PID0020,Rate difference,54,84301.92,82133.77,Rejected,expired stock,duplicate suspected
PIDCLM0003201,2024-10-09,PIDOUT001626,Kaveri Sanjay Agencies,PID0024,Damage return,31,22042.22,13987.69,Pending photo,wrong SKU billed,duplicate suspected
PIDCLM0003202,2025-12-01,PIDOUT003736,Ganesh Manoj Hardware,PID0030,Rate difference,15,18041.64,11869.60,Open,leakage,complete
PIDCLM0003203,2024-08-29,PIDOUT003733,Prime Yusuf Distributors,PID0007,Leakage,50,8517.78,1151.16,Credit note raised,rate difference,duplicate suspected
PIDCLM0003204,07/14/2024,PIDOUT005563,Shree Yusuf Hardware,PID0011,Rate difference,41,27927.05,16532.87,Settled,batch issue,photo missing
PIDCLM0003205,2025-11-16,PIDOUT000408,Royal Revathi Hardware,PID0003,Expiry,24,70937.99,35260.95,Approved,batch issue,photo missing
PIDCLM0003206,2025-11-19,PIDOUT008358,Kaveri Prakash Enterprises,PID0013,Rate difference,32,11405.52,4021.67,Rejected,expired stock,manual approval
PIDCLM0003207,2025-02-24,PIDOUT002424,Lucky Venkatesh Tyres,PID0019,Leakage,45,11218.13,6863.29,Rejected,batch issue,manual approval
PIDCLM0003208,2025-10-08,PIDOUT005895,Murugan Prakash Fertilisers,PID0029,Leakage,53,59072.84,27638.95,Credit note raised,batch issue,complete
PIDCLM0003209,2025-10-15,PIDOUT007128,United Irfan Traders,PID0021,Damage return,60,31239.83,22304.60,Pending photo,expired stock,complete
PIDCLM0003210,2025-11-21,PIDOUT007228,Lucky Bala Sales,PID0017,Short supply,42,9420.33,5752.41,Open,warranty defect,complete
PIDCLM0003211,2026-01-26,PIDOUT006210,Murugan Senthil Hardware,PID0009,Damage return,3,4613.90,1704.19,Credit note raised,batch issue,duplicate suspected
PIDCLM0003212,2025-09-01,PIDOUT001075,Sree Naveen Hardware,PID0003,Damage return,15,18311.41,4251.86,Pending photo,expired stock,invoice missing
PIDCLM0003213,2024-11-11,PIDDLR000927,BALAJI NAVEEN MART,PID0012,Leakage,50,43131.71,30800.69,Approved,leakage,manual approval
PIDCLM0003214,2024-10-07,PIDOUT004651,Prime Yusuf Hardware,PID0001,Scheme claim,49,6359.14,5798.76,Approved,wrong SKU billed,invoice missing
PIDCLM0003215,2024-12-18,PIDOUT008527,Modern Naveen Enterprises,PID0031,Rate difference,30,12638.16,2846.68,Settled,batch issue,duplicate suspected
PIDCLM0003216,23-May-24,PIDOUT002603,National Deepak Hardware,PID0020,Rate difference,24,50018.31,46030.74,Rejected,damaged in transit,invoice missing
PIDCLM0003217,2024-06-20,PIDOUT001221,Royal Venkatesh Chemicals,PID0015,Short supply,48,29550.47,7431.79,Settled,dealer says slow moving,complete
PIDCLM0003218,2024-08-11,PIDDLR000599,Shree Naveen Enterprises,PID0013,Expiry,21,53482.82,24060.30,Open,warranty defect,manual approval
PIDCLM0003219,2024-07-06,PIDOUT005731,Sree Yusuf Agencies,PID0010,Damage return,1,2421.10,1239.78,Approved,dealer says slow moving,invoice missing
PIDCLM0003220,2026-01-02,PIDOUT006630,Metro Rafiq Hardware,PID0020,Damage return,12,16525.18,12058.51,Rejected,expired stock,invoice missing
PIDCLM0003221,08/08/2024,PIDOUT002184,New Sanjay Mart,PID0014,Leakage,15,9162.99,2873.68,Credit note raised,batch issue,complete
PIDCLM0003222,2025-12-01,PIDOUT002402,Kaveri Irfan Hardware,PID0026,Short supply,34,75676.04,36047.28,Credit note raised,rate difference,manual approval
PIDCLM0003223,2024-12-18,PIDOUT007150,Star Karthik Hardware,PID0018,Scheme claim,32,779.37,763.06,Rejected,expired stock,invoice missing
PIDCLM0003224,2025-07-11,PIDOUT007757,Prime Kavya Mart,PID0029,Expiry,17,5107.83,1369.47,Pending photo,wrong SKU billed,manual approval
PIDCLM0003225,12/16/2024,PIDOUT008400,MURUGAN IRFAN HARDWARE,PID0016,Damage return,33,61361.97,38983.36,Credit note raised,dealer says slow moving,invoice missing
PIDCLM0003226,2025-12-26,PIDOUT003087,National Irfan Agencies,PID0033,Damage return,1,648.86,169.47,Open,wrong SKU billed,duplicate suspected
PIDCLM0003227,04/09/2024,PIDOUT008197,Prime Karthik Hardware,PID0022,Short supply,12,41880.16,4996.61,Approved,rate difference,complete
PIDCLM0003228,2025-04-18,PIDOUT003928,Mahalakshmi Ganesh Corporation,PID0004,Rate difference,55,5197.48,223.25,Pending photo,warranty defect,photo missing
PIDCLM0003229,2026-03-03,PIDOUT008837,United Senthil Sales,PID0025,Damage return,60,71634.32,5768.17,Rejected,dealer says slow moving,duplicate suspected
PIDCLM0003230,2024-11-09,PIDOUT000159,United Irfan Hardware,PID0022,Scheme claim,22,24745.80,21901.32,Credit note raised,warranty defect,invoice missing
PIDCLM0003231,19/09/2025,PIDOUT007946,Modern Manoj Agencies,PID0030,Leakage,12,74361.02,11963.77,Rejected,warranty defect,complete
PIDCLM0003232,2025-02-17,PIDOUT005170,Mahalakshmi Anand Agro,PID0024,Expiry,55,16444.13,14578.82,Rejected,warranty defect,photo missing
PIDCLM0003233,2025-03-03,PIDOUT001517,SHREE KARTHIK SALES,PID0027,Scheme claim,23,8743.28,1041.62,Pending photo,damaged in transit,invoice missing
PIDCLM0003234,2025-06-11,PIDOUT008285,Shri Senthil Chemicals,PID0021,Rate difference,13,28200.19,15041.83,Pending photo,rate difference,duplicate suspected
PIDCLM0003235,2025-10-17,PIDOUT001276,Kaveri Meena Hardware,PID0008,Damage return,23,48469.42,30739.53,Open,dealer says slow moving,manual approval
PIDCLM0003236,2024-07-25,PIDOUT007866,Kaveri Hari Paints Main,PID0026,Damage return,20,47061.70,16052.68,Approved,rate difference,manual approval
PIDCLM0003237,09/27/2024,PIDOUT005428,Prime Irfan Depot,PID0004,Scheme claim,43,68083.44,66060.96,Rejected,dealer says slow moving,manual approval
PIDCLM0003238,2026-03-01,PIDOUT001949,City Suresh Hardware,PID0012,Scheme claim,38,17090.35,16818.63,Open,batch issue,manual approval
PIDCLM0003239,2026-01-25,PIDOUT005246,Lucky Arun Mart,PID0026,Scheme claim,3,45500.49,45423.13,Open,expired stock,duplicate suspected
PIDCLM0003240,2024-12-15,PIDOUT003383,Prime Deepak Mart,PID0029,Scheme claim,13,84223.12,56106.39,Open,batch issue,duplicate suspected
PIDCLM0003241,18-Feb-26,PIDOUT000299,Ganesh Lokesh Hardware,PID0016,Damage return,41,35903.14,1492.22,Pending photo,wrong SKU billed,complete
PIDCLM0003242,2025-05-04,PIDDLR000347,KAVERI YUSUF MART,PID0022,Expiry,7,23929.57,10539.34,Approved,batch issue,manual approval
PIDCLM0003243,2024-04-13,PIDOUT002852,Sree Yusuf Agencies,PID0029,Damage return,41,79742.67,77452.95,Rejected,batch issue,invoice missing
PIDCLM0003244,2024-12-30,PIDOUT005440,Royal Prakash Hardware,PID0007,Short supply,42,57169.74,16320.77,Approved,dealer says slow moving,duplicate suspected
PIDCLM0003245,25/06/2024,PIDOUT006196,Vijaya Farida Stores,PID0028,Leakage,44,75030.16,21009.28,Open,damaged in transit,invoice missing
PIDCLM0003246,15-Mar-26,PIDDLR000195,Sri Ganesh Services,PID0023,Rate difference,14,41313.69,40655.05,Approved,warranty defect,photo missing
PIDCLM0003247,2025-09-19,PIDOUT003531,Vijaya Senthil Hardware,PID0011,Scheme claim,52,45285.88,43629.95,Credit note raised,batch issue,manual approval
PIDCLM0003248,2024-05-28,PIDOUT003148,Murugan Suresh Paints,PID0002,Leakage,35,68854.64,46506.36,Rejected,dealer says slow moving,manual approval
PIDCLM0003249,2025-02-04,PIDOUT006050,City Bala Hardware,PID0001,Rate difference,16,37750.68,27596.07,Open,expired stock,complete
PIDCLM0003250,2025-02-20,PIDOUT003095,Kaveri Chandra Hardware,PID0019,Scheme claim,15,33857.26,1586.17,Credit note raised,batch issue,manual approval
PIDCLM0003251,2025-02-11,PIDOUT005725,Mahalakshmi Hari Services,PID0001,Rate difference,26,41465.60,29705.38,Approved,leakage,complete
PIDCLM0003252,2025-07-18,PIDDLR000793,Metro Lokesh Paints,PID0021,Damage return,15,61979.17,252.69,Rejected,rate difference,complete
PIDCLM0003253,2026-02-04,PIDOUT005041,City Manoj Agencies,PID0027,Expiry,10,61055.20,41018.40,Pending photo,warranty defect,complete
PIDCLM0003254,2024-04-07,PIDOUT007867,Murugan Meena Hardware,PID0013,Leakage,32,62064.26,45078.93,Rejected,leakage,invoice missing
PIDCLM0003255,2025-06-30,PIDOUT003270,Royal Karthik Hardware,PID0023,Leakage,18,70428.30,62953.69,Pending photo,wrong SKU billed,manual approval
PIDCLM0003256,13/01/2026,PIDOUT003776,Balaji Lakshmi Hardware,PID0029,Scheme claim,30,61416.10,33718.96,Credit note raised,warranty defect,complete
PIDCLM0003257,2025-08-28,PIDDLR000986,Kaveri Naveen Fertilisers Main,PID0006,Short supply,25,38950.61,6910.53,Credit note raised,rate difference,photo missing
PIDCLM0003258,11/25/2025,PIDOUT001327,Sree Naveen Hardware,PID0031,Short supply,56,31594.85,5347.09,Credit note raised,rate difference,photo missing
PIDCLM0003259,2025-04-23,PIDOUT008635,Kaveri Sowmya Fertilisers,PID0025,Scheme claim,56,83815.71,69869.61,Open,batch issue,duplicate suspected
PIDCLM0003260,2024-08-14,PIDOUT003159,Sri Ganesh Hardware,PID0013,Expiry,19,3748.42,1838.63,Approved,dealer says slow moving,duplicate suspected
PIDCLM0003261,2025-02-21,PIDOUT003616,STAR MANOJ ASSOCIATES,PID0004,Rate difference,1,74706.65,38858.57,Rejected,batch issue,invoice missing
PIDCLM0003262,2025-03-12,PIDDLR000602,City Suresh Distributors,PID0005,Short supply,42,17886.21,2846.16,Rejected,damaged in transit,duplicate suspected
PIDCLM0003263,07-Apr-24,PIDOUT004566,METRO KARTHIK ENTERPRISES,PID0021,Short supply,43,45937.89,35858.35,Pending photo,damaged in transit,duplicate suspected
PIDCLM0003264,2024-09-19,PIDOUT003175,Mahalakshmi Irfan Services,PID0003,Scheme claim,3,36251.96,35489.73,Settled,wrong SKU billed,photo missing
PIDCLM0003265,2024-06-20,PIDOUT000099,City Farida Associates,PID0028,Scheme claim,56,14770.96,11463.10,Settled,rate difference,manual approval
PIDCLM0003266,05/04/2024,PIDOUT005120,United Prakash Hardware,PID0016,Damage return,60,38139.93,32207.75,Pending photo,dealer says slow moving,photo missing
PIDCLM0003267,2024-11-28,PIDOUT006622,Kaveri Lokesh Hardware,PID0018,Scheme claim,60,64364.34,46303.70,Settled,leakage,complete
PIDCLM0003268,2025-03-03,PIDOUT002260,Royal Farida Traders,PID0024,Leakage,50,60664.29,5643.34,Credit note raised,batch issue,photo missing
PIDCLM0003269,2024-09-25,PIDDLR000265,Royal Chandra Chemicals,PID0004,Damage return,13,23598.12,4754.26,Credit note raised,dealer says slow moving,invoice missing
PIDCLM0003270,12/01/2025,PIDOUT001095,New Irfan Paints,PID0001,Damage return,34,10123.65,4882.14,Open,warranty defect,manual approval
PIDCLM0003271,2025-08-05,PIDOUT003633,New Yusuf Hardware,PID0022,Damage return,43,37383.22,17373.81,Rejected,dealer says slow moving,invoice missing
PIDCLM0003272,2024-07-25,PIDOUT006142,City Irfan Hardware,PID0031,Damage return,6,40578.55,17743.68,Open,batch issue,complete
PIDCLM0003273,2025-11-28,PIDOUT003538,Vijaya Hari Services,PID0018,Short supply,2,52973.96,19281.77,Rejected,warranty defect,duplicate suspected
PIDCLM0003274,2024-12-14,PIDOUT002232,Lucky Manoj Hardware,PID0019,Short supply,5,59994.06,59895.85,Open,damaged in transit,manual approval
PIDCLM0003275,2024-11-12,PIDOUT006635,Kaveri Kavya Depot,PID0020,Damage return,10,43024.14,14756.66,Approved,dealer says slow moving,manual approval
PIDCLM0003276,2024-08-22,PIDOUT007751,Sree Anand Mart,PID0011,Rate difference,14,80805.67,15429.02,Credit note raised,rate difference,complete
PIDCLM0003277,2025-12-21,PIDOUT005487,Sree Arun Services,PID0006,Expiry,60,49642.85,14162.72,Pending photo,rate difference,manual approval
PIDCLM0003278,26/02/2025,PIDOUT003198,Murugan Rafiq Enterprises,PID0019,Expiry,31,73475.21,42644.35,Pending photo,rate difference,manual approval
PIDCLM0003279,06/09/2024,PIDOUT006665,Lucky Priya Services,PID0019,Scheme claim,55,71724.58,34426.74,Settled,wrong SKU billed,manual approval
PIDCLM0003280,2025-05-03,PIDOUT006445,Prime Lakshmi Hardware,PID0006,Leakage,56,63106.36,14042.83,Settled,expired stock,manual approval
PIDCLM0003281,12-May-24,PIDOUT005011,NATIONAL DEEPAK ASSOCIATES,PID0022,Short supply,47,30220.07,28916.33,Settled,warranty defect,manual approval
PIDCLM0003282,2025-03-20,PIDOUT002370,SRI Sanjay Hardware,PID0001,Scheme claim,57,77872.27,73560.33,Approved,warranty defect,complete
PIDCLM0003283,2024-05-16,PIDOUT000677,New Venkatesh Hardware,PID0008,Rate difference,45,26208.35,215.27,Credit note raised,expired stock,manual approval
PIDCLM0003284,2024-08-17,PIDOUT008477,Modern Arun Hardware,PID0006,Rate difference,36,77748.36,70462.53,Credit note raised,wrong SKU billed,duplicate suspected
PIDCLM0003285,2024-07-30,PIDOUT004098,Metro Lokesh Tyres,PID0030,Scheme claim,3,35786.32,2559.13,Credit note raised,rate difference,photo missing
PIDCLM0003286,2025-09-13,PIDOUT000543,Mahalakshmi Farida Mart,PID0030,Rate difference,47,46121.26,20299.88,Approved,warranty defect,duplicate suspected
PIDCLM0003287,2024-05-07,PIDOUT003833,Sri Kavya Associates,PID0028,Damage return,10,59963.69,39699.82,Credit note raised,expired stock,complete
PIDCLM0003288,2024-04-21,PIDOUT006176,Royal Deepak Hardware,PID0006,Rate difference,52,84571.39,23448.16,Settled,expired stock,complete
PIDCLM0003289,2026-01-01,PIDDLR000733,Prime Rafiq Distributors,PID0016,Leakage,44,35217.05,20639.92,Settled,rate difference,invoice missing
PIDCLM0003290,03-Dec-25,PIDOUT006452,Lucky Suresh Hardware,PID0028,Short supply,44,62332.65,59788.29,Approved,expired stock,duplicate suspected
PIDCLM0003291,2024-09-28,PIDOUT006577,Kaveri Venkatesh Distributors,PID0001,Rate difference,46,33466.40,1205.76,Pending photo,batch issue,duplicate suspected
PIDCLM0003292,05/07/2024,PIDOUT007594,Star Ganesh Hardware,PID0020,Scheme claim,16,18397.31,11810.19,Settled,warranty defect,complete
PIDCLM0003293,29/01/2026,PIDOUT004503,Royal Lokesh Stores,PID0017,Scheme claim,46,75126.28,67272.62,Credit note raised,damaged in transit,duplicate suspected
PIDCLM0003294,2024-04-09,PIDOUT001256,Ganesh Arun Paints,PID0008,Rate difference,15,8759.38,1434.77,Open,damaged in transit,photo missing
PIDCLM0003295,27-May-25,PIDOUT005673,Shree Hari Traders,PID0003,Scheme claim,7,27004.22,25305.90,Settled,expired stock,duplicate suspected
PIDCLM0003296,2026-03-31,PIDOUT001576,National Bala Paints & Co,PID0007,Damage return,38,45824.30,3915.48,Approved,dealer says slow moving,manual approval
PIDCLM0003297,2026-03-07,PIDOUT000802,City Irfan Stores,PID0010,Scheme claim,16,70946.98,29461.45,Rejected,leakage,photo missing
PIDCLM0003298,2025-01-10,PIDOUT006513,Shree Meena Distributors Ltd,PID0016,Short supply,27,533.72,330.96,Settled,damaged in transit,manual approval
PIDCLM0003299,2024-06-05,PIDOUT008857,Ganesh Bala Traders,PID0030,Leakage,24,80181.64,63171.05,Settled,rate difference,invoice missing
PIDCLM0003300,12/12/2024,PIDOUT001987,CITY YUSUF SALES,PID0032,Scheme claim,58,25478.47,2655.22,Approved,expired stock,duplicate suspected
PIDCLM0003301,2025-11-07,PIDOUT000025,United Sanjay Hardware,PID0008,Rate difference,46,59520.06,46004.54,Credit note raised,wrong SKU billed,complete
PIDCLM0003302,2025-03-27,PIDOUT007502,SRI HARI HARDWARE,PID0029,Rate difference,36,46241.15,12361.41,Pending photo,leakage,photo missing
PIDCLM0003303,2025-12-30,PIDOUT000836,Mahalakshmi Prakash Services,PID0018,Leakage,33,75936.47,73044.77,Settled,dealer says slow moving,duplicate suspected
PIDCLM0003304,2025-07-26,PIDOUT003040,City Rafiq Hardware,PID0033,Short supply,31,24961.00,6887.32,Approved,batch issue,photo missing
PIDCLM0003305,10-Sep-25,PIDOUT006126,Ganesh Kavya Hardware,PID0026,Leakage,58,56948.13,20270.40,Rejected,warranty defect,duplicate suspected
PIDCLM0003306,07-Mar-26,PIDDLR000067,Vijaya Anand Tyres,PID0021,Rate difference,1,49844.13,48477.72,Credit note raised,dealer says slow moving,invoice missing
PIDCLM0003307,2025-09-01,PIDOUT003514,Star Hari Stores,PID0016,Short supply,49,56184.28,10659.02,Rejected,wrong SKU billed,complete
PIDCLM0003308,2024-05-28,PIDOUT005605,National Deepak Hardware,PID0030,Rate difference,12,69091.27,47178.79,Pending photo,rate difference,invoice missing
PIDCLM0003309,2024-08-13,PIDOUT000163,Ganesh Karthik Hardware,PID0002,Leakage,14,75821.55,21462.95,Approved,expired stock,complete
PIDCLM0003310,2025-07-30,PIDOUT002919,Lucky Kavya Stores,PID0020,Short supply,45,76085.18,66200.18,Approved,expired stock,duplicate suspected
PIDCLM0003311,2025-05-22,PIDOUT008507,LUCKY GEETHA PAINTS,PID0019,Leakage,19,19875.20,11538.00,Settled,warranty defect,complete
PIDCLM0003312,2025-03-16,PIDOUT000165,City Ganesh Mart,PID0030,Short supply,23,13443.35,3418.22,Credit note raised,warranty defect,duplicate suspected
PIDCLM0003313,2025-09-03,PIDOUT007282,Sree Kavya Mart,PID0027,Expiry,27,80121.10,21969.57,Pending photo,wrong SKU billed,photo missing
PIDCLM0003314,2024-11-22,PIDOUT002766,Star Anand Paints,PID0010,Leakage,26,44926.64,3449.72,Pending photo,wrong SKU billed,invoice missing
PIDCLM0003315,2024-05-12,PIDOUT004744,Prime Lokesh Hardware,PID0021,Short supply,40,28132.80,23859.24,Rejected,batch issue,duplicate suspected
PIDCLM0003316,10/06/2025,PIDOUT006588,Kaveri Irfan Traders,PID0024,Short supply,36,7631.97,3720.28,Settled,wrong SKU billed,duplicate suspected
PIDCLM0003317,31/10/2025,PIDOUT008010,Ganesh Naveen Enterprises,PID0015,Scheme claim,49,69599.50,25026.12,Pending photo,wrong SKU billed,complete
PIDCLM0003318,2025-01-17,PIDOUT008065,Mahalakshmi Yusuf Distributors,PID0010,Leakage,1,32163.65,18212.52,Open,wrong SKU billed,complete
PIDCLM0003319,2025-07-10,PIDOUT008055,Balaji Geetha Traders,PID0005,Scheme claim,14,57741.26,42103.81,Rejected,dealer says slow moving,invoice missing
PIDCLM0003320,2024-07-12,PIDDLR000933,GANESH NAVEEN SALES,PID0011,Leakage,7,55795.57,9606.83,Rejected,damaged in transit,invoice missing
PIDCLM0003321,2024-04-08,PIDOUT006458,City Hari Mart,PID0005,Rate difference,47,75618.36,15071.85,Approved,warranty defect,complete
PIDCLM0003322,04/11/2024,PIDOUT004985,Murugan Manoj Chemicals,PID0021,Leakage,35,18203.51,4471.33,Credit note raised,batch issue,manual approval
PIDCLM0003323,2025-11-28,PIDOUT008863,United Manoj Traders,PID0004,Leakage,50,23399.95,5131.92,Credit note raised,warranty defect,manual approval
PIDCLM0003324,2025-06-18,PIDOUT003821,MODERN GEETHA MART,PID0017,Rate difference,44,31923.85,22742.16,Rejected,batch issue,duplicate suspected
PIDCLM0003325,2024-12-31,PIDOUT008951,Kaveri Meena Mart,PID0019,Expiry,25,8457.60,8342.58,Pending photo,warranty defect,invoice missing
PIDCLM0003326,2024-07-04,PIDOUT001518,Mahalakshmi Suresh Sales,PID0016,Scheme claim,18,25305.68,15061.92,Open,leakage,photo missing
PIDCLM0003327,2025-03-10,PIDOUT004357,Sree Sowmya Sales,PID0031,Leakage,9,8481.80,1207.25,Rejected,leakage,photo missing
PIDCLM0003328,2024-04-04,PIDOUT001629,GANESH JAGAN HARDWARE,PID0018,Expiry,12,25083.02,7133.45,Rejected,wrong SKU billed,invoice missing
PIDCLM0003329,2024-08-18,PIDOUT008630,Sri Irfan Hardware,PID0025,Rate difference,3,48931.09,21144.33,Settled,damaged in transit,invoice missing
PIDCLM0003330,2025-11-15,PIDOUT006283,United Jagan Traders,PID0014,Short supply,45,39333.22,580.35,Open,batch issue,manual approval
PIDCLM0003331,2024-11-23,PIDOUT006271,Balaji Priya Hardware,PID0031,Short supply,53,82131.87,61328.14,Open,batch issue,photo missing
PIDCLM0003332,2025-06-03,PIDOUT002358,Star Venkatesh Agro,PID0009,Short supply,42,4965.13,3928.44,Approved,warranty defect,duplicate suspected
PIDCLM0003333,2025-09-06,PIDOUT001528,National Rafiq Fertilisers,PID0027,Damage return,56,68093.66,27818.60,Settled,dealer says slow moving,duplicate suspected
PIDCLM0003334,2024-11-27,PIDOUT002767,New Sowmya Sales,PID0022,Damage return,20,84531.23,23556.22,Credit note raised,dealer says slow moving,duplicate suspected
PIDCLM0003335,2024-07-10,PIDOUT008667,Metro Manoj Hardware,PID0009,Short supply,23,61187.63,12198.59,Rejected,warranty defect,manual approval
PIDCLM0003336,2026-01-21,PIDOUT004490,Murugan Chandra Depot,PID0003,Short supply,20,15480.00,8669.15,Settled,leakage,invoice missing
PIDCLM0003337,06/03/2024,PIDOUT006597,Vijaya Rafiq Hardware,PID0012,Scheme claim,50,27657.53,12188.40,Settled,expired stock,complete
PIDCLM0003338,08/10/2025,PIDOUT000543,Mahalakshmi Farida Mart,PID0019,Rate difference,20,70411.69,21822.41,Pending photo,rate difference,photo missing
PIDCLM0003339,2025-04-21,PIDOUT001988,Metro Prakash Hardware,PID0032,Leakage,11,2797.59,985.13,Settled,rate difference,complete
PIDCLM0003340,08/23/2024,PIDOUT007626,New Venkatesh Hardware Ltd,PID0032,Expiry,49,35217.87,23392.90,Credit note raised,batch issue,invoice missing
PIDCLM0003341,2025-01-30,PIDOUT002534,National Yusuf Mart,PID0008,Leakage,59,81858.52,35467.96,Approved,wrong SKU billed,invoice missing
PIDCLM0003342,16/10/2024,PIDOUT007880,Modern Karthik Paints,PID0005,Scheme claim,13,49080.74,48992.19,Approved,rate difference,photo missing
PIDCLM0003343,2025-01-24,PIDOUT005803,Modern Lakshmi Hardware,PID0029,Leakage,1,37212.17,11741.20,Approved,leakage,invoice missing
PIDCLM0003344,05-Nov-24,PIDOUT007371,Vijaya Deepak Tyres,PID0016,Scheme claim,23,34464.76,33646.61,Approved,wrong SKU billed,complete
PIDCLM0003345,2025-09-03,PIDOUT006048,United Venkatesh Fertilisers,PID0010,Expiry,53,24253.86,18999.63,Settled,dealer says slow moving,complete
PIDCLM0003346,2025-04-24,PIDOUT003975,Kaveri Anand Hardware,PID0010,Leakage,12,33456.51,312.42,Settled,damaged in transit,invoice missing
PIDCLM0003347,2025-01-24,PIDOUT001045,Balaji Revathi Hardware,PID0001,Leakage,53,50516.76,12321.83,Credit note raised,leakage,complete
PIDCLM0003348,2025-01-29,PIDOUT006306,Shri Rafiq Fertilisers,PID0015,Leakage,14,21318.64,6899.71,Credit note raised,warranty defect,manual approval
PIDCLM0003349,2025-03-20,PIDOUT008432,Balaji Chandra Sales,PID0026,Short supply,16,28810.35,21755.62,Open,damaged in transit,duplicate suspected
PIDCLM0003350,2025-11-05,PIDOUT007766,Vijaya Jagan Hardware,PID0012,Leakage,21,6769.51,1509.93,Open,batch issue,complete
PIDCLM0003351,18/07/2024,PIDOUT003718,United Lakshmi Enterprises,PID0021,Scheme claim,54,65245.22,1704.63,Approved,batch issue,photo missing
PIDCLM0003352,2024-08-05,PIDOUT008958,Sri Prakash Stores,PID0033,Leakage,13,7060.56,3893.53,Settled,wrong SKU billed,invoice missing
PIDCLM0003353,2025-12-26,PIDOUT005280,National Jagan Hardware,PID0029,Leakage,46,2186.45,1637.40,Credit note raised,wrong SKU billed,complete
PIDCLM0003354,2025-10-08,PIDOUT006212,Kaveri Naveen Mart,PID0010,Expiry,30,84604.80,48968.13,Approved,leakage,manual approval
PIDCLM0003355,2026-01-05,PIDOUT005132,Metro Karthik Stores Ltd,PID0009,Scheme claim,35,922.02,56.55,Settled,leakage,duplicate suspected
PIDCLM0003356,2025-10-06,PIDOUT005261,Metro Lokesh Hardware,PID0018,Leakage,20,26451.94,24629.92,Open,damaged in transit,photo missing
PIDCLM0003357,04/21/2024,PIDOUT003370,Metro Rafiq Corporation,PID0007,Damage return,41,18078.02,7887.93,Rejected,leakage,duplicate suspected
PIDCLM0003358,2025-09-29,PIDOUT006509,Sree Naveen Agro,PID0028,Scheme claim,16,56679.31,53432.54,Approved,leakage,complete
PIDCLM0003359,2025-08-12,PIDOUT002365,Modern Ganesh Hardware,PID0031,Leakage,41,36693.86,25779.06,Credit note raised,warranty defect,complete
PIDCLM0003360,2025-06-17,PIDOUT006112,NEW FARIDA CHEMICALS,PID0014,Expiry,28,76336.35,55651.35,Settled,expired stock,duplicate suspected
PIDCLM0003361,2026-03-16,PIDOUT002096,National Kavya Paints,PID0011,Expiry,10,83820.32,1747.71,Open,leakage,duplicate suspected
PIDCLM0003362,2024-09-21,PIDOUT007788,Royal Suresh Mart,PID0029,Short supply,26,8573.14,5101.67,Settled,expired stock,invoice missing
PIDCLM0003363,2025-07-15,PIDOUT002149,National Meena Services,PID0027,Short supply,5,67925.73,30280.89,Settled,wrong SKU billed,duplicate suspected
PIDCLM0003364,04/10/2024,PIDOUT001603,Ganesh Priya Distributors Ltd,PID0004,Scheme claim,30,44228.37,14680.75,Rejected,leakage,duplicate suspected
PIDCLM0003365,2024-08-20,PIDOUT007207,Mahalakshmi Karthik Hardware Ltd,PID0023,Damage return,22,17827.79,6600.54,Settled,rate difference,complete
PIDCLM0003366,2026-01-22,PIDOUT004630,Lucky Revathi Agencies,PID0018,Expiry,56,19031.96,2931.34,Credit note raised,leakage,invoice missing
PIDCLM0003367,2024-12-27,PIDOUT005470,Balaji Deepak Hardware,PID0007,Expiry,19,34968.08,27448.83,Open,wrong SKU billed,complete
PIDCLM0003368,2024-07-24,PIDDLR000389,Metro Bala Distributors,PID0010,Leakage,10,78245.10,48371.95,Pending photo,dealer says slow moving,invoice missing
PIDCLM0003369,2024-06-29,PIDOUT002875,Vijaya Lakshmi Hardware,PID0025,Damage return,21,8969.44,4980.96,Settled,batch issue,manual approval
PIDCLM0003370,2024-08-17,PIDOUT006342,SREE FARIDA HARDWARE,PID0006,Expiry,40,11841.57,6874.94,Settled,wrong SKU billed,invoice missing
PIDCLM0003371,2026-01-15,PIDOUT004372,Sree Deepak Hardware,PID0032,Damage return,58,11428.94,2062.95,Pending photo,batch issue,complete
PIDCLM0003372,01/05/2024,PIDOUT007287,City Revathi Hardware,PID0031,Rate difference,38,16798.99,703.27,Open,batch issue,duplicate suspected
PIDCLM0003373,2024-12-27,PIDOUT002839,Mahalakshmi Farida Traders,PID0024,Damage return,23,307.21,190.67,Pending photo,leakage,photo missing
PIDCLM0003374,2025-12-08,PIDOUT008662,New Irfan Tyres,PID0008,Short supply,1,13237.82,4579.96,Approved,wrong SKU billed,complete
