purchase_id,purchase_date,influencer_id,mapped_outlet_id,sku_id,points_earned,purchase_value,bill_photo_status,approval_status,note
PIDINFBUY00017479,2025-01-28,PIDINF001165,PIDOUT008207,PID0033,145,7774.80,ok,rework,
PIDINFBUY00017480,2025-09-25,PIDINF002154,PIDOUT008477,PID0023,502,10402.58,missing,pending,
PIDINFBUY00017481,2026-03-30,PIDINF003309,PIDOUT006427,PID0033,197,14635.78,blurred,rework,same bill twice
PIDINFBUY00017482,09/17/2024,PIDINF001892,PIDOUT002459,PID0013,233,6669.11,ok,rejected,old SKU code
PIDINFBUY00017483,2025-11-24,PIDINF001229,PIDOUT000302,PID0025,358,14293.23,missing,rework,dealer name mismatch
PIDINFBUY00017484,2025-08-11,PIDINF000705,PIDOUT002429,PID0009,86,5615.20,ok,rework,cash bill
PIDINFBUY00017485,13/08/2025,PIDINF002540,PIDOUT008376,PID0012,110,4485.69,blurred,rework,
PIDINFBUY00017486,2025-02-27,PIDINF003392,PIDOUT001585,PID0002,215,13197.24,manual,pending,cash bill
PIDINFBUY00017487,2024-09-19,PIDINF002215,PIDOUT002805,PID0007,220,6496.64,missing,pending,dealer name mismatch
PIDINFBUY00017488,2024-07-13,PIDINF003231,PIDOUT006904,PID0024,28,1503.05,missing,rework,dealer name mismatch
PIDINFBUY00017489,2025-05-12,PIDINF001768,PIDOUT006145,PID0033,96,2718.68,manual,pending,same bill twice
PIDINFBUY00017490,2025-07-09,PIDINF003099,PIDOUT000177,PID0021,13,649.52,blurred,rejected,cash bill
PIDINFBUY00017491,2024-10-08,PIDINF002982,PIDOUT006699,PID0030,90,6675.00,manual,approved,old SKU code
PIDINFBUY00017492,2025-08-24,PIDINF002894,PIDOUT002535,PID0009,241,15246.69,ok,approved,cash bill
PIDINFBUY00017493,2024-06-15,PIDINF001591,PIDOUT007300,PID0014,121,4052.86,missing,rejected,dealer name mismatch
PIDINFBUY00017494,2025-02-26,PIDINF000605,PIDOUT005482,PID0021,377,16108.09,ok,approved,same bill twice
PIDINFBUY00017495,2024-06-09,PIDINF002363,PIDOUT000914,PID0007,232,15819.11,duplicate,rework,
PIDINFBUY00017496,2024-10-02,PIDINF001749,PIDOUT001796,PID0026,89,5679.32,ok,approved,
PIDINFBUY00017497,02/05/2024,PIDINF002628,PIDOUT007225,PID0012,46,1690.37,manual,rejected,
PIDINFBUY00017498,02/02/2025,PIDINF001670,PIDOUT000655,PID0006,248,13838.74,duplicate,rejected,
PIDINFBUY00017499,2026-01-09,PIDINF001631,PIDOUT005102,PID0027,366,12531.16,manual,rework,cash bill
PIDINFBUY00017500,01/04/2025,PIDINF001682,PIDOUT005577,PID0011,357,8295.43,manual,rejected,cash bill
PIDINFBUY00017501,2025-08-05,PIDINF001886,PIDOUT005037,PID0003,132,8548.19,manual,approved,cash bill
PIDINFBUY00017502,2026-02-18,PIDINF003216,PIDOUT008528,PID0005,255,15864.59,blurred,rejected,cash bill
PIDINFBUY00017503,12/23/2025,PIDINF000633,PIDOUT001117,PID0017,251,8658.03,duplicate,pending,
PIDINFBUY00017504,10/16/2025,PIDINF001907,PIDOUT001323,PID0021,162,11384.66,duplicate,rejected,same bill twice
PIDINFBUY00017505,2026-02-25,PIDINF000847,PIDOUT004418,PID0019,752,15923.76,ok,approved,dealer name mismatch
PIDINFBUY00017506,10/30/2025,PIDINF002788,PIDOUT001752,PID0013,7,483.32,ok,rework,same bill twice
PIDINFBUY00017507,2025-03-29,PIDINF002315,PIDOUT007039,PID0031,387,15098.34,ok,rejected,
PIDINFBUY00017508,2024-07-30,PIDINF003095,PIDOUT004006,PID0033,37,1556.49,manual,pending,cash bill
PIDINFBUY00017509,2024-08-07,PIDINF001807,PIDOUT003602,PID0030,5,383.34,blurred,rework,cash bill
PIDINFBUY00017510,2025-02-13,PIDINF003035,PIDOUT002703,PID0028,22,1447.58,blurred,rejected,same bill twice
PIDINFBUY00017511,05/22/2025,PIDINF002394,PIDOUT005964,PID0018,5,175.44,ok,approved,old SKU code
PIDINFBUY00017512,02/23/2026,PIDINF000292,PIDOUT005320,PID0001,188,9150.99,ok,rework,
PIDINFBUY00017513,2025-11-28,PIDINF000969,PIDOUT007299,PID0029,158,11873.11,blurred,pending,cash bill
PIDINFBUY00017514,10/10/2024,PIDINF003358,PIDOUT000324,PID0031,8,405.11,ok,rejected,
PIDINFBUY00017515,2026-03-17,PIDINF000995,PIDOUT003424,PID0004,140,9289.76,duplicate,pending,same bill twice
PIDINFBUY00017516,24-Aug-25,PIDINF002071,PIDOUT004504,PID0009,518,13225.92,blurred,rework,old SKU code
PIDINFBUY00017517,2024-11-24,PIDINF001119,PIDOUT005690,PID0029,285,12649.85,duplicate,rejected,old SKU code
PIDINFBUY00017518,2024-05-09,PIDINF001251,PIDOUT007214,PID0027,154,8973.47,ok,approved,dealer name mismatch
PIDINFBUY00017519,2024-07-16,PIDINF002143,PIDOUT001864,PID0022,196,9573.39,missing,rejected,
PIDINFBUY00017520,2026-01-28,PIDINF002196,PIDOUT005709,PID0021,129,3495.51,manual,approved,dealer name mismatch
PIDINFBUY00017521,2025-11-10,PIDINF000629,PIDOUT001814,PID0005,181,12772.58,blurred,rejected,
PIDINFBUY00017522,02/11/2024,PIDINF000327,PIDOUT007282,PID0022,7,520.87,manual,approved,old SKU code
PIDINFBUY00017523,2024-04-04,PIDINF000362,PIDOUT006153,PID0005,296,11425.24,ok,approved,cash bill
PIDINFBUY00017524,2026-01-20,PIDINF001520,PIDOUT005157,PID0012,203,8587.83,missing,rework,old SKU code
PIDINFBUY00017525,2025-08-07,PIDINF003306,PIDOUT000610,PID0025,184,10791.84,manual,rework,cash bill
PIDINFBUY00017526,2024-11-10,PIDINF001425,PIDOUT002990,PID0033,64,4683.63,manual,rework,dealer name mismatch
PIDINFBUY00017527,2024-07-12,PIDINF001516,PIDOUT008991,PID0006,382,16015.03,missing,rejected,
PIDINFBUY00017528,2024-10-28,PIDINF001515,PIDOUT003404,PID0009,2,160.67,missing,pending,
PIDINFBUY00017529,20/07/2025,PIDINF002995,PIDOUT001894,PID0002,182,5261.03,manual,rework,cash bill
PIDINFBUY00017530,2025-07-15,PIDINF001392,PIDOUT006798,PID0033,330,9661.08,missing,rejected,dealer name mismatch
PIDINFBUY00017531,29/07/2024,PIDINF002451,PIDOUT008065,PID0023,286,17098.84,duplicate,rework,same bill twice
PIDINFBUY00017532,2025-04-08,PIDINF002843,PIDOUT004266,PID0032,121,7798.43,ok,pending,
PIDINFBUY00017533,2025-09-26,PIDINF003306,PIDOUT000610,PID0032,184,8917.14,manual,rework,
PIDINFBUY00017534,2026-02-15,PIDINF001467,PIDOUT004424,PID0021,109,3854.25,duplicate,approved,dealer name mismatch
PIDINFBUY00017535,14-Jun-25,PIDINF000428,PIDOUT007056,PID0009,208,14334.78,duplicate,approved,dealer name mismatch
PIDINFBUY00017536,15/02/2026,PIDINF002499,PIDOUT003228,PID0023,60,3482.56,blurred,approved,old SKU code
PIDINFBUY00017537,12/03/2024,PIDINF001894,PIDOUT004642,PID0014,164,8131.52,manual,pending,cash bill
PIDINFBUY00017538,21/05/2025,PIDINF001308,PIDOUT007858,PID0017,266,17469.89,ok,rework,old SKU code
PIDINFBUY00017539,2024-12-26,PIDINF001589,PIDOUT007399,PID0028,113,4982.82,ok,approved,cash bill
PIDINFBUY00017540,2024-12-19,PIDINF002737,PIDOUT001231,PID0020,179,5601.50,missing,pending,cash bill
PIDINFBUY00017541,2025-11-29,PIDINF002551,PIDOUT002849,PID0006,89,5480.95,duplicate,pending,cash bill
PIDINFBUY00017542,2024-10-08,PIDINF003101,PIDOUT006023,PID0019,271,12011.30,ok,approved,
PIDINFBUY00017543,2026-01-26,PIDINF002795,PIDOUT001175,PID0013,205,5872.74,blurred,rework,dealer name mismatch
PIDINFBUY00017544,2026-02-01,PIDINF001518,PIDOUT003310,PID0007,36,1834.83,duplicate,approved,
PIDINFBUY00017545,2024-12-28,PIDINF003246,PIDOUT000491,PID0008,693,17089.60,manual,rework,same bill twice
PIDINFBUY00017546,26/09/2024,PIDINF001606,PIDOUT008837,PID0003,28,647.16,ok,rework,same bill twice
PIDINFBUY00017547,2025-03-19,PIDINF001062,PIDOUT000369,PID0013,375,15084.10,ok,rejected,same bill twice
PIDINFBUY00017548,2025-05-13,PIDINF000508,PIDOUT005576,PID0011,217,12277.48,ok,approved,
PIDINFBUY00017549,2024-12-24,PIDINF002467,PIDOUT008732,PID0001,85,5691.70,missing,pending,same bill twice
PIDINFBUY00017550,2024-08-25,PIDINF002953,PIDOUT003975,PID0005,227,6406.06,duplicate,rejected,dealer name mismatch
PIDINFBUY00017551,28/08/2025,PIDINF000152,PIDOUT002339,PID0008,537,17655.06,blurred,rejected,cash bill
PIDINFBUY00017552,2025-08-11,PIDINF000040,PIDOUT007674,PID0032,639,17790.94,ok,rejected,cash bill
PIDINFBUY00017553,25-Jun-24,PIDINF001144,PIDOUT007302,PID0013,227,9191.88,missing,approved,
PIDINFBUY00017554,21-May-25,PIDINF000380,PIDOUT001855,PID0006,100,4188.01,ok,approved,cash bill
PIDINFBUY00017555,04-Feb-25,PIDINF000246,PIDOUT006399,PID0029,52,3741.01,duplicate,approved,cash bill
PIDINFBUY00017556,2025-04-24,PIDINF001998,PIDOUT004001,PID0033,96,7137.01,missing,approved,dealer name mismatch
PIDINFBUY00017557,2024-06-06,PIDINF002690,PIDOUT003403,PID0017,95,3884.23,duplicate,rework,
PIDINFBUY00017558,2024-12-19,PIDINF000817,PIDOUT008082,PID0020,19,1335.18,missing,rejected,dealer name mismatch
PIDINFBUY00017559,01/13/2025,PIDINF000063,PIDOUT005407,PID0005,248,14540.40,manual,rework,old SKU code
PIDINFBUY00017560,2025-06-01,PIDINF002283,PIDOUT003496,PID0011,58,4180.91,blurred,rework,dealer name mismatch
PIDINFBUY00017561,2025-02-13,PIDINF001661,PIDOUT005330,PID0011,151,7496.49,blurred,pending,cash bill
PIDINFBUY00017562,2024-05-02,PIDINF002878,PIDOUT000618,PID0011,230,4686.32,manual,rework,cash bill
PIDINFBUY00017563,2025-12-06,PIDINF002508,PIDOUT008911,PID0007,195,7305.62,missing,rework,old SKU code
PIDINFBUY00017564,19-Apr-25,PIDINF001910,PIDOUT005801,PID0030,151,7310.25,missing,approved,dealer name mismatch
PIDINFBUY00017565,2026-03-17,PIDINF000930,PIDOUT001863,PID0020,312,16228.60,duplicate,rejected,cash bill
PIDINFBUY00017566,2025-06-29,PIDINF000733,PIDOUT003907,PID0020,18,614.61,ok,rework,old SKU code
PIDINFBUY00017567,2026-03-24,PIDINF001391,PIDOUT007198,PID0022,87,2667.42,duplicate,pending,same bill twice
PIDINFBUY00017568,2025-07-03,PIDINF000070,PIDOUT001262,PID0007,296,14410.56,blurred,rework,dealer name mismatch
PIDINFBUY00017569,2024-09-06,PIDINF002658,PIDOUT002829,PID0015,442,14775.44,manual,rejected,dealer name mismatch
PIDINFBUY00017570,2025-08-07,PIDINF001407,PIDOUT003540,PID0010,572,15097.32,manual,approved,same bill twice
PIDINFBUY00017571,2025-03-07,PIDINF002980,PIDOUT004397,PID0028,450,15378.88,ok,pending,cash bill
PIDINFBUY00017572,2025-05-23,PIDINF002455,PIDOUT006523,PID0004,15,332.57,blurred,rework,same bill twice
PIDINFBUY00017573,2024-10-23,PIDINF001714,PIDOUT004828,PID0004,227,12535.49,blurred,pending,cash bill
PIDINFBUY00017574,2025-05-20,PIDINF003107,PIDOUT005366,PID0017,196,12697.55,duplicate,approved,same bill twice
PIDINFBUY00017575,2025-03-23,PIDINF002138,PIDOUT000809,PID0011,142,5096.23,ok,rework,same bill twice
PIDINFBUY00017576,2026-01-05,PIDINF001209,PIDOUT007769,PID0001,206,7780.13,duplicate,pending,old SKU code
PIDINFBUY00017577,2025-06-01,PIDINF002566,PIDOUT005272,PID0010,155,9036.45,duplicate,approved,same bill twice
PIDINFBUY00017578,2024-07-06,PIDINF000082,PIDOUT001468,PID0033,217,13391.98,missing,approved,
PIDINFBUY00017579,2025-07-27,PIDINF001250,PIDOUT006468,PID0029,233,15969.09,duplicate,rejected,dealer name mismatch
PIDINFBUY00017580,14/09/2025,PIDINF000588,PIDOUT006157,PID0023,238,13903.01,blurred,approved,old SKU code
PIDINFBUY00017581,2025-03-20,PIDINF001716,PIDOUT008826,PID0008,320,17494.46,missing,approved,
PIDINFBUY00017582,2025-11-16,PIDINF000262,PIDOUT001108,PID0030,27,1190.29,duplicate,approved,same bill twice
PIDINFBUY00017583,2024-04-24,PIDINF002717,PIDOUT000023,PID0018,302,10779.58,blurred,rejected,cash bill
PIDINFBUY00017584,2024-07-27,PIDINF003221,PIDOUT004144,PID0016,335,9792.97,duplicate,rework,cash bill
PIDINFBUY00017585,2024-07-28,PIDINF002388,PIDOUT007060,PID0032,168,7778.88,duplicate,pending,same bill twice
PIDINFBUY00017586,2024-12-09,PIDINF002518,PIDOUT008882,PID0028,407,13992.38,duplicate,approved,cash bill
PIDINFBUY00017587,23/02/2025,PIDINF002423,PIDOUT004243,PID0015,579,14235.29,duplicate,rejected,old SKU code
PIDINFBUY00017588,2025-12-18,PIDINF000429,PIDOUT005298,PID0016,28,1070.00,ok,rejected,same bill twice
PIDINFBUY00017589,2024-12-01,PIDINF000878,PIDOUT000738,PID0021,38,2800.36,manual,approved,same bill twice
PIDINFBUY00017590,2025-03-02,PIDINF001369,PIDOUT003685,PID0017,232,13403.06,manual,pending,dealer name mismatch
PIDINFBUY00017591,2024-09-02,PIDINF002479,PIDOUT007182,PID0028,5,341.90,duplicate,pending,same bill twice
PIDINFBUY00017592,2025-02-03,PIDINF000926,PIDOUT003494,PID0031,283,11278.98,duplicate,pending,old SKU code
PIDINFBUY00017593,2024-05-04,PIDINF000164,PIDOUT002521,PID0015,170,9284.82,ok,pending,old SKU code
PIDINFBUY00017594,2025-06-15,PIDINF001631,PIDOUT005102,PID0005,477,11448.72,duplicate,rejected,same bill twice
PIDINFBUY00017595,2024-09-01,PIDINF001235,PIDOUT003293,PID0002,480,17085.21,duplicate,pending,
PIDINFBUY00017596,26/04/2024,PIDINF002946,PIDOUT006834,PID0020,48,2044.88,ok,approved,cash bill
PIDINFBUY00017597,2025-08-11,PIDINF000212,PIDOUT003529,PID0032,130,6652.98,blurred,approved,
PIDINFBUY00017598,2025-11-08,PIDINF002727,PIDOUT002052,PID0006,566,16827.21,missing,pending,old SKU code
PIDINFBUY00017599,2025-07-11,PIDINF002458,PIDOUT005396,PID0029,11,777.54,manual,rejected,dealer name mismatch
PIDINFBUY00017600,2025-11-01,PIDINF002215,PIDOUT002805,PID0024,218,14632.60,ok,approved,dealer name mismatch
PIDINFBUY00017601,09/02/2025,PIDINF001155,PIDOUT007563,PID0022,259,17333.15,manual,rejected,
PIDINFBUY00017602,2024-06-29,PIDINF002936,PIDOUT007734,PID0023,127,8387.85,duplicate,rework,old SKU code
PIDINFBUY00017603,2025-10-09,PIDINF001085,PIDOUT003374,PID0028,65,2817.01,blurred,approved,dealer name mismatch
PIDINFBUY00017604,2024-04-30,PIDINF001713,PIDOUT002049,PID0012,16,746.83,missing,rejected,
PIDINFBUY00017605,2026-03-30,PIDINF000179,PIDOUT002831,PID0006,694,16051.10,manual,pending,dealer name mismatch
PIDINFBUY00017606,2024-05-25,PIDINF001864,PIDOUT004596,PID0004,154,8632.09,ok,rejected,cash bill
PIDINFBUY00017607,2025-11-05,PIDINF003323,PIDOUT001481,PID0010,269,7736.66,ok,rejected,old SKU code
PIDINFBUY00017608,2025-02-23,PIDINF001316,PIDOUT000809,PID0007,367,9838.62,missing,pending,same bill twice
PIDINFBUY00017609,2025-09-10,PIDINF001581,PIDOUT002811,PID0025,198,4696.67,manual,rework,old SKU code
PIDINFBUY00017610,2025-08-11,PIDINF003472,PIDOUT000634,PID0032,442,11288.52,ok,rejected,
PIDINFBUY00017611,29/07/2024,PIDINF000390,PIDOUT005187,PID0014,159,7548.32,ok,rework,same bill twice
PIDINFBUY00017612,2026-01-02,PIDINF001796,PIDOUT005921,PID0025,335,13449.79,missing,rejected,old SKU code
PIDINFBUY00017613,2024-09-16,PIDINF002925,PIDOUT002573,PID0027,165,8589.61,manual,approved,dealer name mismatch
PIDINFBUY00017614,2025-05-28,PIDINF000163,PIDOUT008276,PID0003,83,5945.57,duplicate,rework,
PIDINFBUY00017615,2024-10-03,PIDINF001739,PIDOUT004880,PID0020,171,6912.56,ok,approved,
PIDINFBUY00017616,2025-08-04,PIDINF001925,PIDOUT002595,PID0018,54,1879.08,ok,approved,dealer name mismatch
PIDINFBUY00017617,2024-12-28,PIDINF000429,PIDOUT005298,PID0023,97,4616.41,duplicate,approved,cash bill
PIDINFBUY00017618,2024-12-04,PIDINF002775,PIDOUT003039,PID0020,31,704.53,ok,rework,cash bill
PIDINFBUY00017619,2025-02-24,PIDINF000972,PIDOUT000276,PID0029,127,7036.48,ok,rework,same bill twice
PIDINFBUY00017620,2025-01-24,PIDINF001561,PIDOUT004754,PID0033,22,1599.83,manual,approved,cash bill
PIDINFBUY00017621,2026-02-02,PIDINF001961,PIDOUT007633,PID0019,326,13648.59,blurred,approved,same bill twice
PIDINFBUY00017622,2026-01-26,PIDINF000892,PIDOUT000474,PID0002,88,2432.50,manual,rework,old SKU code
PIDINFBUY00017623,2024-05-17,PIDINF002624,PIDOUT000119,PID0027,227,11869.23,missing,approved,dealer name mismatch
PIDINFBUY00017624,17/02/2025,PIDINF002526,PIDOUT007624,PID0011,246,9095.15,missing,pending,same bill twice
PIDINFBUY00017625,2024-04-22,PIDINF000939,PIDOUT004997,PID0017,264,14422.34,ok,pending,dealer name mismatch
PIDINFBUY00017626,2025-07-10,PIDINF001626,PIDOUT004858,PID0009,224,10101.75,blurred,rework,same bill twice
PIDINFBUY00017627,2026-01-07,PIDINF000091,PIDOUT007300,PID0026,11,632.10,blurred,approved,
PIDINFBUY00017628,2025-01-11,PIDINF000841,PIDOUT003961,PID0005,153,8372.88,duplicate,rejected,cash bill
PIDINFBUY00017629,2024-10-21,PIDINF003213,PIDOUT006997,PID0029,538,15833.31,missing,rework,old SKU code
PIDINFBUY00017630,2025-03-24,PIDINF000332,PIDOUT007039,PID0012,373,12445.04,duplicate,approved,old SKU code
PIDINFBUY00017631,2026-03-09,PIDINF000301,PIDOUT004073,PID0006,201,12755.06,ok,pending,
PIDINFBUY00017632,2025-08-13,PIDINF002973,PIDOUT000028,PID0020,103,4723.06,duplicate,rejected,dealer name mismatch
PIDINFBUY00017633,10/07/2025,PIDINF001951,PIDOUT001928,PID0015,47,1383.09,blurred,approved,
PIDINFBUY00017634,2025-04-26,PIDINF002824,PIDOUT000488,PID0001,228,15787.92,manual,pending,
PIDINFBUY00017635,2024-08-07,PIDINF002051,PIDOUT005101,PID0033,288,15230.06,duplicate,approved,same bill twice
PIDINFBUY00017636,2025-08-05,PIDINF000947,PIDOUT004644,PID0003,258,12589.70,manual,pending,cash bill
PIDINFBUY00017637,2026-03-21,PIDINF002508,PIDOUT008911,PID0025,41,1915.98,manual,rejected,same bill twice
PIDINFBUY00017638,2025-01-22,PIDINF002236,PIDOUT002424,PID0014,27,1508.27,ok,rework,dealer name mismatch
PIDINFBUY00017639,2025-10-03,PIDINF000651,PIDOUT004662,PID0001,212,12073.69,ok,approved,cash bill
PIDINFBUY00017640,2025-03-23,PIDINF003050,PIDOUT007963,PID0013,190,4907.91,blurred,pending,old SKU code
PIDINFBUY00017641,2025-09-03,PIDINF003422,PIDOUT007860,PID0032,208,10950.03,manual,pending,old SKU code
PIDINFBUY00017642,2025-12-12,PIDINF001376,PIDOUT001061,PID0032,382,11878.79,ok,rejected,dealer name mismatch
PIDINFBUY00017643,2025-09-24,PIDINF000578,PIDOUT008760,PID0030,321,14653.52,blurred,pending,old SKU code
PIDINFBUY00017644,2024-05-01,PIDINF000449,PIDOUT004954,PID0016,187,11034.16,manual,approved,same bill twice
PIDINFBUY00017645,25/05/2024,PIDINF000264,PIDOUT000492,PID0002,119,7952.40,missing,rejected,same bill twice
PIDINFBUY00017646,2024-05-21,PIDINF002744,PIDOUT002837,PID0004,272,13168.47,blurred,approved,
PIDINFBUY00017647,2025-08-17,PIDINF002803,PIDOUT005876,PID0008,491,11853.17,manual,rejected,
PIDINFBUY00017648,2024-09-15,PIDINF000460,PIDOUT001006,PID0020,104,4318.56,ok,pending,old SKU code
PIDINFBUY00017649,13/08/2024,PIDINF001458,PIDOUT002667,PID0002,532,17042.63,duplicate,rework,
PIDINFBUY00017650,2025-04-17,PIDINF001314,PIDOUT004668,PID0005,63,4538.30,ok,approved,old SKU code
PIDINFBUY00017651,2024-10-31,PIDINF000661,PIDOUT007787,PID0009,299,10068.95,duplicate,rejected,old SKU code
PIDINFBUY00017652,2025-02-17,PIDINF002125,PIDOUT008621,PID0007,243,13458.77,duplicate,rework,dealer name mismatch
PIDINFBUY00017653,2025-03-10,PIDINF002205,PIDOUT005701,PID0021,214,15037.31,ok,rework,
PIDINFBUY00017654,2024-07-11,PIDINF000726,PIDOUT004569,PID0031,402,11539.66,blurred,approved,same bill twice
PIDINFBUY00017655,2025-02-06,PIDINF001251,PIDOUT007214,PID0020,116,6645.37,missing,rework,
PIDINFBUY00017656,2025-06-25,PIDINF001299,PIDOUT003558,PID0023,279,14196.44,manual,rejected,
PIDINFBUY00017657,2024-08-29,PIDINF003344,PIDOUT006032,PID0007,324,17482.22,missing,approved,same bill twice
PIDINFBUY00017658,2025-03-24,PIDINF003148,PIDOUT001720,PID0026,249,12301.31,blurred,pending,old SKU code
PIDINFBUY00017659,2025-12-06,PIDINF001930,PIDOUT007525,PID0008,183,12308.84,duplicate,approved,same bill twice
PIDINFBUY00017660,2026-02-27,PIDINF003370,PIDOUT004856,PID0026,344,13154.25,manual,rework,
PIDINFBUY00017661,2025-02-16,PIDINF001450,PIDOUT008116,PID0027,483,17668.72,duplicate,rejected,same bill twice
PIDINFBUY00017662,2025-11-25,PIDINF002615,PIDOUT007479,PID0025,61,3293.64,ok,approved,old SKU code
PIDINFBUY00017663,2025-06-02,PIDINF002860,PIDOUT000665,PID0010,232,12425.83,duplicate,approved,same bill twice
PIDINFBUY00017664,2026-02-01,PIDINF001596,PIDOUT007643,PID0019,86,2769.63,missing,rejected,dealer name mismatch
PIDINFBUY00017665,2026-01-15,PIDINF002398,PIDOUT004774,PID0005,101,2244.07,ok,approved,cash bill
PIDINFBUY00017666,2025-05-03,PIDINF003229,PIDOUT005559,PID0006,373,9813.42,missing,rework,dealer name mismatch
PIDINFBUY00017667,2025-12-30,PIDINF001804,PIDOUT005029,PID0008,14,732.90,manual,rejected,same bill twice
PIDINFBUY00017668,2025-01-24,PIDINF001272,PIDOUT008912,PID0001,40,2791.96,duplicate,rework,old SKU code
PIDINFBUY00017669,2025-12-15,PIDINF001501,PIDOUT002163,PID0006,55,3746.92,blurred,pending,dealer name mismatch
PIDINFBUY00017670,2025-04-20,PIDINF003332,PIDOUT008176,PID0005,14,510.46,missing,rejected,cash bill
PIDINFBUY00017671,2025-02-07,PIDINF000395,PIDOUT003495,PID0015,95,6604.88,manual,approved,old SKU code
PIDINFBUY00017672,2025-11-02,PIDINF001620,PIDOUT004419,PID0033,50,1292.73,missing,rework,cash bill
PIDINFBUY00017673,2024-10-20,PIDINF003413,PIDOUT007195,PID0020,90,2806.87,manual,rework,dealer name mismatch
PIDINFBUY00017674,09/23/2024,PIDINF001221,PIDOUT005956,PID0014,210,11976.82,ok,rework,cash bill
PIDINFBUY00017675,01/12/2024,PIDINF002015,PIDOUT004966,PID0006,421,17410.44,ok,approved,old SKU code
PIDINFBUY00017676,2024-07-22,PIDINF003486,PIDOUT005212,PID0022,419,17275.81,blurred,rejected,cash bill
PIDINFBUY00017677,2024-08-08,PIDINF002876,PIDOUT001485,PID0012,423,15119.96,blurred,approved,cash bill
PIDINFBUY00017678,2024-06-11,PIDINF002816,PIDOUT004490,PID0033,216,10434.93,manual,approved,same bill twice
PIDINFBUY00017679,2025-08-12,PIDINF000324,PIDOUT008334,PID0010,7,427.31,manual,rework,same bill twice
PIDINFBUY00017680,2024-12-06,PIDINF002647,PIDOUT003387,PID0016,13,872.82,ok,rework,same bill twice
PIDINFBUY00017681,19/03/2025,PIDINF002566,PIDOUT005272,PID0011,3,251.99,missing,pending,cash bill
PIDINFBUY00017682,2025-02-22,PIDINF002298,PIDOUT007124,PID0011,34,1313.83,blurred,rework,old SKU code
PIDINFBUY00017683,2024-09-09,PIDINF002100,PIDOUT008153,PID0014,380,17507.79,manual,pending,
PIDINFBUY00017684,2025-06-09,PIDINF003441,PIDOUT008895,PID0023,166,12412.92,missing,rework,cash bill
PIDINFBUY00017685,2025-09-17,PIDINF002357,PIDOUT006099,PID0004,202,4244.63,manual,pending,old SKU code
PIDINFBUY00017686,2024-05-13,PIDINF000979,PIDOUT002940,PID0019,114,5263.06,missing,pending,dealer name mismatch
PIDINFBUY00017687,2025-01-07,PIDINF002871,PIDOUT000735,PID0018,203,11845.59,missing,approved,cash bill
PIDINFBUY00017688,2025-08-26,PIDINF002844,PIDOUT007238,PID0024,121,6635.82,blurred,rejected,dealer name mismatch
PIDINFBUY00017689,01-Oct-24,PIDINF000064,PIDOUT005332,PID0006,157,10836.56,ok,pending,old SKU code
PIDINFBUY00017690,2024-10-14,PIDINF001426,PIDOUT006194,PID0002,89,6669.33,ok,pending,old SKU code
PIDINFBUY00017691,2024-11-28,PIDINF001803,PIDOUT008295,PID0015,193,14521.72,blurred,rework,same bill twice
PIDINFBUY00017692,2024-06-05,PIDINF001092,PIDOUT004687,PID0011,74,4636.13,ok,pending,
PIDINFBUY00017693,2024-08-15,PIDINF000211,PIDOUT006467,PID0019,104,6539.22,duplicate,rework,old SKU code
PIDINFBUY00017694,18-Aug-24,PIDINF003032,PIDOUT004482,PID0005,186,6798.06,blurred,approved,cash bill
PIDINFBUY00017695,2024-07-11,PIDINF000795,PIDOUT003118,PID0021,281,16714.36,duplicate,rework,dealer name mismatch
PIDINFBUY00017696,19-May-25,PIDINF000602,PIDOUT004764,PID0025,137,7818.43,missing,pending,old SKU code
PIDINFBUY00017697,2026-02-01,PIDINF002360,PIDOUT002152,PID0021,245,5634.82,duplicate,pending,old SKU code
PIDINFBUY00017698,2024-10-09,PIDINF002071,PIDOUT004504,PID0030,632,14142.36,duplicate,rejected,cash bill
PIDINFBUY00017699,2024-04-19,PIDINF000835,PIDOUT008263,PID0017,162,5574.33,blurred,rejected,old SKU code
PIDINFBUY00017700,2025-02-19,PIDINF000305,PIDOUT008782,PID0033,476,10773.61,manual,pending,old SKU code
PIDINFBUY00017701,2024-08-10,PIDINF002229,PIDOUT006103,PID0032,221,12285.11,missing,rejected,
PIDINFBUY00017702,2025-05-07,PIDINF001751,PIDOUT003320,PID0032,12,729.22,missing,pending,
PIDINFBUY00017703,16-Mar-26,PIDINF003424,PIDOUT000916,PID0017,353,8072.72,manual,pending,same bill twice
PIDINFBUY00017704,04-Jul-25,PIDINF002812,PIDOUT001301,PID0008,60,2230.17,ok,pending,same bill twice
PIDINFBUY00017705,2025-05-01,PIDINF001773,PIDOUT002612,PID0026,218,14545.35,blurred,pending,old SKU code
PIDINFBUY00017706,2024-11-22,PIDINF001427,PIDOUT005853,PID0025,202,13676.08,manual,rejected,old SKU code
PIDINFBUY00017707,06/08/2025,PIDINF002658,PIDOUT002829,PID0026,357,11563.90,ok,rework,dealer name mismatch
PIDINFBUY00017708,2025-10-22,PIDINF001138,PIDOUT006948,PID0003,641,17840.00,ok,approved,cash bill
PIDINFBUY00017709,2026-03-29,PIDINF001598,PIDOUT005087,PID0025,230,13897.98,ok,rejected,dealer name mismatch
PIDINFBUY00017710,2026-02-22,PIDINF000773,PIDOUT007593,PID0002,173,11305.61,blurred,rework,
