demo_id,demo_start_date,farmer_id,mapped_store_id,crop,product_focus,plot_area_acres,stage,result_note
CORDEMO000739,2025-01-01,CORFRM0017459,CORSTR00563,Maize,COR0024,0.89,in progress,photo missing
CORDEMO000740,01/21/2025,CORFRM0001487,CORSTR00475,Chilli,COR0018,2.36,planned,
CORDEMO000741,2024-05-16,CORFRM0021478,CORSTR00471,Coconut,COR0001,2.76,converted,photo missing
CORDEMO000742,2025-11-30,CORFRM0012361,CORSTR00694,Paddy,COR0001,0.81,harvested,good crop stand
CORDEMO000743,2025-03-02,CORFRM0024801,CORSTR00666,Cotton,COR0005,0.52,abandoned,good crop stand
CORDEMO000744,2024-05-17,CORFRM0010297,CORSTR00299,Cotton,COR0014,1.76,abandoned,good crop stand
CORDEMO000745,2024-11-05,CORFRM0019871,CORSTR00374,Cotton,COR0016,0.34,converted,good crop stand
CORDEMO000746,2025-10-12,CORFRM0023075,CORSTR01064,Groundnut,COR0010,0.23,harvested,farmer bought later
CORDEMO000747,2024-11-03,CORFRM0013936,CORSTR00823,Mango,COR0026,2.41,planned,photo missing
CORDEMO000748,2025-07-18,CORFRM0021738,CORSTR00842,Turmeric,COR0006,2.41,abandoned,good crop stand
CORDEMO000749,2024-05-01,CORFRM0000176,CORSTR00988,Paddy,COR0022,2.69,planned,rain damage
CORDEMO000750,12/08/2024,CORFRM0022294,CORSTR00671,Maize,COR0002,0.92,converted,good crop stand
CORDEMO000751,04/17/2025,CORFRM0023803,CORSTR00642,Maize,COR0025,0.54,in progress,photo missing
CORDEMO000752,01/04/2026,CORFRM0014220,CORSTR01033,Mango,COR0030,0.24,planned,good crop stand
CORDEMO000753,2025-02-20,CORFRM0024570,CORSTR01141,Paddy,COR0032,1.69,in progress,rain damage
CORDEMO000754,2025-04-29,CORFRM0007137,CORSTR00757,Sugarcane,COR0013,1.22,converted,
CORDEMO000755,2025-01-28,CORFRM0016376,CORSTR00582,Sugarcane,COR0021,2.71,harvested,good crop stand
CORDEMO000756,14/04/2025,CORFRM0019584,CORSTR00229,Chilli,COR0016,2.73,in progress,competitor demo nearby
CORDEMO000757,2024-09-04,CORFRM0019580,CORSTR00092,Sugarcane,COR0031,0.65,planned,rain damage
CORDEMO000758,07/04/2025,CORFRM0006156,CORSTR00727,Maize,COR0002,2.16,abandoned,rain damage
CORDEMO000759,19/01/2026,CORFRM0020478,CORSTR00137,Maize,COR0032,1.62,planned,good crop stand
CORDEMO000760,2024-12-06,CORFRM0018087,CORSTR00016,Coconut,COR0030,2.92,in progress,rain damage
CORDEMO000761,2024-09-11,CORFRM0014455,CORSTR00837,Paddy,COR0025,1.51,harvested,farmer bought later
CORDEMO000762,2024-11-02,CORFRM0017086,CORSTR00476,Cotton,COR0027,1.35,converted,good crop stand
CORDEMO000763,2025-09-25,CORFRM0021472,CORSTR00492,Paddy,COR0010,1.93,harvested,farmer bought later
CORDEMO000764,2025-04-09,CORFRM0000293,CORSTR00316,Chilli,COR0007,2.01,abandoned,photo missing
CORDEMO000765,2025-03-18,CORFRM0015603,CORSTR00174,Maize,COR0016,1.12,converted,farmer bought later
CORDEMO000766,04/27/2024,CORFRM0001405,CORSTR00715,Turmeric,COR0005,0.31,abandoned,photo missing
CORDEMO000767,2025-07-25,CORFRM0002816,CORSTR00684,Groundnut,COR0029,0.92,planned,competitor demo nearby
CORDEMO000768,2025-02-21,CORFRM0004319,CORSTR00850,Sugarcane,COR0015,0.11,abandoned,good crop stand
CORDEMO000769,2025-04-12,CORFRM0021587,CORSTR00846,Banana,COR0031,0.92,abandoned,rain damage
CORDEMO000770,21/07/2024,CORFRM0019178,CORSTR00580,Banana,COR0026,0.25,converted,photo missing
CORDEMO000771,2026-01-28,CORFRM0022188,CORSTR00924,Coconut,COR0019,1.88,in progress,photo missing
CORDEMO000772,2024-08-07,CORFRM0016432,CORSTR00475,Sugarcane,COR0011,2.9,abandoned,competitor demo nearby
CORDEMO000773,2025-11-28,CORFRM0000613,CORSTR00040,Sugarcane,COR0003,0.56,harvested,good crop stand
CORDEMO000774,2025-12-24,CORFRM0018217,CORSTR00430,Vegetables,COR0017,1.31,converted,photo missing
CORDEMO000775,2024-12-22,CORFRM0007808,CORSTR01138,Banana,COR0032,0.67,abandoned,competitor demo nearby
CORDEMO000776,2024-07-30,CORFRM0017308,CORSTR00837,Mango,COR0002,1.75,abandoned,rain damage
CORDEMO000777,06/20/2024,CORFRM0007358,CORSTR00598,Banana,COR0017,2.31,harvested,photo missing
CORDEMO000778,2024-05-15,CORFRM0018236,CORSTR00454,Vegetables,COR0032,0.2,abandoned,competitor demo nearby
CORDEMO000779,02/09/2025,CORFRM0018767,CORSTR00871,Coconut,COR0022,2.05,planned,competitor demo nearby
CORDEMO000780,2025-03-19,CORFRM0016394,CORSTR01104,Paddy,COR0023,2.4,in progress,farmer bought later
CORDEMO000781,2025-03-23,CORFRM0013679,CORSTR00568,Chilli,COR0032,1.5,abandoned,rain damage
CORDEMO000782,2025-07-18,CORFRM0010325,CORSTR00341,Cotton,COR0006,2.75,in progress,good crop stand
CORDEMO000783,10/16/2025,CORFRM0012946,CORSTR00862,Paddy,COR0030,2.95,abandoned,rain damage
CORDEMO000784,05/10/2024,CORFRM0011856,CORSTR01036,Coconut,COR0006,2.53,abandoned,rain damage
CORDEMO000785,2024-08-23,CORFRM0022449,CORSTR00529,Coconut,COR0017,0.42,in progress,
CORDEMO000786,2025-11-05,CORFRM0021727,CORSTR00717,Cotton,COR0016,1.43,abandoned,farmer bought later
CORDEMO000787,2024-04-12,CORFRM0018394,CORSTR00090,Chilli,COR0012,0.74,in progress,
CORDEMO000788,2024-04-16,CORFRM0009781,CORSTR00450,Vegetables,COR0022,1.23,in progress,good crop stand
CORDEMO000789,2025-05-14,CORFRM0006183,CORSTR00698,Mango,COR0024,2.6,planned,rain damage
CORDEMO000790,2024-08-21,CORFRM0019745,CORSTR00088,Groundnut,COR0028,1.75,harvested,farmer bought later
CORDEMO000791,2025-02-19,CORFRM0000330,CORSTR00047,Vegetables,COR0025,2.44,abandoned,good crop stand
CORDEMO000792,2025-04-07,CORFRM0020105,CORSTR01030,Sugarcane,COR0022,1.23,harvested,competitor demo nearby
CORDEMO000793,2024-05-02,CORFRM0014398,CORSTR00406,Vegetables,COR0003,2.56,planned,
CORDEMO000794,2024-12-22,CORFRM0007661,CORSTR01081,Maize,COR0012,0.27,harvested,farmer bought later
CORDEMO000795,2024-11-05,CORFRM0003804,CORSTR00488,Groundnut,COR0008,0.78,converted,
CORDEMO000796,2025-08-30,CORFRM0019203,CORSTR00306,Cotton,COR0007,1.35,in progress,photo missing
CORDEMO000797,2025-01-06,CORFRM0019063,CORSTR00732,Mango,COR0017,0.99,converted,photo missing
CORDEMO000798,2024-10-20,CORFRM0024056,CORSTR00014,Coconut,COR0021,1.35,converted,competitor demo nearby
CORDEMO000799,2025-08-14,CORFRM0017092,CORSTR00760,Cotton,COR0026,1.86,abandoned,rain damage
CORDEMO000800,2024-10-21,CORFRM0020239,CORSTR01115,Mango,COR0006,1.76,converted,good crop stand
CORDEMO000801,2024-07-04,CORFRM0010041,CORSTR00022,Maize,COR0002,1.26,abandoned,photo missing
CORDEMO000802,2025-10-02,CORFRM0015103,CORSTR01032,Groundnut,COR0027,2.71,converted,rain damage
CORDEMO000803,2025-10-07,CORFRM0018122,CORSTR01137,Banana,COR0011,2.19,abandoned,rain damage
CORDEMO000804,2025-10-25,CORFRM0023662,CORSTR00362,Paddy,COR0020,1.18,harvested,farmer bought later
CORDEMO000805,21/01/2026,CORFRM0007891,CORSTR00925,Vegetables,COR0027,2.06,planned,good crop stand
CORDEMO000806,01/08/2025,CORFRM0024268,CORSTR00397,Mango,COR0019,0.22,harvested,rain damage
CORDEMO000807,01/07/2024,CORFRM0018337,CORSTR00308,Banana,COR0029,0.74,abandoned,rain damage
CORDEMO000808,31-Jul-24,CORFRM0010611,CORSTR00441,Banana,COR0020,0.21,abandoned,photo missing
CORDEMO000809,26-Sep-25,CORFRM0006873,CORSTR00797,Turmeric,COR0030,1.07,abandoned,rain damage
CORDEMO000810,2025-01-20,CORFRM0018659,CORSTR00826,Groundnut,COR0031,0.31,planned,
CORDEMO000811,2025-03-02,CORFRM0020327,CORSTR00532,Sugarcane,COR0001,0.47,harvested,competitor demo nearby
CORDEMO000812,22-Feb-25,CORFRM0021840,CORSTR01046,Sugarcane,COR0017,0.51,planned,competitor demo nearby
CORDEMO000813,2024-08-13,CORFRM0022177,CORSTR00156,Sugarcane,COR0009,0.12,abandoned,good crop stand
CORDEMO000814,2025-08-19,CORFRM0011817,CORSTR00648,Turmeric,COR0019,2.92,in progress,good crop stand
CORDEMO000815,2026-01-25,CORFRM0019893,CORSTR00745,Mango,COR0013,1.92,in progress,photo missing
CORDEMO000816,2025-05-08,CORFRM0008107,CORSTR00943,Turmeric,COR0013,2.87,harvested,photo missing
CORDEMO000817,2025-03-15,CORFRM0001861,CORSTR00391,Cotton,COR0032,0.79,harvested,
CORDEMO000818,2025-01-18,CORFRM0005724,CORSTR00992,Mango,COR0017,1.74,in progress,rain damage
CORDEMO000819,2025-05-30,CORFRM0010481,CORSTR00907,Groundnut,COR0014,2.08,harvested,
CORDEMO000820,2024-05-11,CORFRM0000408,CORSTR00236,Mango,COR0020,1.74,planned,photo missing
CORDEMO000821,20-Nov-24,CORFRM0004625,CORSTR00427,Turmeric,COR0030,1.17,abandoned,rain damage
CORDEMO000822,27/01/2026,CORFRM0005383,CORSTR00771,Mango,COR0013,1.73,in progress,competitor demo nearby
CORDEMO000823,2024-06-27,CORFRM0018084,CORSTR00300,Cotton,COR0014,0.98,in progress,
CORDEMO000824,09/19/2024,CORFRM0010927,CORSTR00770,Mango,COR0007,2.17,converted,farmer bought later
CORDEMO000825,2025-07-10,CORFRM0008070,CORSTR00033,Vegetables,COR0007,0.39,harvested,photo missing
CORDEMO000826,2025-11-13,CORFRM0021344,CORSTR00544,Cotton,COR0013,0.22,harvested,competitor demo nearby
CORDEMO000827,12/31/2025,CORFRM0020208,CORSTR00149,Vegetables,COR0007,1.74,in progress,competitor demo nearby
CORDEMO000828,2025-08-10,CORFRM0014544,CORSTR00433,Maize,COR0013,2.41,harvested,farmer bought later
CORDEMO000829,2025-02-21,CORFRM0001660,CORSTR00138,Groundnut,COR0024,2.83,abandoned,good crop stand
CORDEMO000830,2024-11-12,CORFRM0015820,CORSTR00855,Paddy,COR0001,0.45,converted,farmer bought later
CORDEMO000831,2026-01-28,CORFRM0014488,CORSTR00231,Turmeric,COR0006,1.17,harvested,photo missing
CORDEMO000832,2024-07-13,CORFRM0007721,CORSTR00419,Chilli,COR0006,0.76,harvested,competitor demo nearby
CORDEMO000833,03/12/2025,CORFRM0009653,CORSTR00649,Chilli,COR0010,0.85,planned,farmer bought later
CORDEMO000834,2025-08-27,CORFRM0021816,CORSTR00152,Groundnut,COR0025,1.39,harvested,farmer bought later
CORDEMO000835,07/05/2025,CORFRM0007653,CORSTR00488,Mango,COR0019,2.3,abandoned,rain damage
CORDEMO000836,2024-09-27,CORFRM0008980,CORSTR01110,Cotton,COR0024,0.93,in progress,competitor demo nearby
CORDEMO000837,08/06/2025,CORFRM0000252,CORSTR00880,Mango,COR0029,1.06,converted,
CORDEMO000838,01/11/2026,CORFRM0015142,CORSTR00553,Turmeric,COR0016,2.07,converted,
CORDEMO000839,2024-11-09,CORFRM0022595,CORSTR00107,Groundnut,COR0030,1.81,converted,good crop stand
CORDEMO000840,2025-02-21,CORFRM0019684,CORSTR00835,Chilli,COR0018,0.56,planned,farmer bought later
CORDEMO000841,2025-11-30,CORFRM0009834,CORSTR00521,Groundnut,COR0011,2.17,harvested,
CORDEMO000842,2024-05-09,CORFRM0013683,CORSTR00813,Paddy,COR0022,2.35,harvested,good crop stand
CORDEMO000843,2025-02-24,CORFRM0008341,CORSTR00959,Coconut,COR0007,2.47,in progress,rain damage
CORDEMO000844,2024-12-03,CORFRM0009856,CORSTR00950,Cotton,COR0027,0.9,converted,competitor demo nearby
CORDEMO000845,2025-02-06,CORFRM0023683,CORSTR00740,Vegetables,COR0027,2.33,planned,farmer bought later
CORDEMO000846,2024-09-21,CORFRM0011968,CORSTR00760,Coconut,COR0016,0.82,harvested,good crop stand
CORDEMO000847,2024-09-29,CORFRM0008085,CORSTR00382,Sugarcane,COR0021,0.85,in progress,
CORDEMO000848,2024-06-19,CORFRM0005892,CORSTR00789,Chilli,COR0011,1.72,abandoned,
CORDEMO000849,2025-11-26,CORFRM0015713,CORSTR01084,Banana,COR0020,1.11,abandoned,rain damage
CORDEMO000850,09/17/2025,CORFRM0020065,CORSTR00877,Groundnut,COR0003,1.51,abandoned,farmer bought later
CORDEMO000851,2026-01-26,CORFRM0009849,CORSTR00705,Chilli,COR0015,2.22,abandoned,
CORDEMO000852,2025-04-17,CORFRM0007484,CORSTR00754,Sugarcane,COR0026,0.62,harvested,farmer bought later
CORDEMO000853,25/06/2025,CORFRM0022908,CORSTR00868,Turmeric,COR0029,2.2,abandoned,
CORDEMO000854,2026-01-05,CORFRM0023974,CORSTR00016,Mango,COR0017,0.48,abandoned,photo missing
CORDEMO000855,2024-12-20,CORFRM0015911,CORSTR01056,Paddy,COR0029,2.38,planned,good crop stand
CORDEMO000856,05/27/2025,CORFRM0018942,CORSTR00352,Banana,COR0001,1.33,converted,rain damage
CORDEMO000857,2025-09-25,CORFRM0008095,CORSTR01022,Banana,COR0018,1.79,abandoned,
CORDEMO000858,2024-06-01,CORFRM0014461,CORSTR00065,Maize,COR0017,1.88,abandoned,competitor demo nearby
CORDEMO000859,2024-05-11,CORFRM0012720,CORSTR01122,Vegetables,COR0004,2.55,converted,rain damage
CORDEMO000860,2025-03-03,CORFRM0018248,CORSTR00545,Paddy,COR0022,1.69,in progress,rain damage
CORDEMO000861,2024-08-24,CORFRM0000091,CORSTR00694,Turmeric,COR0021,0.75,in progress,farmer bought later
CORDEMO000862,2025-06-14,CORFRM0014318,CORSTR00693,Chilli,COR0013,0.9,planned,farmer bought later
CORDEMO000863,2024-04-25,CORFRM0006679,CORSTR00698,Chilli,COR0027,0.84,in progress,photo missing
CORDEMO000864,2025-07-30,CORFRM0007471,CORSTR00033,Sugarcane,COR0009,1.67,abandoned,rain damage
CORDEMO000865,2025-01-06,CORFRM0007408,CORSTR00513,Groundnut,COR0014,2.36,harvested,
CORDEMO000866,2024-09-13,CORFRM0024756,CORSTR00276,Coconut,COR0028,2.32,harvested,photo missing
CORDEMO000867,26-Sep-24,CORFRM0018462,CORSTR00874,Vegetables,COR0028,1.24,converted,photo missing
CORDEMO000868,2024-09-01,CORFRM0013655,CORSTR00320,Maize,COR0033,2.7,harvested,photo missing
CORDEMO000869,2025-02-16,CORFRM0014766,CORSTR00838,Chilli,COR0025,1.01,converted,
CORDEMO000870,12/11/2024,CORFRM0009293,CORSTR00923,Vegetables,COR0018,1.54,in progress,good crop stand
CORDEMO000871,2025-04-20,CORFRM0018092,CORSTR00395,Paddy,COR0019,1.6,in progress,good crop stand
CORDEMO000872,19/05/2024,CORFRM0023413,CORSTR00950,Paddy,COR0026,2.01,in progress,farmer bought later
CORDEMO000873,2024-04-23,CORFRM0022160,CORSTR00546,Mango,COR0030,2.44,converted,rain damage
CORDEMO000874,2025-08-10,CORFRM0014729,CORSTR00946,Banana,COR0016,2.22,in progress,good crop stand
CORDEMO000875,2024-08-11,CORFRM0009884,CORSTR00545,Banana,COR0024,0.48,abandoned,
CORDEMO000876,2025-06-17,CORFRM0019277,CORSTR00471,Mango,COR0024,1.94,converted,photo missing
CORDEMO000877,2024-04-23,CORFRM0012189,CORSTR00924,Banana,COR0030,0.88,converted,farmer bought later
CORDEMO000878,2025-07-03,CORFRM0005120,CORSTR00586,Chilli,COR0005,1.51,in progress,competitor demo nearby
CORDEMO000879,2025-04-24,CORFRM0005777,CORSTR00949,Chilli,COR0029,1.72,in progress,farmer bought later
CORDEMO000880,2024-04-17,CORFRM0000267,CORSTR00479,Mango,COR0005,0.68,harvested,competitor demo nearby
CORDEMO000881,26/08/2025,CORFRM0007089,CORSTR00008,Cotton,COR0016,0.16,abandoned,competitor demo nearby
CORDEMO000882,05/08/2025,CORFRM0024664,CORSTR00588,Mango,COR0021,2.82,converted,photo missing
CORDEMO000883,2024-08-15,CORFRM0024807,CORSTR01008,Chilli,COR0027,0.59,planned,photo missing
CORDEMO000884,2025-01-21,CORFRM0021751,CORSTR00894,Mango,COR0021,0.32,abandoned,
CORDEMO000885,2025-03-29,CORFRM0013604,CORSTR00623,Paddy,COR0030,1.5,harvested,farmer bought later
CORDEMO000886,2025-03-23,CORFRM0019075,CORSTR00181,Vegetables,COR0018,2.27,abandoned,photo missing
CORDEMO000887,02/12/2024,CORFRM0014212,CORSTR00416,Vegetables,COR0027,2.16,in progress,good crop stand
CORDEMO000888,2025-12-17,CORFRM0020297,CORSTR00576,Chilli,COR0029,2.26,planned,
CORDEMO000889,17/10/2024,CORFRM0000668,CORSTR01087,Banana,COR0028,2.23,harvested,photo missing
CORDEMO000890,2024-09-04,CORFRM0003952,CORSTR00459,Mango,COR0020,2.25,harvested,farmer bought later
CORDEMO000891,12/08/2024,CORFRM0009292,CORSTR00414,Turmeric,COR0025,1.72,in progress,competitor demo nearby
CORDEMO000892,2024-09-02,CORFRM0008900,CORSTR00150,Maize,COR0018,2.74,converted,good crop stand
CORDEMO000893,2024-08-07,CORFRM0009621,CORSTR00892,Banana,COR0009,1.96,harvested,farmer bought later
CORDEMO000894,2025-04-25,CORFRM0006575,CORSTR00131,Turmeric,COR0002,1.44,harvested,rain damage
CORDEMO000895,18-Aug-24,CORFRM0002522,CORSTR00501,Groundnut,COR0006,0.12,converted,
CORDEMO000896,2025-09-13,CORFRM0000650,CORSTR01044,Vegetables,COR0002,2.34,converted,competitor demo nearby
CORDEMO000897,05/08/2024,CORFRM0011050,CORSTR00249,Groundnut,COR0009,1.32,abandoned,competitor demo nearby
CORDEMO000898,2025-07-12,CORFRM0003582,CORSTR00578,Maize,COR0012,0.2,abandoned,competitor demo nearby
CORDEMO000899,2025-07-08,CORFRM0008136,CORSTR00570,Turmeric,COR0029,0.35,abandoned,farmer bought later
CORDEMO000900,2024-07-29,CORFRM0002669,CORSTR00145,Paddy,COR0008,2.24,planned,farmer bought later
CORDEMO000901,2024-05-02,CORFRM0007026,CORSTR00283,Mango,COR0024,0.32,in progress,rain damage
CORDEMO000902,2024-07-12,CORFRM0003422,CORSTR00426,Vegetables,COR0023,1.16,abandoned,good crop stand
CORDEMO000903,2025-12-18,CORFRM0006782,CORSTR01130,Banana,COR0008,1.32,abandoned,competitor demo nearby
CORDEMO000904,2026-01-01,CORFRM0014642,CORSTR00267,Turmeric,COR0011,1.08,planned,competitor demo nearby
CORDEMO000905,2025-09-08,CORFRM0022862,CORSTR00467,Turmeric,COR0015,1.6,harvested,farmer bought later
CORDEMO000906,2025-03-08,CORFRM0003331,CORSTR00213,Sugarcane,COR0012,1.99,planned,competitor demo nearby
CORDEMO000907,2025-04-17,CORFRM0023701,CORSTR00569,Vegetables,COR0021,0.49,converted,photo missing
CORDEMO000908,2024-10-21,CORFRM0018670,CORSTR00437,Banana,COR0016,1.94,planned,photo missing
CORDEMO000909,2025-11-29,CORFRM0003920,CORSTR00509,Maize,COR0019,2.46,planned,farmer bought later
CORDEMO000910,2024-04-08,CORFRM0011672,CORSTR00481,Paddy,COR0014,1.16,converted,competitor demo nearby
CORDEMO000911,2026-01-04,CORFRM0011893,CORSTR00792,Maize,COR0017,1.4,harvested,photo missing
CORDEMO000912,06/18/2024,CORFRM0020221,CORSTR01057,Mango,COR0008,2.21,in progress,photo missing
CORDEMO000913,2025-02-03,CORFRM0003547,CORSTR00941,Mango,COR0021,0.18,in progress,good crop stand
CORDEMO000914,18/07/2025,CORFRM0012710,CORSTR00524,Cotton,COR0002,1.83,in progress,good crop stand
CORDEMO000915,2025-10-18,CORFRM0022273,CORSTR00548,Coconut,COR0009,1.93,converted,farmer bought later
CORDEMO000916,2025-05-26,CORFRM0006904,CORSTR00838,Sugarcane,COR0018,2.63,abandoned,photo missing
CORDEMO000917,2025-12-23,CORFRM0018190,CORSTR00844,Coconut,COR0020,2.34,planned,good crop stand
CORDEMO000918,20/06/2025,CORFRM0024874,CORSTR00527,Paddy,COR0021,1.77,planned,photo missing
CORDEMO000919,2024-11-27,CORFRM0000758,CORSTR00051,Sugarcane,COR0019,2.31,abandoned,
CORDEMO000920,01/09/2024,CORFRM0016200,CORSTR00590,Groundnut,COR0033,1.92,converted,good crop stand
CORDEMO000921,2025-06-15,CORFRM0008792,CORSTR00864,Banana,COR0004,0.19,planned,photo missing
CORDEMO000922,2025-10-08,CORFRM0004473,CORSTR01047,Chilli,COR0009,1.09,abandoned,photo missing
CORDEMO000923,27/09/2025,CORFRM0005639,CORSTR00286,Coconut,COR0028,0.54,harvested,photo missing
CORDEMO000924,2024-08-05,CORFRM0021915,CORSTR00792,Paddy,COR0005,0.5,abandoned,photo missing
CORDEMO000925,2025-10-14,CORFRM0012044,CORSTR01051,Vegetables,COR0033,0.73,planned,competitor demo nearby
CORDEMO000926,2024-10-07,CORFRM0018585,CORSTR00329,Cotton,COR0005,2.09,converted,competitor demo nearby
CORDEMO000927,2024-10-30,CORFRM0015755,CORSTR00079,Coconut,COR0015,2.78,converted,good crop stand
CORDEMO000928,2025-01-24,CORFRM0000197,CORSTR00323,Maize,COR0002,0.4,planned,good crop stand
CORDEMO000929,10/07/2025,CORFRM0006775,CORSTR00348,Turmeric,COR0027,1.53,harvested,good crop stand
CORDEMO000930,2024-04-04,CORFRM0002431,CORSTR00694,Coconut,COR0013,1.7,planned,good crop stand
CORDEMO000931,2024-08-08,CORFRM0020337,CORSTR00153,Sugarcane,COR0023,2.49,planned,competitor demo nearby
CORDEMO000932,2025-01-22,CORFRM0017988,CORSTR01055,Banana,COR0012,1.96,planned,photo missing
CORDEMO000933,2024-06-10,CORFRM0021694,CORSTR00496,Vegetables,COR0001,1.76,in progress,competitor demo nearby
CORDEMO000934,2024-08-28,CORFRM0022183,CORSTR00985,Banana,COR0019,2.24,in progress,good crop stand
CORDEMO000935,12-Jun-24,CORFRM0012941,CORSTR00429,Cotton,COR0016,2.6,in progress,
CORDEMO000936,2025-11-19,CORFRM0006210,CORSTR00938,Turmeric,COR0015,2.94,planned,good crop stand
CORDEMO000937,16-Jan-26,CORFRM0019989,CORSTR00147,Coconut,COR0014,0.76,abandoned,photo missing
CORDEMO000938,2025-09-03,CORFRM0002296,CORSTR00734,Mango,COR0015,1.98,harvested,good crop stand
CORDEMO000939,2026-01-06,CORFRM0024959,CORSTR00731,Vegetables,COR0010,2.14,in progress,competitor demo nearby
CORDEMO000940,2025-02-07,CORFRM0021555,CORSTR00743,Maize,COR0018,0.32,in progress,good crop stand
CORDEMO000941,2025-11-29,CORFRM0018822,CORSTR00221,Vegetables,COR0009,0.22,converted,competitor demo nearby
CORDEMO000942,30/01/2026,CORFRM0010581,CORSTR00264,Maize,COR0013,2.89,in progress,good crop stand
CORDEMO000943,2025-12-03,CORFRM0001204,CORSTR00319,Vegetables,COR0004,2.71,in progress,
CORDEMO000944,2024-04-02,CORFRM0001772,CORSTR00741,Sugarcane,COR0001,1.45,converted,
CORDEMO000945,2024-04-28,CORFRM0004863,CORSTR00131,Banana,COR0012,1.74,planned,good crop stand
CORDEMO000946,22-Jun-24,CORFRM0015410,CORSTR00449,Mango,COR0027,0.99,harvested,farmer bought later
CORDEMO000947,2025-08-26,CORFRM0008699,CORSTR01117,Mango,COR0031,0.81,harvested,photo missing
CORDEMO000948,12/19/2024,CORFRM0016526,CORSTR00559,Chilli,COR0007,1.86,planned,good crop stand
CORDEMO000949,05/11/2025,CORFRM0009042,CORSTR00908,Vegetables,COR0029,0.66,harvested,photo missing
CORDEMO000950,2025-10-29,CORFRM0023181,CORSTR00943,Sugarcane,COR0008,0.77,in progress,photo missing
CORDEMO000951,2025-01-17,CORFRM0016694,CORSTR01098,Turmeric,COR0005,0.83,harvested,
CORDEMO000952,2025-02-22,CORFRM0006483,CORSTR01036,Banana,COR0019,2.41,abandoned,farmer bought later
CORDEMO000953,2026-01-08,CORFRM0004548,CORSTR00700,Maize,COR0009,1.39,harvested,good crop stand
CORDEMO000954,2024-07-30,CORFRM0012375,CORSTR00301,Coconut,COR0003,1.94,converted,photo missing
CORDEMO000955,2025-07-07,CORFRM0020704,CORSTR00048,Paddy,COR0033,1.79,in progress,
CORDEMO000956,2025-03-19,CORFRM0000456,CORSTR00089,Chilli,COR0011,0.45,planned,good crop stand
CORDEMO000957,2025-06-17,CORFRM0024774,CORSTR00038,Turmeric,COR0002,1.63,in progress,competitor demo nearby
CORDEMO000958,2025-06-22,CORFRM0018663,CORSTR00871,Cotton,COR0004,0.68,harvested,good crop stand
CORDEMO000959,2025-09-19,CORFRM0005468,CORSTR00728,Chilli,COR0029,0.75,converted,competitor demo nearby
CORDEMO000960,2025-12-04,CORFRM0019717,CORSTR00824,Vegetables,COR0010,0.3,in progress,good crop stand
CORDEMO000961,2025-11-27,CORFRM0016868,CORSTR01015,Mango,COR0025,0.5,abandoned,rain damage
CORDEMO000962,2025-10-20,CORFRM0013911,CORSTR00714,Groundnut,COR0008,2.19,in progress,competitor demo nearby
CORDEMO000963,2024-06-13,CORFRM0005191,CORSTR00688,Paddy,COR0022,1.83,in progress,farmer bought later
CORDEMO000964,2024-11-10,CORFRM0001614,CORSTR01078,Chilli,COR0001,1.6,abandoned,competitor demo nearby
CORDEMO000965,2025-12-16,CORFRM0011794,CORSTR00874,Paddy,COR0001,0.81,harvested,farmer bought later
CORDEMO000966,2024-12-24,CORFRM0017698,CORSTR00832,Coconut,COR0014,0.36,converted,competitor demo nearby
CORDEMO000967,2024-04-10,CORFRM0005189,CORSTR00995,Vegetables,COR0030,1.44,planned,good crop stand
CORDEMO000968,2026-01-08,CORFRM0007218,CORSTR00561,Maize,COR0022,1.13,abandoned,rain damage
CORDEMO000969,2024-11-11,CORFRM0004698,CORSTR00291,Mango,COR0012,2.52,converted,competitor demo nearby
CORDEMO000970,2024-05-31,CORFRM0001106,CORSTR00944,Banana,COR0005,2.12,harvested,
CORDEMO000971,26-Nov-24,CORFRM0020037,CORSTR00128,Mango,COR0008,0.82,planned,good crop stand
CORDEMO000972,2024-08-12,CORFRM0005009,CORSTR00381,Vegetables,COR0021,2.66,abandoned,
CORDEMO000973,2024-04-04,CORFRM0021918,CORSTR00438,Groundnut,COR0009,2.85,abandoned,good crop stand
CORDEMO000974,2025-05-26,CORFRM0022805,CORSTR00750,Coconut,COR0005,2.24,in progress,rain damage
CORDEMO000975,2024-04-29,CORFRM0015986,CORSTR01092,Sugarcane,COR0017,1.62,planned,rain damage
CORDEMO000976,2025-11-09,CORFRM0023542,CORSTR00398,Paddy,COR0014,1.07,abandoned,competitor demo nearby
CORDEMO000977,2025-04-08,CORFRM0017140,CORSTR01022,Cotton,COR0032,1.15,in progress,
CORDEMO000978,2025-02-03,CORFRM0014859,CORSTR01143,Sugarcane,COR0002,0.62,in progress,
CORDEMO000979,2025-02-06,CORFRM0017093,CORSTR00931,Vegetables,COR0022,2.26,abandoned,farmer bought later
CORDEMO000980,2024-10-18,CORFRM0009659,CORSTR00269,Maize,COR0032,1.87,harvested,competitor demo nearby
CORDEMO000981,2025-11-06,CORFRM0006973,CORSTR00915,Paddy,COR0004,0.21,abandoned,
CORDEMO000982,26-Mar-25,CORFRM0013424,CORSTR00250,Groundnut,COR0018,0.46,planned,farmer bought later
CORDEMO000983,2024-08-06,CORFRM0004861,CORSTR00285,Sugarcane,COR0002,0.16,converted,rain damage
