spray_id,spray_date,farmer_id,mapped_store_id,crop,acreage_sprayed,product_used,service_status,operator_id,note
CORDRN00005053,2024-05-13,CORFRM0011815,CORSTR00110,Paddy,13.14,COR0019,completed,DRN0234,repeat booking
CORDRN00005054,2025-04-30,CORFRM0018478,CORSTR00629,Banana,5.63,COR0007,weather hold,DRN0052,tank shortage
CORDRN00005055,2024-07-04,CORFRM0000056,CORSTR00616,Chilli,8.64,COR0029,rescheduled,DRN0098,repeat booking
CORDRN00005056,01/01/2025,CORFRM0017462,CORSTR00736,Coconut,14.18,COR0001,cancelled,DRN0156,tank shortage
CORDRN00005057,2025-11-14,CORFRM0000278,CORSTR00036,Turmeric,0.87,COR0028,completed,DRN0120,
CORDRN00005058,2024-10-24,CORFRM0016327,CORSTR00749,Chilli,0.58,COR0006,completed,DRN0230,farmer absent
CORDRN00005059,10-Nov-24,CORFRM0012785,CORSTR00475,Cotton,5.92,COR0009,completed,DRN0129,farmer absent
CORDRN00005060,2025-04-22,CORFRM0001889,CORSTR00456,Mango,3.54,COR0007,rescheduled,DRN0249,tank shortage
CORDRN00005061,2026-03-30,CORFRM0024537,CORSTR00846,Banana,7.56,COR0016,completed,DRN0015,
CORDRN00005062,12-Jun-24,CORFRM0024001,CORSTR00505,Mango,8.93,COR0033,weather hold,DRN0231,repeat booking
CORDRN00005063,2025-06-24,CORFRM0006820,CORSTR00857,Sugarcane,2.03,COR0029,weather hold,DRN0100,
CORDRN00005064,2025-07-17,CORFRM0002888,CORSTR00942,Turmeric,11.03,COR0013,payment pending,DRN0004,wind issue
CORDRN00005065,03/25/2026,CORFRM0024573,CORSTR00149,Groundnut,3.07,COR0010,completed,DRN0003,wind issue
CORDRN00005066,2025-04-11,CORFRM0014410,CORSTR00039,Paddy,17.17,COR0001,rescheduled,DRN0222,wind issue
CORDRN00005067,2024-09-12,CORFRM0024148,CORSTR00092,Turmeric,0.52,COR0029,cancelled,DRN0148,tank shortage
CORDRN00005068,2026-02-24,CORFRM0022503,CORSTR00124,Turmeric,4.17,COR0021,rescheduled,DRN0172,tank shortage
CORDRN00005069,2024-05-08,CORFRM0019176,CORSTR00563,Paddy,3.96,COR0015,rescheduled,DRN0102,farmer absent
CORDRN00005070,14-Nov-24,CORFRM0024360,CORSTR00399,Vegetables,9.75,COR0009,completed,DRN0072,wind issue
CORDRN00005071,05-Dec-24,CORFRM0004443,CORSTR01009,Maize,4.68,COR0026,rescheduled,DRN0043,farmer absent
CORDRN00005072,29-Mar-25,CORFRM0011987,CORSTR01063,Maize,6.78,COR0019,rescheduled,DRN0084,tank shortage
CORDRN00005073,2025-08-13,CORFRM0008872,CORSTR00456,Sugarcane,14.53,COR0004,payment pending,DRN0063,wind issue
CORDRN00005074,03/03/2026,CORFRM0009799,CORSTR00498,Groundnut,2.72,COR0028,rescheduled,DRN0014,farmer absent
CORDRN00005075,2024-05-20,CORFRM0001933,CORSTR00991,Turmeric,4.19,COR0002,completed,DRN0129,farmer absent
CORDRN00005076,15/03/2026,CORFRM0003909,CORSTR00100,Sugarcane,1.8,COR0009,payment pending,DRN0043,wind issue
CORDRN00005077,2025-07-04,CORFRM0014471,CORSTR01093,Maize,2.89,COR0010,payment pending,DRN0062,repeat booking
CORDRN00005078,2025-10-12,CORFRM0007408,CORSTR00513,Groundnut,0.92,COR0015,weather hold,DRN0154,tank shortage
CORDRN00005079,2026-02-25,CORFRM0008900,CORSTR00150,Maize,8.63,COR0002,rescheduled,DRN0176,repeat booking
CORDRN00005080,03/06/2025,CORFRM0000424,CORSTR00622,Coconut,3.74,COR0002,payment pending,DRN0081,farmer absent
CORDRN00005081,2026-02-28,CORFRM0008770,CORSTR00030,Sugarcane,14.13,COR0019,cancelled,DRN0099,repeat booking
CORDRN00005082,04/10/2025,CORFRM0012513,CORSTR00510,Chilli,4.09,COR0025,rescheduled,DRN0206,tank shortage
CORDRN00005083,2025-03-11,CORFRM0014725,CORSTR00436,Banana,3.67,COR0004,rescheduled,DRN0075,wind issue
CORDRN00005084,2025-07-28,CORFRM0021465,CORSTR01049,Coconut,0.64,COR0013,rescheduled,DRN0028,farmer absent
CORDRN00005085,2025-01-17,CORFRM0005023,CORSTR00109,Turmeric,10.77,COR0006,payment pending,DRN0115,tank shortage
CORDRN00005086,2025-07-21,CORFRM0020048,CORSTR01030,Mango,6.33,COR0005,cancelled,DRN0180,wind issue
CORDRN00005087,2024-04-24,CORFRM0011061,CORSTR00976,Turmeric,9.97,COR0025,payment pending,DRN0249,wind issue
CORDRN00005088,2025-05-18,CORFRM0016605,CORSTR01092,Maize,16.08,COR0033,completed,DRN0047,repeat booking
CORDRN00005089,11/09/2024,CORFRM0010823,CORSTR00576,Coconut,11.93,COR0016,payment pending,DRN0222,repeat booking
CORDRN00005090,2025-01-21,CORFRM0003278,CORSTR00696,Cotton,1.08,COR0023,cancelled,DRN0222,wind issue
CORDRN00005091,2025-05-30,CORFRM0000111,CORSTR00942,Vegetables,7.12,COR0008,payment pending,DRN0117,farmer absent
CORDRN00005092,19/12/2025,CORFRM0019850,CORSTR00246,Coconut,6.6,COR0024,cancelled,DRN0157,farmer absent
CORDRN00005093,2025-03-06,CORFRM0003958,CORSTR00272,Paddy,18.99,COR0019,completed,DRN0239,wind issue
CORDRN00005094,2025-03-30,CORFRM0011390,CORSTR00578,Paddy,1.3,COR0018,cancelled,DRN0015,farmer absent
CORDRN00005095,04/06/2025,CORFRM0023307,CORSTR01118,Maize,5.2,COR0025,payment pending,DRN0164,
CORDRN00005096,2025-11-22,CORFRM0005476,CORSTR00828,Vegetables,1.41,COR0010,completed,DRN0060,farmer absent
CORDRN00005097,2024-10-06,CORFRM0001488,CORSTR01094,Coconut,2.73,COR0030,completed,DRN0100,farmer absent
CORDRN00005098,2024-09-01,CORFRM0024505,CORSTR00052,Cotton,13.76,COR0010,rescheduled,DRN0076,
CORDRN00005099,2024-06-23,CORFRM0005615,CORSTR00332,Coconut,7.57,COR0014,completed,DRN0078,
CORDRN00005100,2024-06-14,CORFRM0020644,CORSTR00286,Cotton,1.83,COR0030,completed,DRN0214,tank shortage
CORDRN00005101,20-Aug-25,CORFRM0003428,CORSTR00626,Turmeric,3.07,COR0003,payment pending,DRN0122,wind issue
CORDRN00005102,2024-04-08,CORFRM0014403,CORSTR00291,Coconut,9.91,COR0017,rescheduled,DRN0202,farmer absent
CORDRN00005103,2024-10-24,CORFRM0006691,CORSTR00516,Banana,3.53,COR0013,cancelled,DRN0225,farmer absent
CORDRN00005104,2025-03-01,CORFRM0015516,CORSTR00949,Cotton,1.25,COR0020,cancelled,DRN0076,wind issue
CORDRN00005105,2025-08-16,CORFRM0000143,CORSTR00529,Groundnut,5.09,COR0030,completed,DRN0248,farmer absent
CORDRN00005106,12/21/2024,CORFRM0015074,CORSTR01131,Turmeric,1.68,COR0013,completed,DRN0137,wind issue
CORDRN00005107,08/17/2025,CORFRM0017229,CORSTR00960,Cotton,3.71,COR0033,payment pending,DRN0109,farmer absent
CORDRN00005108,2024-11-08,CORFRM0010909,CORSTR00244,Chilli,1.17,COR0014,weather hold,DRN0191,wind issue
CORDRN00005109,2024-08-30,CORFRM0014614,CORSTR00173,Cotton,16.23,COR0021,weather hold,DRN0084,wind issue
CORDRN00005110,05-Aug-24,CORFRM0003735,CORSTR00636,Banana,17.2,COR0004,payment pending,DRN0013,
CORDRN00005111,2025-01-05,CORFRM0007733,CORSTR00251,Turmeric,16.91,COR0031,rescheduled,DRN0077,wind issue
CORDRN00005112,05/12/2025,CORFRM0012145,CORSTR00997,Sugarcane,8.84,COR0018,rescheduled,DRN0211,repeat booking
CORDRN00005113,2024-09-02,CORFRM0024974,CORSTR00946,Maize,6.34,COR0016,payment pending,DRN0106,farmer absent
CORDRN00005114,18/10/2024,CORFRM0016694,CORSTR01098,Turmeric,6.25,COR0021,weather hold,DRN0207,repeat booking
CORDRN00005115,06/24/2024,CORFRM0004430,CORSTR00837,Paddy,3.5,COR0025,completed,DRN0004,repeat booking
CORDRN00005116,29-Oct-24,CORFRM0022047,CORSTR00720,Chilli,6.07,COR0016,rescheduled,DRN0079,wind issue
CORDRN00005117,2024-07-11,CORFRM0000647,CORSTR00377,Cotton,7.52,COR0023,cancelled,DRN0163,
CORDRN00005118,2024-11-11,CORFRM0023640,CORSTR00293,Groundnut,5.23,COR0004,completed,DRN0154,wind issue
CORDRN00005119,2024-04-14,CORFRM0009044,CORSTR00204,Coconut,19.83,COR0013,cancelled,DRN0195,repeat booking
CORDRN00005120,19/10/2025,CORFRM0008806,CORSTR00548,Maize,2.09,COR0021,cancelled,DRN0105,wind issue
CORDRN00005121,2026-03-10,CORFRM0008941,CORSTR00575,Coconut,3.68,COR0014,payment pending,DRN0042,repeat booking
CORDRN00005122,2025-03-19,CORFRM0011253,CORSTR00685,Groundnut,14.77,COR0016,payment pending,DRN0194,
CORDRN00005123,2025-11-07,CORFRM0014588,CORSTR00208,Maize,4.96,COR0019,weather hold,DRN0081,wind issue
CORDRN00005124,2024-08-10,CORFRM0006143,CORSTR01128,Chilli,7.32,COR0025,payment pending,DRN0016,
CORDRN00005125,2024-06-08,CORFRM0004535,CORSTR00473,Turmeric,4.87,COR0027,payment pending,DRN0158,
CORDRN00005126,2026-01-23,CORFRM0021247,CORSTR01148,Cotton,15.95,COR0007,completed,DRN0118,farmer absent
CORDRN00005127,2024-06-26,CORFRM0001697,CORSTR00756,Sugarcane,9.76,COR0004,completed,DRN0161,repeat booking
CORDRN00005128,2024-11-02,CORFRM0024163,CORSTR00432,Turmeric,10.03,COR0026,completed,DRN0107,tank shortage
CORDRN00005129,2024-06-08,CORFRM0021489,CORSTR00267,Sugarcane,1.75,COR0020,payment pending,DRN0199,tank shortage
CORDRN00005130,2025-10-10,CORFRM0003701,CORSTR00648,Paddy,1.32,COR0003,weather hold,DRN0217,repeat booking
CORDRN00005131,24/06/2025,CORFRM0002706,CORSTR00731,Chilli,5.58,COR0004,cancelled,DRN0104,farmer absent
CORDRN00005132,02-Jun-25,CORFRM0021804,CORSTR00441,Paddy,6.29,COR0007,cancelled,DRN0062,repeat booking
CORDRN00005133,2025-07-31,CORFRM0005707,CORSTR00736,Mango,2.58,COR0021,completed,DRN0245,
CORDRN00005134,2024-10-15,CORFRM0013243,CORSTR00997,Coconut,12.32,COR0012,completed,DRN0053,farmer absent
CORDRN00005135,2025-03-01,CORFRM0013802,CORSTR00722,Banana,19.04,COR0013,completed,DRN0088,tank shortage
CORDRN00005136,2026-02-01,CORFRM0010130,CORSTR00236,Cotton,0.9,COR0001,rescheduled,DRN0223,
CORDRN00005137,09/17/2024,CORFRM0015175,CORSTR00023,Coconut,5.9,COR0008,payment pending,DRN0025,
CORDRN00005138,2026-03-15,CORFRM0009563,CORSTR00216,Mango,19.46,COR0021,cancelled,DRN0087,repeat booking
CORDRN00005139,2025-07-18,CORFRM0012483,CORSTR00699,Groundnut,9.53,COR0030,rescheduled,DRN0239,
CORDRN00005140,17/04/2024,CORFRM0017526,CORSTR00667,Coconut,16.71,COR0028,rescheduled,DRN0104,wind issue
CORDRN00005141,2025-10-04,CORFRM0011339,CORSTR00575,Groundnut,11.56,COR0030,weather hold,DRN0185,wind issue
CORDRN00005142,2025-01-16,CORFRM0004376,CORSTR00024,Maize,19.14,COR0032,cancelled,DRN0044,tank shortage
CORDRN00005143,12/31/2024,CORFRM0015615,CORSTR00934,Maize,0.55,COR0032,weather hold,DRN0181,repeat booking
CORDRN00005144,08/10/2025,CORFRM0013690,CORSTR00877,Cotton,1.18,COR0027,cancelled,DRN0181,
CORDRN00005145,2025-01-03,CORFRM0009809,CORSTR00255,Paddy,1.61,COR0013,completed,DRN0153,repeat booking
CORDRN00005146,2025-04-07,CORFRM0014580,CORSTR00422,Banana,5.95,COR0008,cancelled,DRN0032,farmer absent
CORDRN00005147,2025-04-14,CORFRM0014311,CORSTR00523,Turmeric,6.71,COR0014,cancelled,DRN0038,wind issue
CORDRN00005148,2025-03-19,CORFRM0004028,CORSTR00804,Chilli,15.0,COR0016,completed,DRN0237,tank shortage
CORDRN00005149,2025-08-06,CORFRM0019217,CORSTR00447,Vegetables,11.56,COR0006,completed,DRN0212,tank shortage
CORDRN00005150,16/07/2025,CORFRM0014698,CORSTR00683,Banana,6.09,COR0009,rescheduled,DRN0029,
CORDRN00005151,2025-07-21,CORFRM0001271,CORSTR00102,Groundnut,1.26,COR0003,cancelled,DRN0100,wind issue
CORDRN00005152,2024-11-27,CORFRM0024533,CORSTR00529,Cotton,0.65,COR0019,completed,DRN0220,
CORDRN00005153,2025-10-19,CORFRM0022368,CORSTR00306,Turmeric,6.13,COR0015,rescheduled,DRN0064,farmer absent
CORDRN00005154,2025-06-05,CORFRM0006419,CORSTR00989,Maize,7.5,COR0001,payment pending,DRN0150,repeat booking
CORDRN00005155,2024-10-26,CORFRM0003473,CORSTR00877,Banana,0.68,COR0025,weather hold,DRN0073,tank shortage
CORDRN00005156,2024-09-18,CORFRM0009420,CORSTR00750,Groundnut,15.9,COR0015,completed,DRN0247,wind issue
CORDRN00005157,2026-03-03,CORFRM0020800,CORSTR00279,Vegetables,1.51,COR0002,rescheduled,DRN0001,
CORDRN00005158,2024-05-25,CORFRM0001450,CORSTR00928,Coconut,16.36,COR0028,rescheduled,DRN0075,repeat booking
CORDRN00005159,2024-04-12,CORFRM0010853,CORSTR00413,Sugarcane,10.47,COR0019,completed,DRN0148,repeat booking
CORDRN00005160,2025-06-16,CORFRM0022842,CORSTR00019,Sugarcane,6.62,COR0015,completed,DRN0051,tank shortage
CORDRN00005161,2024-05-13,CORFRM0022334,CORSTR00463,Mango,3.52,COR0004,cancelled,DRN0045,repeat booking
CORDRN00005162,2025-08-06,CORFRM0019266,CORSTR00219,Mango,7.41,COR0009,completed,DRN0117,tank shortage
CORDRN00005163,2024-06-27,CORFRM0013678,CORSTR00346,Vegetables,9.51,COR0005,cancelled,DRN0021,repeat booking
CORDRN00005164,2024-05-16,CORFRM0022600,CORSTR00074,Groundnut,4.16,COR0023,completed,DRN0184,
CORDRN00005165,02/09/2026,CORFRM0013294,CORSTR01144,Banana,1.39,COR0019,completed,DRN0206,repeat booking
CORDRN00005166,2025-08-03,CORFRM0003979,CORSTR00903,Coconut,13.34,COR0023,completed,DRN0046,tank shortage
CORDRN00005167,2024-12-24,CORFRM0014107,CORSTR01070,Turmeric,1.32,COR0015,rescheduled,DRN0006,tank shortage
CORDRN00005168,2024-10-12,CORFRM0006605,CORSTR00852,Chilli,17.4,COR0031,payment pending,DRN0097,tank shortage
CORDRN00005169,2024-06-05,CORFRM0004970,CORSTR00034,Banana,7.46,COR0020,cancelled,DRN0170,wind issue
CORDRN00005170,2024-06-16,CORFRM0023795,CORSTR00367,Maize,8.61,COR0010,payment pending,DRN0084,tank shortage
CORDRN00005171,26/05/2025,CORFRM0013607,CORSTR00070,Sugarcane,0.55,COR0008,rescheduled,DRN0137,farmer absent
CORDRN00005172,2024-09-11,CORFRM0007172,CORSTR00329,Turmeric,1.06,COR0007,payment pending,DRN0102,wind issue
CORDRN00005173,2025-07-27,CORFRM0020338,CORSTR00807,Turmeric,11.22,COR0016,completed,DRN0163,wind issue
CORDRN00005174,2024-10-29,CORFRM0020842,CORSTR00525,Coconut,4.85,COR0006,rescheduled,DRN0210,farmer absent
CORDRN00005175,2025-01-28,CORFRM0015584,CORSTR00603,Mango,12.09,COR0011,weather hold,DRN0074,tank shortage
CORDRN00005176,2025-03-04,CORFRM0023381,CORSTR00573,Banana,8.56,COR0013,cancelled,DRN0075,farmer absent
CORDRN00005177,2025-08-24,CORFRM0002451,CORSTR00666,Vegetables,16.43,COR0027,cancelled,DRN0170,tank shortage
CORDRN00005178,2025-02-11,CORFRM0010420,CORSTR00876,Groundnut,16.83,COR0018,cancelled,DRN0214,farmer absent
CORDRN00005179,2025-12-24,CORFRM0022483,CORSTR00758,Chilli,19.31,COR0032,weather hold,DRN0082,farmer absent
CORDRN00005180,08/01/2025,CORFRM0018451,CORSTR00270,Coconut,0.62,COR0007,weather hold,DRN0064,farmer absent
CORDRN00005181,24/02/2025,CORFRM0015759,CORSTR00498,Banana,5.59,COR0029,cancelled,DRN0195,wind issue
CORDRN00005182,2025-10-17,CORFRM0017278,CORSTR00148,Cotton,14.36,COR0028,rescheduled,DRN0055,wind issue
CORDRN00005183,2024-08-07,CORFRM0011436,CORSTR01044,Paddy,4.47,COR0031,rescheduled,DRN0097,farmer absent
CORDRN00005184,2024-05-16,CORFRM0003870,CORSTR00402,Maize,1.96,COR0010,cancelled,DRN0041,farmer absent
CORDRN00005185,02/01/2026,CORFRM0018089,CORSTR01060,Paddy,13.87,COR0007,weather hold,DRN0149,tank shortage
CORDRN00005186,2026-01-08,CORFRM0007992,CORSTR00046,Sugarcane,8.9,COR0030,payment pending,DRN0008,farmer absent
CORDRN00005187,2026-02-19,CORFRM0004512,CORSTR00888,Sugarcane,15.9,COR0003,weather hold,DRN0100,farmer absent
CORDRN00005188,2025-04-25,CORFRM0002009,CORSTR00970,Cotton,7.77,COR0014,rescheduled,DRN0106,repeat booking
CORDRN00005189,2024-05-03,CORFRM0013236,CORSTR00056,Chilli,5.13,COR0024,rescheduled,DRN0185,
CORDRN00005190,2024-06-22,CORFRM0001233,CORSTR00690,Mango,8.66,COR0008,weather hold,DRN0214,farmer absent
CORDRN00005191,2024-06-05,CORFRM0005345,CORSTR00526,Groundnut,13.92,COR0010,weather hold,DRN0208,
CORDRN00005192,2025-09-21,CORFRM0011807,CORSTR00362,Banana,0.63,COR0029,completed,DRN0116,farmer absent
CORDRN00005193,2025-07-24,CORFRM0021725,CORSTR00859,Coconut,14.99,COR0005,completed,DRN0037,
CORDRN00005194,2024-07-16,CORFRM0023508,CORSTR00627,Coconut,4.39,COR0028,cancelled,DRN0079,farmer absent
CORDRN00005195,2025-06-22,CORFRM0001645,CORSTR00787,Sugarcane,6.62,COR0014,rescheduled,DRN0168,farmer absent
CORDRN00005196,2025-06-02,CORFRM0011965,CORSTR00565,Paddy,16.77,COR0010,cancelled,DRN0043,farmer absent
CORDRN00005197,2025-12-10,CORFRM0016049,CORSTR00852,Vegetables,14.65,COR0016,cancelled,DRN0214,farmer absent
CORDRN00005198,2025-03-05,CORFRM0007571,CORSTR00995,Banana,18.23,COR0027,completed,DRN0090,
CORDRN00005199,2024-06-19,CORFRM0001442,CORSTR00509,Coconut,17.83,COR0003,weather hold,DRN0181,tank shortage
CORDRN00005200,2024-11-15,CORFRM0002802,CORSTR00601,Chilli,7.31,COR0002,cancelled,DRN0002,repeat booking
CORDRN00005201,2024-12-25,CORFRM0001839,CORSTR00293,Paddy,8.29,COR0014,cancelled,DRN0081,tank shortage
CORDRN00005202,09/10/2025,CORFRM0007050,CORSTR00182,Paddy,3.86,COR0015,weather hold,DRN0182,wind issue
CORDRN00005203,2025-10-26,CORFRM0024805,CORSTR01063,Groundnut,6.52,COR0004,cancelled,DRN0114,tank shortage
CORDRN00005204,2025-12-02,CORFRM0018718,CORSTR00231,Coconut,1.92,COR0016,cancelled,DRN0062,farmer absent
CORDRN00005205,2025-12-28,CORFRM0020969,CORSTR00420,Mango,0.69,COR0013,completed,DRN0174,repeat booking
CORDRN00005206,2025-07-30,CORFRM0004812,CORSTR00199,Vegetables,5.97,COR0008,weather hold,DRN0080,tank shortage
CORDRN00005207,2025-05-24,CORFRM0009866,CORSTR00333,Groundnut,19.48,COR0025,rescheduled,DRN0184,
CORDRN00005208,2024-05-09,CORFRM0015928,CORSTR01009,Paddy,16.87,COR0030,rescheduled,DRN0017,wind issue
CORDRN00005209,2025-01-22,CORFRM0005226,CORSTR00992,Chilli,14.75,COR0001,rescheduled,DRN0226,farmer absent
CORDRN00005210,2024-04-25,CORFRM0016105,CORSTR00199,Paddy,7.92,COR0005,payment pending,DRN0076,repeat booking
CORDRN00005211,2024-05-04,CORFRM0020401,CORSTR00960,Maize,5.03,COR0013,weather hold,DRN0080,farmer absent
CORDRN00005212,2025-12-15,CORFRM0017212,CORSTR00738,Coconut,11.72,COR0026,weather hold,DRN0138,wind issue
CORDRN00005213,2025-01-07,CORFRM0016368,CORSTR00476,Turmeric,10.26,COR0011,completed,DRN0231,repeat booking
CORDRN00005214,2024-12-29,CORFRM0022660,CORSTR00817,Vegetables,5.54,COR0024,weather hold,DRN0193,repeat booking
CORDRN00005215,2025-09-05,CORFRM0015175,CORSTR00023,Coconut,3.0,COR0001,weather hold,DRN0164,repeat booking
CORDRN00005216,2024-08-13,CORFRM0013856,CORSTR01120,Paddy,6.79,COR0018,cancelled,DRN0120,tank shortage
CORDRN00005217,2024-06-06,CORFRM0003542,CORSTR00723,Chilli,3.27,COR0007,payment pending,DRN0065,farmer absent
CORDRN00005218,2025-12-14,CORFRM0024506,CORSTR00530,Vegetables,2.86,COR0026,weather hold,DRN0189,tank shortage
CORDRN00005219,2026-01-10,CORFRM0002145,CORSTR00861,Chilli,3.03,COR0020,completed,DRN0234,
CORDRN00005220,2025-03-29,CORFRM0018666,CORSTR00061,Cotton,0.7,COR0030,weather hold,DRN0185,farmer absent
CORDRN00005221,10/30/2025,CORFRM0007940,CORSTR00185,Mango,8.94,COR0025,completed,DRN0239,tank shortage
CORDRN00005222,15-May-25,CORFRM0001283,CORSTR00524,Cotton,15.19,COR0015,rescheduled,DRN0175,tank shortage
CORDRN00005223,2025-04-06,CORFRM0005410,CORSTR00475,Turmeric,5.07,COR0029,completed,DRN0151,repeat booking
CORDRN00005224,2025-02-11,CORFRM0008846,CORSTR00285,Sugarcane,0.56,COR0024,completed,DRN0228,tank shortage
CORDRN00005225,26/03/2025,CORFRM0004837,CORSTR00906,Vegetables,14.04,COR0015,completed,DRN0155,repeat booking
CORDRN00005226,2024-09-30,CORFRM0023076,CORSTR00718,Sugarcane,2.25,COR0002,payment pending,DRN0126,repeat booking
CORDRN00005227,25/01/2025,CORFRM0010695,CORSTR00986,Turmeric,12.81,COR0025,rescheduled,DRN0011,repeat booking
CORDRN00005228,2025-07-28,CORFRM0009119,CORSTR00556,Turmeric,0.68,COR0030,rescheduled,DRN0201,
CORDRN00005229,2024-12-30,CORFRM0023895,CORSTR00155,Groundnut,1.83,COR0011,cancelled,DRN0069,repeat booking
CORDRN00005230,17/07/2024,CORFRM0010572,CORSTR00709,Maize,17.85,COR0014,payment pending,DRN0229,
CORDRN00005231,2024-12-15,CORFRM0003394,CORSTR01062,Groundnut,11.87,COR0006,weather hold,DRN0111,farmer absent
CORDRN00005232,16/06/2025,CORFRM0020117,CORSTR00101,Banana,4.24,COR0032,rescheduled,DRN0192,repeat booking
CORDRN00005233,2025-01-16,CORFRM0004532,CORSTR00631,Coconut,18.16,COR0025,rescheduled,DRN0161,farmer absent
CORDRN00005234,2025-11-11,CORFRM0021002,CORSTR00572,Coconut,4.07,COR0005,payment pending,DRN0223,repeat booking
CORDRN00005235,10-Oct-25,CORFRM0000695,CORSTR00477,Sugarcane,1.46,COR0024,payment pending,DRN0072,farmer absent
CORDRN00005236,2025-10-11,CORFRM0007046,CORSTR00627,Turmeric,0.8,COR0017,cancelled,DRN0067,repeat booking
CORDRN00005237,2025-12-25,CORFRM0021128,CORSTR00958,Turmeric,14.28,COR0008,cancelled,DRN0181,repeat booking
CORDRN00005238,2024-06-06,CORFRM0022734,CORSTR00914,Banana,6.24,COR0005,rescheduled,DRN0212,
CORDRN00005239,2026-01-27,CORFRM0004406,CORSTR00923,Vegetables,7.17,COR0015,payment pending,DRN0230,farmer absent
CORDRN00005240,2025-06-28,CORFRM0009166,CORSTR00035,Vegetables,3.22,COR0027,rescheduled,DRN0069,
CORDRN00005241,2026-01-30,CORFRM0009516,CORSTR00457,Chilli,17.41,COR0003,weather hold,DRN0131,tank shortage
CORDRN00005242,2024-06-01,CORFRM0019025,CORSTR00129,Banana,11.12,COR0002,rescheduled,DRN0037,
CORDRN00005243,2026-03-24,CORFRM0004761,CORSTR01080,Mango,1.4,COR0024,rescheduled,DRN0082,
CORDRN00005244,2024-09-21,CORFRM0008883,CORSTR01124,Vegetables,11.89,COR0031,completed,DRN0067,farmer absent
CORDRN00005245,15/12/2024,CORFRM0011248,CORSTR00706,Mango,4.11,COR0011,payment pending,DRN0156,tank shortage
CORDRN00005246,2024-04-30,CORFRM0022638,CORSTR00387,Turmeric,0.51,COR0017,payment pending,DRN0205,tank shortage
CORDRN00005247,2024-04-24,CORFRM0008718,CORSTR00608,Maize,3.41,COR0020,payment pending,DRN0093,tank shortage
CORDRN00005248,2026-02-17,CORFRM0002804,CORSTR00040,Mango,6.5,COR0005,completed,DRN0228,wind issue
CORDRN00005249,2025-08-17,CORFRM0007217,CORSTR00479,Groundnut,0.52,COR0007,payment pending,DRN0022,tank shortage
CORDRN00005250,2024-12-08,CORFRM0014153,CORSTR00929,Vegetables,16.29,COR0026,weather hold,DRN0104,
CORDRN00005251,2025-12-19,CORFRM0020941,CORSTR00171,Groundnut,17.48,COR0014,weather hold,DRN0242,
CORDRN00005252,2025-08-08,CORFRM0006190,CORSTR00999,Cotton,7.27,COR0023,weather hold,DRN0082,
CORDRN00005253,2024-11-02,CORFRM0011331,CORSTR00986,Paddy,7.84,COR0028,completed,DRN0018,wind issue
CORDRN00005254,2024-10-16,CORFRM0006457,CORSTR00326,Maize,0.72,COR0009,weather hold,DRN0174,tank shortage
CORDRN00005255,2025-05-08,CORFRM0014353,CORSTR00953,Mango,3.21,COR0032,rescheduled,DRN0110,repeat booking
CORDRN00005256,30/08/2025,CORFRM0024567,CORSTR01119,Mango,10.24,COR0009,completed,DRN0123,farmer absent
CORDRN00005257,14/08/2025,CORFRM0002671,CORSTR00096,Banana,16.34,COR0019,payment pending,DRN0051,
CORDRN00005258,2024-07-12,CORFRM0010055,CORSTR01020,Paddy,12.43,COR0030,cancelled,DRN0172,tank shortage
CORDRN00005259,02/01/2026,CORFRM0005548,CORSTR00699,Groundnut,4.41,COR0002,cancelled,DRN0249,tank shortage
CORDRN00005260,2024-04-26,CORFRM0006677,CORSTR00522,Groundnut,6.25,COR0023,payment pending,DRN0087,farmer absent
CORDRN00005261,27-Jan-25,CORFRM0023705,CORSTR00233,Vegetables,19.92,COR0005,weather hold,DRN0106,farmer absent
CORDRN00005262,21/10/2024,CORFRM0012411,CORSTR00173,Mango,4.92,COR0007,rescheduled,DRN0028,wind issue
CORDRN00005263,2025-12-19,CORFRM0014519,CORSTR00568,Vegetables,10.76,COR0028,completed,DRN0116,
CORDRN00005264,10/11/2025,CORFRM0007655,CORSTR00126,Turmeric,8.56,COR0014,payment pending,DRN0133,farmer absent
CORDRN00005265,12/16/2025,CORFRM0023374,CORSTR00159,Vegetables,7.68,COR0022,payment pending,DRN0104,wind issue
CORDRN00005266,2025-06-28,CORFRM0004282,CORSTR00977,Groundnut,0.79,COR0006,cancelled,DRN0217,tank shortage
CORDRN00005267,06/20/2025,CORFRM0010550,CORSTR00357,Paddy,1.26,COR0031,completed,DRN0114,farmer absent
CORDRN00005268,2025-05-31,CORFRM0020271,CORSTR00568,Paddy,7.67,COR0014,payment pending,DRN0069,
CORDRN00005269,2025-09-29,CORFRM0002922,CORSTR00482,Maize,16.62,COR0011,completed,DRN0178,repeat booking
CORDRN00005270,28/11/2025,CORFRM0021080,CORSTR00114,Coconut,2.93,COR0010,cancelled,DRN0157,tank shortage
CORDRN00005271,2024-10-19,CORFRM0022536,CORSTR00616,Paddy,13.77,COR0026,rescheduled,DRN0218,farmer absent
CORDRN00005272,2025-06-22,CORFRM0000073,CORSTR00907,Groundnut,14.61,COR0014,payment pending,DRN0055,tank shortage
CORDRN00005273,2024-11-14,CORFRM0019212,CORSTR00437,Maize,19.14,COR0011,rescheduled,DRN0047,tank shortage
