ledger_id,activity_date,contractor_id,mapped_dealer_id,activity_type,points_delta,bill_value,approval_status,note
ASPCONLED00003859,2026-03-15,ASPCON004307,ASPDLR000638,bill upload,1216,68299.30,pending,dealer mismatch
ASPCONLED00003860,2024-07-18,ASPCON003065,ASPDLR000307,site lead,795,79497.11,pending,
ASPCONLED00003861,2025-03-06,ASPCON001153,ASPDLR000906,points redemption,960,26374.97,pending,
ASPCONLED00003862,2025-08-25,ASPCON004554,ASPDLR000977,bill upload,1033,66467.43,duplicate,bill image unclear
ASPCONLED00003863,2025-05-11,ASPCON001028,ASPDLR000853,training,-366,72179.66,approved,bill image unclear
ASPCONLED00003864,2025-04-30,ASPCON002723,ASPDLR000644,bill upload,-207,706.33,manual,redeemed gift
ASPCONLED00003865,23/06/2024,ASPCON001709,ASPDLR000793,bill upload,-464,84748.86,approved,redeemed gift
ASPCONLED00003866,2024-12-06,ASPCON000998,ASPDLR000710,site lead,127,58737.69,approved,redeemed gift
ASPCONLED00003867,11/29/2024,ASPCON003588,ASPDLR000374,points redemption,471,2419.66,approved,site closed
ASPCONLED00003868,2024-10-28,ASPCON004099,ASPDLR000162,points redemption,817,968.27,manual,
ASPCONLED00003869,2025-04-30,ASPCON002463,ASPDLR000643,complaint assist,1862,77948.98,rejected,dealer mismatch
ASPCONLED00003870,2025-04-23,ASPCON000283,ASPDLR000851,complaint assist,128,25374.81,manual,dealer mismatch
ASPCONLED00003871,2025-07-15,ASPCON000194,ASPDLR000609,bill upload,1640,63470.50,approved,
ASPCONLED00003872,30-Mar-25,ASPCON001124,ASPDLR000318,points redemption,525,89443.03,rejected,bill image unclear
ASPCONLED00003873,2024-11-15,ASPCON000005,ASPDLR000041,training,-315,10958.59,rejected,
ASPCONLED00003874,2024-04-16,ASPCON000190,ASPDLR000973,bill upload,-417,23676.11,manual,redeemed gift
ASPCONLED00003875,2024-11-11,ASPCON003573,ASPDLR000196,bill upload,1023,6200.86,pending,
ASPCONLED00003876,2025-09-18,ASPCON003044,ASPDLR000889,points redemption,589,8354.51,rejected,bill image unclear
ASPCONLED00003877,2024-12-06,ASPCON003148,ASPDLR000514,points redemption,1208,53009.00,manual,dealer mismatch
ASPCONLED00003878,2024-10-30,ASPCON002108,ASPDLR000916,training,2459,1787.76,duplicate,site closed
ASPCONLED00003879,2024-04-08,ASPCON004094,ASPDLR000818,training,1087,37136.10,duplicate,site closed
ASPCONLED00003880,24/07/2024,ASPCON003421,ASPDLR000628,complaint assist,1480,4865.66,duplicate,redeemed gift
ASPCONLED00003881,2024-12-15,ASPCON000407,ASPDLR000205,site lead,1797,60989.44,pending,bill image unclear
ASPCONLED00003882,2024-08-29,ASPCON001582,ASPDLR000879,training,303,72320.57,rejected,
ASPCONLED00003883,2025-10-04,ASPCON004934,ASPDLR000331,training,1144,25328.77,manual,dealer mismatch
ASPCONLED00003884,2024-08-12,ASPCON000775,ASPDLR000908,points redemption,1525,5582.42,duplicate,redeemed gift
ASPCONLED00003885,2024-07-27,ASPCON000767,ASPDLR000498,site lead,1985,52818.32,pending,
ASPCONLED00003886,2025-01-09,ASPCON000267,ASPDLR000751,training,-453,87948.70,pending,dealer mismatch
ASPCONLED00003887,13/01/2026,ASPCON003172,ASPDLR001000,bill upload,837,37278.09,manual,site closed
ASPCONLED00003888,2024-08-23,ASPCON001072,ASPDLR000946,complaint assist,-490,21474.08,duplicate,bill image unclear
ASPCONLED00003889,2025-01-31,ASPCON001165,ASPDLR000222,bill upload,-500,70659.39,duplicate,bill image unclear
ASPCONLED00003890,2025-01-28,ASPCON001879,ASPDLR000718,bill upload,475,45921.80,manual,bill image unclear
ASPCONLED00003891,13/12/2024,ASPCON001400,ASPDLR000569,complaint assist,352,22362.79,approved,
ASPCONLED00003892,04/01/2025,ASPCON003123,ASPDLR000417,bill upload,2480,53765.32,manual,dealer mismatch
ASPCONLED00003893,16/01/2025,ASPCON001197,ASPDLR000499,points redemption,-241,67875.89,manual,redeemed gift
ASPCONLED00003894,2025-03-05,ASPCON000111,ASPDLR000926,points redemption,256,40862.24,approved,redeemed gift
ASPCONLED00003895,23/01/2025,ASPCON000950,ASPDLR000296,training,389,15563.26,rejected,
ASPCONLED00003896,2024-07-22,ASPCON000285,ASPDLR000367,bill upload,417,22708.97,manual,
ASPCONLED00003897,2024-10-03,ASPCON003444,ASPDLR000024,points redemption,507,29373.74,duplicate,site closed
ASPCONLED00003898,2025-04-15,ASPCON000836,ASPDLR000034,points redemption,224,7206.69,duplicate,bill image unclear
ASPCONLED00003899,2026-01-01,ASPCON002847,ASPDLR000670,bill upload,-367,77300.78,manual,
ASPCONLED00003900,2025-04-16,ASPCON001877,ASPDLR000510,points redemption,665,61451.45,rejected,site closed
ASPCONLED00003901,2024-07-30,ASPCON002175,ASPDLR000349,training,1511,81324.37,duplicate,dealer mismatch
ASPCONLED00003902,2024-06-21,ASPCON002964,ASPDLR000718,bill upload,890,77474.03,manual,redeemed gift
ASPCONLED00003903,2025-02-20,ASPCON002929,ASPDLR000005,points redemption,-467,80412.32,approved,dealer mismatch
ASPCONLED00003904,2024-08-31,ASPCON000413,ASPDLR000119,site lead,723,47063.05,manual,
ASPCONLED00003905,2025-10-30,ASPCON002688,ASPDLR000730,site lead,1366,41833.01,approved,redeemed gift
ASPCONLED00003906,2025-09-24,ASPCON000908,ASPDLR000390,bill upload,405,72945.04,manual,
ASPCONLED00003907,2025-11-03,ASPCON002183,ASPDLR000588,points redemption,2063,10524.29,duplicate,dealer mismatch
ASPCONLED00003908,2025-01-21,ASPCON000281,ASPDLR000997,complaint assist,-230,18366.16,pending,site closed
ASPCONLED00003909,15/07/2024,ASPCON004505,ASPDLR000300,training,-240,41175.89,pending,dealer mismatch
ASPCONLED00003910,2024-10-24,ASPCON004648,ASPDLR000137,site lead,476,89678.47,duplicate,bill image unclear
ASPCONLED00003911,2025-09-27,ASPCON004290,ASPDLR000428,training,452,42000.70,approved,
ASPCONLED00003912,2025-09-23,ASPCON001903,ASPDLR000636,site lead,947,63367.28,pending,redeemed gift
ASPCONLED00003913,13/04/2024,ASPCON001017,ASPDLR000671,site lead,1858,25993.27,rejected,redeemed gift
ASPCONLED00003914,2026-03-03,ASPCON000829,ASPDLR000691,complaint assist,1255,59824.15,manual,site closed
ASPCONLED00003915,2024-10-28,ASPCON002545,ASPDLR000314,complaint assist,62,28725.04,manual,site closed
ASPCONLED00003916,2024-07-11,ASPCON000579,ASPDLR000503,training,1516,47294.11,duplicate,dealer mismatch
ASPCONLED00003917,2024-10-20,ASPCON001129,ASPDLR000190,site lead,427,10455.39,duplicate,site closed
ASPCONLED00003918,24-Sep-24,ASPCON001406,ASPDLR000037,complaint assist,1978,34180.83,manual,dealer mismatch
ASPCONLED00003919,2024-09-03,ASPCON001364,ASPDLR000925,training,2,1525.03,approved,dealer mismatch
ASPCONLED00003920,2024-07-19,ASPCON004255,ASPDLR000485,points redemption,1853,51771.91,manual,
ASPCONLED00003921,2025-11-14,ASPCON004925,ASPDLR000766,training,-230,12110.61,duplicate,dealer mismatch
ASPCONLED00003922,2024-04-11,ASPCON001210,ASPDLR000456,training,1296,3994.82,duplicate,
ASPCONLED00003923,2024-10-18,ASPCON003654,ASPDLR000472,bill upload,720,20455.65,duplicate,
ASPCONLED00003924,2024-05-05,ASPCON002923,ASPDLR000050,training,294,19668.12,manual,dealer mismatch
ASPCONLED00003925,2025-11-25,ASPCON003303,ASPDLR000281,bill upload,92,66584.59,manual,
ASPCONLED00003926,2024-11-04,ASPCON003395,ASPDLR000446,training,504,67324.66,approved,site closed
ASPCONLED00003927,2025-06-06,ASPCON000928,ASPDLR000302,points redemption,369,1596.38,duplicate,redeemed gift
ASPCONLED00003928,2024-12-28,ASPCON003145,ASPDLR000615,site lead,1199,78516.72,rejected,site closed
ASPCONLED00003929,2025-02-12,ASPCON001479,ASPDLR000175,points redemption,1958,81095.24,manual,
ASPCONLED00003930,2026-03-19,ASPCON003823,ASPDLR000883,complaint assist,1421,34503.23,duplicate,redeemed gift
ASPCONLED00003931,16-Oct-25,ASPCON002416,ASPDLR000318,points redemption,84,11817.77,pending,site closed
ASPCONLED00003932,30/10/2025,ASPCON002566,ASPDLR000636,site lead,-134,54901.13,pending,bill image unclear
ASPCONLED00003933,2025-02-17,ASPCON001582,ASPDLR000879,site lead,1358,40384.31,pending,site closed
ASPCONLED00003934,01/10/2025,ASPCON003283,ASPDLR000239,training,2197,13826.97,manual,
ASPCONLED00003935,2024-08-15,ASPCON001652,ASPDLR000780,points redemption,551,25631.97,pending,site closed
ASPCONLED00003936,2024-07-12,ASPCON000540,ASPDLR000647,points redemption,138,33901.26,duplicate,dealer mismatch
ASPCONLED00003937,09/13/2024,ASPCON003942,ASPDLR000531,bill upload,238,15715.17,approved,site closed
ASPCONLED00003938,2025-12-22,ASPCON001428,ASPDLR000930,bill upload,-158,56233.06,approved,bill image unclear
ASPCONLED00003939,2024-06-11,ASPCON004816,ASPDLR000845,site lead,-438,89851.90,rejected,
ASPCONLED00003940,2025-01-23,ASPCON000404,ASPDLR000991,points redemption,859,16553.75,pending,
ASPCONLED00003941,2024-06-08,ASPCON001857,ASPDLR000038,complaint assist,2170,10446.59,rejected,dealer mismatch
ASPCONLED00003942,17-Oct-24,ASPCON003713,ASPDLR000637,training,698,59410.86,pending,bill image unclear
ASPCONLED00003943,2024-09-06,ASPCON000740,ASPDLR000393,site lead,-325,42307.48,pending,dealer mismatch
ASPCONLED00003944,2025-11-07,ASPCON002625,ASPDLR000478,complaint assist,-230,26685.27,duplicate,bill image unclear
ASPCONLED00003945,2024-06-30,ASPCON004870,ASPDLR000112,training,2232,16275.55,duplicate,redeemed gift
ASPCONLED00003946,2025-06-18,ASPCON000655,ASPDLR000057,training,-290,56080.77,duplicate,
ASPCONLED00003947,26/11/2025,ASPCON002129,ASPDLR000651,site lead,2475,82430.58,rejected,site closed
ASPCONLED00003948,2025-01-14,ASPCON000432,ASPDLR000477,training,-38,71998.72,duplicate,
ASPCONLED00003949,2024-11-29,ASPCON002462,ASPDLR000194,training,2155,64649.91,rejected,dealer mismatch
ASPCONLED00003950,06/06/2024,ASPCON000521,ASPDLR000431,points redemption,-351,64561.80,rejected,dealer mismatch
ASPCONLED00003951,2025-05-28,ASPCON002500,ASPDLR000818,site lead,-19,49089.03,rejected,site closed
ASPCONLED00003952,2024-12-26,ASPCON003182,ASPDLR000213,site lead,2134,34860.21,pending,dealer mismatch
ASPCONLED00003953,2025-12-20,ASPCON001665,ASPDLR000620,training,922,8199.05,approved,dealer mismatch
ASPCONLED00003954,2026-03-01,ASPCON002330,ASPDLR000731,complaint assist,681,61243.28,rejected,bill image unclear
ASPCONLED00003955,2025-11-28,ASPCON000416,ASPDLR000474,bill upload,689,30144.77,rejected,dealer mismatch
ASPCONLED00003956,2025-08-17,ASPCON000402,ASPDLR000540,points redemption,384,59752.85,approved,redeemed gift
ASPCONLED00003957,2024-12-10,ASPCON000708,ASPDLR000199,points redemption,1651,28627.90,approved,dealer mismatch
ASPCONLED00003958,2026-03-19,ASPCON004777,ASPDLR000726,points redemption,434,53877.36,manual,dealer mismatch
ASPCONLED00003959,2025-12-22,ASPCON001840,ASPDLR000026,bill upload,1606,15950.91,duplicate,bill image unclear
ASPCONLED00003960,2025-06-07,ASPCON000860,ASPDLR000042,bill upload,2260,75693.47,manual,redeemed gift
ASPCONLED00003961,2025-03-22,ASPCON001662,ASPDLR000371,complaint assist,18,19741.75,rejected,bill image unclear
ASPCONLED00003962,02/24/2025,ASPCON000154,ASPDLR000001,site lead,1827,13584.90,pending,redeemed gift
ASPCONLED00003963,05/31/2024,ASPCON001613,ASPDLR000084,site lead,521,31651.20,approved,redeemed gift
ASPCONLED00003964,2026-03-29,ASPCON002544,ASPDLR000136,points redemption,1921,35086.30,manual,redeemed gift
ASPCONLED00003965,2025-06-18,ASPCON003600,ASPDLR000877,bill upload,1559,77452.55,rejected,redeemed gift
ASPCONLED00003966,2024-09-08,ASPCON003378,ASPDLR000595,points redemption,-304,83984.96,manual,
ASPCONLED00003967,2025-06-15,ASPCON001208,ASPDLR000589,points redemption,-135,23631.50,pending,redeemed gift
ASPCONLED00003968,2024-05-23,ASPCON002966,ASPDLR000539,complaint assist,1722,16311.86,duplicate,redeemed gift
ASPCONLED00003969,10/09/2024,ASPCON001707,ASPDLR000035,complaint assist,-454,37687.65,manual,bill image unclear
ASPCONLED00003970,2025-09-26,ASPCON002827,ASPDLR000915,bill upload,215,1658.25,approved,dealer mismatch
ASPCONLED00003971,2025-07-24,ASPCON003382,ASPDLR000623,site lead,263,53301.94,pending,bill image unclear
ASPCONLED00003972,2025-09-21,ASPCON003632,ASPDLR000157,bill upload,947,85797.66,duplicate,site closed
ASPCONLED00003973,2025-07-20,ASPCON001029,ASPDLR000100,bill upload,2117,73247.90,duplicate,bill image unclear
ASPCONLED00003974,05/07/2024,ASPCON002596,ASPDLR000373,points redemption,1489,77826.02,pending,site closed
ASPCONLED00003975,2025-05-09,ASPCON001393,ASPDLR000520,site lead,2047,4841.58,duplicate,dealer mismatch
ASPCONLED00003976,06-Nov-25,ASPCON000350,ASPDLR000772,site lead,2382,69860.26,manual,redeemed gift
ASPCONLED00003977,2024-09-27,ASPCON002838,ASPDLR000965,bill upload,1336,81512.88,rejected,
ASPCONLED00003978,2025-11-06,ASPCON000296,ASPDLR000668,site lead,382,83954.61,pending,
ASPCONLED00003979,2026-01-25,ASPCON001952,ASPDLR000924,site lead,787,14070.30,rejected,bill image unclear
ASPCONLED00003980,2024-09-01,ASPCON000874,ASPDLR000558,complaint assist,1552,87185.00,approved,site closed
ASPCONLED00003981,2024-10-08,ASPCON003195,ASPDLR000606,training,856,82128.05,manual,site closed
ASPCONLED00003982,10/15/2025,ASPCON002252,ASPDLR000614,complaint assist,303,48475.32,rejected,redeemed gift
ASPCONLED00003983,07/23/2025,ASPCON004665,ASPDLR000831,bill upload,1355,63337.97,rejected,dealer mismatch
ASPCONLED00003984,2025-02-01,ASPCON004118,ASPDLR000515,points redemption,485,31952.30,pending,bill image unclear
ASPCONLED00003985,2026-02-26,ASPCON002864,ASPDLR000273,points redemption,858,17908.98,approved,bill image unclear
ASPCONLED00003986,14/12/2025,ASPCON004835,ASPDLR000838,training,-259,25054.55,manual,bill image unclear
ASPCONLED00003987,2025-02-16,ASPCON002224,ASPDLR000091,site lead,451,63305.20,approved,site closed
ASPCONLED00003988,2025-07-30,ASPCON000859,ASPDLR000772,site lead,887,70487.07,duplicate,
ASPCONLED00003989,2026-03-26,ASPCON002299,ASPDLR000681,bill upload,-90,79422.67,pending,redeemed gift
ASPCONLED00003990,2024-10-22,ASPCON002517,ASPDLR000874,training,2300,25397.32,pending,redeemed gift
ASPCONLED00003991,10-Mar-26,ASPCON001622,ASPDLR000234,bill upload,1555,2445.20,manual,site closed
ASPCONLED00003992,11/19/2025,ASPCON004728,ASPDLR000277,site lead,647,80455.04,duplicate,bill image unclear
ASPCONLED00003993,2024-11-02,ASPCON003154,ASPDLR000630,complaint assist,327,30980.78,approved,bill image unclear
ASPCONLED00003994,08/08/2024,ASPCON000038,ASPDLR000335,training,604,27554.24,rejected,site closed
ASPCONLED00003995,2024-07-10,ASPCON002881,ASPDLR000939,points redemption,2066,56799.11,duplicate,bill image unclear
ASPCONLED00003996,2024-07-27,ASPCON001182,ASPDLR000236,site lead,-465,86960.00,approved,dealer mismatch
ASPCONLED00003997,2025-03-14,ASPCON001448,ASPDLR000721,complaint assist,1676,2287.85,manual,redeemed gift
ASPCONLED00003998,2026-03-16,ASPCON000348,ASPDLR000933,training,1691,84155.16,approved,
ASPCONLED00003999,2025-12-14,ASPCON000467,ASPDLR000909,points redemption,1005,18918.05,approved,dealer mismatch
ASPCONLED00004000,2024-06-02,ASPCON002121,ASPDLR000207,points redemption,-292,62739.22,manual,redeemed gift
ASPCONLED00004001,2024-04-09,ASPCON002249,ASPDLR000976,bill upload,-462,36635.48,manual,redeemed gift
ASPCONLED00004002,2024-11-09,ASPCON001264,ASPDLR000928,points redemption,525,23138.12,duplicate,
ASPCONLED00004003,2024-06-01,ASPCON001452,ASPDLR000075,complaint assist,1535,88720.93,duplicate,site closed
ASPCONLED00004004,2026-01-07,ASPCON002316,ASPDLR000341,points redemption,25,33833.85,approved,
ASPCONLED00004005,2025-05-10,ASPCON000753,ASPDLR000381,points redemption,231,12352.17,rejected,bill image unclear
ASPCONLED00004006,03/28/2025,ASPCON004847,ASPDLR000711,points redemption,842,88560.09,manual,
ASPCONLED00004007,2026-01-10,ASPCON000805,ASPDLR000974,site lead,1580,64408.16,approved,site closed
ASPCONLED00004008,2025-11-05,ASPCON004843,ASPDLR000114,bill upload,-410,23330.91,pending,bill image unclear
ASPCONLED00004009,2024-04-17,ASPCON003470,ASPDLR000994,complaint assist,1025,46948.01,manual,bill image unclear
ASPCONLED00004010,2025-11-16,ASPCON003686,ASPDLR000013,bill upload,923,71521.34,duplicate,bill image unclear
ASPCONLED00004011,2024-11-22,ASPCON001050,ASPDLR000632,training,333,32663.37,duplicate,
ASPCONLED00004012,13-Sep-25,ASPCON004568,ASPDLR000359,bill upload,409,4921.95,duplicate,
ASPCONLED00004013,2026-02-03,ASPCON002069,ASPDLR000141,complaint assist,1885,11980.71,manual,bill image unclear
ASPCONLED00004014,2024-10-02,ASPCON002794,ASPDLR000085,complaint assist,1067,24967.80,rejected,redeemed gift
ASPCONLED00004015,2025-08-12,ASPCON001340,ASPDLR000071,complaint assist,127,24528.84,pending,redeemed gift
ASPCONLED00004016,2024-04-21,ASPCON000991,ASPDLR000886,training,84,75684.15,pending,
ASPCONLED00004017,2024-08-07,ASPCON001373,ASPDLR000135,bill upload,1461,51055.17,rejected,
ASPCONLED00004018,2024-08-13,ASPCON002038,ASPDLR000304,points redemption,1636,5287.80,rejected,redeemed gift
ASPCONLED00004019,2024-07-15,ASPCON002862,ASPDLR000787,points redemption,2073,72655.87,rejected,site closed
ASPCONLED00004020,2024-08-20,ASPCON003798,ASPDLR000390,bill upload,1315,57127.55,duplicate,
ASPCONLED00004021,2025-05-05,ASPCON003908,ASPDLR000930,points redemption,171,38260.11,manual,
ASPCONLED00004022,13-Feb-25,ASPCON004810,ASPDLR000685,points redemption,2286,63852.51,pending,bill image unclear
ASPCONLED00004023,2024-12-04,ASPCON004188,ASPDLR000128,site lead,1045,41645.07,pending,redeemed gift
ASPCONLED00004024,2024-06-19,ASPCON000498,ASPDLR000227,complaint assist,1627,57128.42,approved,redeemed gift
ASPCONLED00004025,2024-04-17,ASPCON002459,ASPDLR000200,bill upload,-203,9488.47,pending,redeemed gift
ASPCONLED00004026,06/12/2025,ASPCON004278,ASPDLR000252,points redemption,771,55483.19,duplicate,
ASPCONLED00004027,23-Mar-26,ASPCON001640,ASPDLR000649,training,171,8495.65,rejected,redeemed gift
ASPCONLED00004028,11/01/2024,ASPCON001474,ASPDLR000786,points redemption,1067,55658.90,pending,dealer mismatch
ASPCONLED00004029,08-Sep-24,ASPCON004090,ASPDLR000977,site lead,-429,87673.06,approved,dealer mismatch
ASPCONLED00004030,2026-03-09,ASPCON002158,ASPDLR000825,bill upload,2217,5077.57,pending,site closed
ASPCONLED00004031,2025-11-05,ASPCON001503,ASPDLR000607,bill upload,1223,49868.81,manual,site closed
ASPCONLED00004032,2026-01-07,ASPCON003477,ASPDLR000345,complaint assist,891,69555.03,manual,dealer mismatch
ASPCONLED00004033,24/07/2025,ASPCON003369,ASPDLR000591,complaint assist,733,55011.82,duplicate,site closed
ASPCONLED00004034,2024-05-16,ASPCON000593,ASPDLR000508,training,2382,56190.29,manual,dealer mismatch
ASPCONLED00004035,2025-09-18,ASPCON002690,ASPDLR000775,complaint assist,-44,82673.68,manual,bill image unclear
ASPCONLED00004036,2024-09-04,ASPCON001919,ASPDLR000921,points redemption,1156,27015.56,pending,bill image unclear
ASPCONLED00004037,2024-12-16,ASPCON004031,ASPDLR000322,bill upload,1393,46519.94,pending,redeemed gift
ASPCONLED00004038,2026-01-13,ASPCON000438,ASPDLR000498,points redemption,-142,70604.38,rejected,
ASPCONLED00004039,30-Oct-24,ASPCON003410,ASPDLR000082,points redemption,1445,46552.04,manual,dealer mismatch
ASPCONLED00004040,2025-11-14,ASPCON001295,ASPDLR000030,site lead,2055,76283.80,rejected,redeemed gift
ASPCONLED00004041,2025-02-08,ASPCON001007,ASPDLR000904,complaint assist,1543,14430.00,duplicate,dealer mismatch
ASPCONLED00004042,2024-06-29,ASPCON000324,ASPDLR000435,training,-458,71252.61,pending,
ASPCONLED00004043,2025-09-28,ASPCON004979,ASPDLR000433,complaint assist,2400,64796.69,approved,site closed
ASPCONLED00004044,12/25/2024,ASPCON000793,ASPDLR000910,site lead,1666,12686.25,manual,
ASPCONLED00004045,09-Dec-25,ASPCON004152,ASPDLR000615,complaint assist,89,18729.78,manual,
ASPCONLED00004046,03/04/2024,ASPCON004063,ASPDLR000319,training,1887,14041.34,duplicate,dealer mismatch
ASPCONLED00004047,2025-03-17,ASPCON001538,ASPDLR000333,points redemption,556,62705.18,rejected,dealer mismatch
ASPCONLED00004048,2024-09-26,ASPCON000912,ASPDLR000013,complaint assist,1247,2321.65,duplicate,dealer mismatch
ASPCONLED00004049,2026-03-05,ASPCON002876,ASPDLR000585,training,1447,32090.73,manual,redeemed gift
ASPCONLED00004050,2025-06-26,ASPCON003998,ASPDLR000957,complaint assist,-494,32343.93,manual,bill image unclear
ASPCONLED00004051,2025-11-25,ASPCON003140,ASPDLR000537,bill upload,1382,34188.27,pending,
ASPCONLED00004052,20/07/2024,ASPCON003558,ASPDLR000569,bill upload,2064,55119.25,rejected,bill image unclear
ASPCONLED00004053,2024-06-10,ASPCON004522,ASPDLR000678,bill upload,761,59483.66,rejected,redeemed gift
ASPCONLED00004054,2026-03-27,ASPCON002540,ASPDLR000514,points redemption,623,17715.89,manual,dealer mismatch
ASPCONLED00004055,2024-05-18,ASPCON004934,ASPDLR000331,complaint assist,1201,19325.50,approved,bill image unclear
ASPCONLED00004056,2025-01-19,ASPCON001655,ASPDLR000985,training,1691,6340.01,duplicate,bill image unclear
ASPCONLED00004057,2025-07-15,ASPCON001346,ASPDLR000351,bill upload,918,37081.59,duplicate,redeemed gift
ASPCONLED00004058,2024-04-19,ASPCON000366,ASPDLR000305,site lead,158,10973.09,manual,redeemed gift
ASPCONLED00004059,2025-09-29,ASPCON000285,ASPDLR000367,points redemption,1124,62244.45,pending,site closed
ASPCONLED00004060,2024-07-10,ASPCON000994,ASPDLR000149,complaint assist,467,12623.48,pending,
ASPCONLED00004061,2024-09-13,ASPCON001046,ASPDLR000778,points redemption,1580,52057.48,pending,dealer mismatch
ASPCONLED00004062,24/08/2025,ASPCON002681,ASPDLR000226,bill upload,-157,71621.83,rejected,bill image unclear
ASPCONLED00004063,2025-08-16,ASPCON001685,ASPDLR000549,complaint assist,2240,29142.02,pending,bill image unclear
ASPCONLED00004064,27-Oct-25,ASPCON002498,ASPDLR000298,bill upload,1675,52340.00,duplicate,
ASPCONLED00004065,30/05/2024,ASPCON004014,ASPDLR000649,bill upload,2432,89583.78,rejected,redeemed gift
ASPCONLED00004066,2025-11-09,ASPCON001458,ASPDLR000393,points redemption,1695,36025.26,rejected,bill image unclear
ASPCONLED00004067,16/08/2024,ASPCON000272,ASPDLR000772,bill upload,1048,9576.28,manual,
ASPCONLED00004068,2026-03-07,ASPCON001648,ASPDLR000071,complaint assist,990,80095.41,duplicate,site closed
ASPCONLED00004069,2024-09-09,ASPCON001848,ASPDLR000083,bill upload,878,18471.52,approved,
ASPCONLED00004070,01/03/2025,ASPCON001127,ASPDLR000027,training,164,31001.52,manual,redeemed gift
ASPCONLED00004071,2025-11-15,ASPCON001975,ASPDLR000637,training,2000,52569.57,duplicate,dealer mismatch
ASPCONLED00004072,2024-12-11,ASPCON001135,ASPDLR000916,training,782,27964.95,duplicate,
ASPCONLED00004073,2025-12-01,ASPCON002625,ASPDLR000478,training,1955,61083.08,duplicate,redeemed gift
ASPCONLED00004074,17-Dec-25,ASPCON003989,ASPDLR000978,site lead,162,56572.26,manual,dealer mismatch
ASPCONLED00004075,08/11/2024,ASPCON000731,ASPDLR000297,training,1765,1496.26,approved,redeemed gift
ASPCONLED00004076,2024-10-03,ASPCON001576,ASPDLR000359,bill upload,37,39177.19,duplicate,bill image unclear
ASPCONLED00004077,23/04/2024,ASPCON003731,ASPDLR000543,bill upload,828,28230.21,manual,
ASPCONLED00004078,2025-12-11,ASPCON003139,ASPDLR000630,points redemption,828,31689.84,approved,site closed
ASPCONLED00004079,2024-09-07,ASPCON003321,ASPDLR000998,training,2073,83389.52,manual,bill image unclear
ASPCONLED00004080,2025-02-10,ASPCON003734,ASPDLR000760,bill upload,647,51497.60,rejected,bill image unclear
ASPCONLED00004081,2025-03-03,ASPCON001288,ASPDLR000245,points redemption,-375,51715.78,manual,redeemed gift
ASPCONLED00004082,24-Sep-24,ASPCON002957,ASPDLR000416,complaint assist,2474,89634.97,manual,bill image unclear
ASPCONLED00004083,2024-05-15,ASPCON001718,ASPDLR000933,points redemption,2383,78166.44,duplicate,
ASPCONLED00004084,30-Jan-25,ASPCON003494,ASPDLR000941,bill upload,1648,40375.02,approved,bill image unclear
ASPCONLED00004085,2024-12-06,ASPCON004122,ASPDLR000373,points redemption,-442,56757.85,manual,redeemed gift
ASPCONLED00004086,2025-06-09,ASPCON001083,ASPDLR000874,training,1906,54252.27,manual,site closed
ASPCONLED00004087,07/14/2025,ASPCON004013,ASPDLR000408,complaint assist,1728,34506.83,duplicate,bill image unclear
ASPCONLED00004088,2025-08-19,ASPCON004508,ASPDLR000427,complaint assist,1420,40088.59,manual,redeemed gift
ASPCONLED00004089,2024-08-23,ASPCON004298,ASPDLR000299,complaint assist,728,20530.57,rejected,site closed
ASPCONLED00004090,2025-07-05,ASPCON004586,ASPDLR000379,points redemption,2207,84974.87,rejected,
ASPCONLED00004091,01-Feb-26,ASPCON000047,ASPDLR000834,points redemption,1496,55971.02,rejected,redeemed gift
ASPCONLED00004092,2026-03-19,ASPCON000387,ASPDLR000037,bill upload,-26,47766.82,manual,dealer mismatch
ASPCONLED00004093,2025-06-17,ASPCON001332,ASPDLR000722,training,1895,47141.76,duplicate,bill image unclear
ASPCONLED00004094,2024-06-29,ASPCON001651,ASPDLR000440,bill upload,362,66784.41,duplicate,site closed
ASPCONLED00004095,2024-04-05,ASPCON004598,ASPDLR000680,site lead,470,63586.42,rejected,
ASPCONLED00004096,2025-04-03,ASPCON003297,ASPDLR000878,site lead,199,45480.31,pending,redeemed gift
ASPCONLED00004097,2024-04-23,ASPCON002299,ASPDLR000681,bill upload,860,87965.88,rejected,bill image unclear
ASPCONLED00004098,2025-04-17,ASPCON004204,ASPDLR000018,training,2389,86568.44,rejected,dealer mismatch
ASPCONLED00004099,2024-10-05,ASPCON002966,ASPDLR000539,bill upload,451,14375.40,manual,dealer mismatch
ASPCONLED00004100,2024-06-06,ASPCON000730,ASPDLR000045,complaint assist,1817,81990.76,manual,dealer mismatch
ASPCONLED00004101,2025-08-11,ASPCON001330,ASPDLR000558,bill upload,374,31319.46,rejected,dealer mismatch
ASPCONLED00004102,2025-07-30,ASPCON000342,ASPDLR000841,site lead,-56,42935.96,rejected,
ASPCONLED00004103,2025-05-27,ASPCON003112,ASPDLR000271,site lead,563,67944.09,manual,redeemed gift
ASPCONLED00004104,20-Aug-25,ASPCON000730,ASPDLR000045,points redemption,-481,87308.22,rejected,
ASPCONLED00004105,2025-11-30,ASPCON004579,ASPDLR000995,training,583,45551.98,approved,dealer mismatch
ASPCONLED00004106,2025-03-23,ASPCON004505,ASPDLR000300,training,1096,75354.21,rejected,redeemed gift
