event_id,event_date,machine_id,dealer_id,colour_code,base_liters,can_count,status,note
ASPTNTEVT00027541,2025-10-15,ASPTINT00640,ASPDLR000623,N093,40.41,21,manual formula,
ASPTNTEVT00027542,16/12/2025,ASPTINT00145,ASPDLR000969,R156,30.64,22,cancelled,manual entry
ASPTNTEVT00027543,2025-09-03,ASPTINT00202,ASPDLR000278,Y076,46.71,9,cancelled,power cut
ASPTNTEVT00027544,2024-12-25,ASPTINT00387,ASPDLR000567,missing,33.72,3,manual formula,shade mismatch
ASPTNTEVT00027545,2025-06-28,ASPTINT00091,ASPDLR000724,custom,17.09,18,cancelled,machine down
ASPTNTEVT00027546,18/02/2026,ASPTINT00052,ASPDLR000142,Y076,37.19,25,cancelled,
ASPTNTEVT00027547,2025-06-17,ASPTINT00612,ASPDLR000533,custom,8.23,1,service error,power cut
ASPTNTEVT00027548,2024-09-20,ASPTINT00274,ASPDLR000744,N093,24.72,24,manual formula,power cut
ASPTNTEVT00027549,06/08/2024,ASPTINT00073,ASPDLR000449,Y076,57.10,8,manual formula,machine down
ASPTNTEVT00027550,2025-02-20,ASPTINT00270,ASPDLR000180,W001,38.69,11,service error,manual entry
ASPTNTEVT00027551,06/14/2025,ASPTINT00618,ASPDLR000774,Y076,20.78,5,re-tint,shade mismatch
ASPTNTEVT00027552,04/09/2024,ASPTINT00487,ASPDLR000265,W001,50.36,1,re-tint,
ASPTNTEVT00027553,18-Dec-24,ASPTINT00208,ASPDLR000373,W001,31.80,25,dispensed,machine down
ASPTNTEVT00027554,2024-12-06,ASPTINT00030,ASPDLR000163,W001,13.59,20,re-tint,machine down
ASPTNTEVT00027555,2025-10-22,ASPTINT00522,ASPDLR000546,Y076,59.91,5,dispensed,machine down
ASPTNTEVT00027556,2024-05-27,ASPTINT00091,ASPDLR000724,Y076,59.71,35,cancelled,shade mismatch
ASPTNTEVT00027557,22/01/2026,ASPTINT00299,ASPDLR000569,missing,31.24,35,manual formula,
ASPTNTEVT00027558,2024-08-31,ASPTINT00606,ASPDLR000902,R156,46.37,33,manual formula,machine down
ASPTNTEVT00027559,2024-06-18,ASPTINT00547,ASPDLR000883,L124,30.06,14,cancelled,manual entry
ASPTNTEVT00027560,03-Aug-25,ASPTINT00097,ASPDLR000767,N093,43.99,25,re-tint,manual entry
ASPTNTEVT00027561,02/25/2026,ASPTINT00216,ASPDLR000118,L124,32.56,11,service error,power cut
ASPTNTEVT00027562,2026-03-18,ASPTINT00650,ASPDLR000026,missing,13.67,8,re-tint,shade mismatch
ASPTNTEVT00027563,2025-10-19,ASPTINT00336,ASPDLR000212,missing,26.20,30,service error,shade mismatch
ASPTNTEVT00027564,2024-12-08,ASPTINT00564,ASPDLR000502,missing,3.92,9,dispensed,manual entry
ASPTNTEVT00027565,2025-03-06,ASPTINT00117,ASPDLR000861,W001,29.07,22,cancelled,power cut
ASPTNTEVT00027566,2025-11-02,ASPTINT00500,ASPDLR000629,R156,4.73,21,manual formula,shade mismatch
ASPTNTEVT00027567,2024-07-02,ASPTINT00593,ASPDLR000232,L124,38.47,5,service error,power cut
ASPTNTEVT00027568,01/28/2025,ASPTINT00014,ASPDLR000253,custom,8.43,20,cancelled,
ASPTNTEVT00027569,25-Oct-25,ASPTINT00099,ASPDLR000816,missing,12.12,12,service error,shade mismatch
ASPTNTEVT00027570,2025-10-08,ASPTINT00303,ASPDLR000943,N093,35.26,35,service error,manual entry
ASPTNTEVT00027571,2025-09-11,ASPTINT00174,ASPDLR000034,L124,31.61,3,re-tint,power cut
ASPTNTEVT00027572,2024-10-16,ASPTINT00558,ASPDLR000904,R156,19.88,34,manual formula,machine down
ASPTNTEVT00027573,17/01/2026,ASPTINT00605,ASPDLR000025,L124,20.14,31,manual formula,manual entry
ASPTNTEVT00027574,2024-11-15,ASPTINT00268,ASPDLR000337,W001,31.12,14,cancelled,shade mismatch
ASPTNTEVT00027575,2024-08-13,ASPTINT00375,ASPDLR000734,custom,14.96,8,cancelled,power cut
ASPTNTEVT00027576,10/02/2025,ASPTINT00472,ASPDLR000064,W001,1.96,28,service error,power cut
ASPTNTEVT00027577,2024-08-27,ASPTINT00108,ASPDLR000451,L124,59.48,5,cancelled,shade mismatch
ASPTNTEVT00027578,05-Jul-24,ASPTINT00497,ASPDLR000240,R156,46.29,1,dispensed,shade mismatch
ASPTNTEVT00027579,2024-08-21,ASPTINT00142,ASPDLR000377,R156,0.94,17,re-tint,machine down
ASPTNTEVT00027580,13-May-24,ASPTINT00222,ASPDLR000217,custom,28.41,11,manual formula,shade mismatch
ASPTNTEVT00027581,2024-04-07,ASPTINT00411,ASPDLR000428,N093,22.69,35,re-tint,machine down
ASPTNTEVT00027582,11/17/2024,ASPTINT00280,ASPDLR000323,Y076,32.44,16,service error,
ASPTNTEVT00027583,2025-04-03,ASPTINT00214,ASPDLR000465,R156,8.19,3,manual formula,manual entry
ASPTNTEVT00027584,2026-01-09,ASPTINT00542,ASPDLR000747,R156,37.22,17,dispensed,shade mismatch
ASPTNTEVT00027585,2026-03-11,ASPTINT00182,ASPDLR000415,N093,58.67,22,cancelled,machine down
ASPTNTEVT00027586,2024-11-09,ASPTINT00344,ASPDLR000959,custom,58.66,19,service error,machine down
ASPTNTEVT00027587,2024-06-27,ASPTINT00572,ASPDLR000315,missing,18.30,17,re-tint,shade mismatch
ASPTNTEVT00027588,2025-05-18,ASPTINT00176,ASPDLR000848,L124,3.35,33,service error,machine down
ASPTNTEVT00027589,11/16/2025,ASPTINT00330,ASPDLR000913,W001,16.35,14,manual formula,
ASPTNTEVT00027590,22/09/2024,ASPTINT00130,ASPDLR000140,custom,35.06,17,service error,shade mismatch
ASPTNTEVT00027591,2026-03-01,ASPTINT00080,ASPDLR000318,missing,41.93,35,service error,shade mismatch
ASPTNTEVT00027592,2025-03-28,ASPTINT00393,ASPDLR000651,N093,33.12,20,service error,shade mismatch
ASPTNTEVT00027593,22/09/2024,ASPTINT00432,ASPDLR000390,L124,50.60,24,re-tint,power cut
ASPTNTEVT00027594,06/20/2024,ASPTINT00379,ASPDLR000768,missing,47.94,22,service error,manual entry
ASPTNTEVT00027595,2025-05-26,ASPTINT00130,ASPDLR000140,N093,2.40,3,service error,manual entry
ASPTNTEVT00027596,12/12/2024,ASPTINT00628,ASPDLR000546,W001,10.48,29,re-tint,power cut
ASPTNTEVT00027597,2025-07-03,ASPTINT00498,ASPDLR000245,custom,2.20,33,service error,power cut
ASPTNTEVT00027598,08/25/2025,ASPTINT00291,ASPDLR000089,custom,29.13,21,service error,power cut
ASPTNTEVT00027599,2025-04-14,ASPTINT00452,ASPDLR000309,Y076,45.90,8,manual formula,power cut
ASPTNTEVT00027600,28-Sep-24,ASPTINT00288,ASPDLR000562,N093,35.99,22,dispensed,power cut
ASPTNTEVT00027601,2024-10-26,ASPTINT00159,ASPDLR000773,L124,18.46,13,manual formula,shade mismatch
ASPTNTEVT00027602,03/07/2025,ASPTINT00472,ASPDLR000064,missing,51.16,32,manual formula,power cut
ASPTNTEVT00027603,2025-01-12,ASPTINT00143,ASPDLR000550,W001,49.00,9,service error,machine down
ASPTNTEVT00027604,2024-11-18,ASPTINT00206,ASPDLR000857,Y076,5.01,11,manual formula,power cut
ASPTNTEVT00027605,15-Mar-26,ASPTINT00239,ASPDLR000687,L124,19.49,23,re-tint,machine down
ASPTNTEVT00027606,2024-04-27,ASPTINT00136,ASPDLR000414,Y076,32.11,8,service error,manual entry
ASPTNTEVT00027607,2025-07-20,ASPTINT00316,ASPDLR000567,missing,47.80,28,manual formula,manual entry
ASPTNTEVT00027608,2025-11-21,ASPTINT00391,ASPDLR000871,custom,47.85,13,cancelled,power cut
ASPTNTEVT00027609,2025-12-06,ASPTINT00453,ASPDLR000899,R156,28.18,29,cancelled,
ASPTNTEVT00027610,2024-08-26,ASPTINT00516,ASPDLR000733,custom,31.57,33,cancelled,shade mismatch
ASPTNTEVT00027611,03/06/2025,ASPTINT00448,ASPDLR000836,L124,10.12,8,cancelled,power cut
ASPTNTEVT00027612,03/09/2026,ASPTINT00066,ASPDLR000932,W001,19.30,21,service error,power cut
ASPTNTEVT00027613,2025-07-25,ASPTINT00105,ASPDLR000233,N093,12.05,6,re-tint,machine down
ASPTNTEVT00027614,2024-06-14,ASPTINT00158,ASPDLR000236,missing,33.95,2,service error,power cut
ASPTNTEVT00027615,2024-12-28,ASPTINT00519,ASPDLR000178,L124,13.81,30,service error,shade mismatch
ASPTNTEVT00027616,2024-10-02,ASPTINT00289,ASPDLR000328,W001,27.03,20,re-tint,manual entry
ASPTNTEVT00027617,2025-11-12,ASPTINT00110,ASPDLR000282,W001,28.87,32,manual formula,
ASPTNTEVT00027618,2026-02-15,ASPTINT00418,ASPDLR000937,L124,17.81,22,re-tint,shade mismatch
ASPTNTEVT00027619,2025-09-09,ASPTINT00204,ASPDLR000474,Y076,12.99,3,service error,
ASPTNTEVT00027620,2024-04-01,ASPTINT00227,ASPDLR000493,R156,25.40,20,service error,machine down
ASPTNTEVT00027621,05/05/2025,ASPTINT00181,ASPDLR000355,Y076,48.90,6,service error,shade mismatch
ASPTNTEVT00027622,2024-11-14,ASPTINT00296,ASPDLR000135,Y076,32.51,6,cancelled,shade mismatch
ASPTNTEVT00027623,28/07/2024,ASPTINT00405,ASPDLR000106,missing,43.03,1,re-tint,power cut
ASPTNTEVT00027624,2024-04-25,ASPTINT00316,ASPDLR000567,W001,44.71,35,re-tint,machine down
ASPTNTEVT00027625,2024-10-21,ASPTINT00094,ASPDLR000804,Y076,14.23,15,manual formula,machine down
ASPTNTEVT00027626,2024-05-28,ASPTINT00306,ASPDLR000436,N093,30.67,19,service error,machine down
ASPTNTEVT00027627,2024-07-04,ASPTINT00168,ASPDLR000285,custom,8.03,28,dispensed,manual entry
ASPTNTEVT00027628,2025-11-09,ASPTINT00290,ASPDLR000822,N093,21.78,8,manual formula,machine down
ASPTNTEVT00027629,2026-01-23,ASPTINT00518,ASPDLR000868,W001,43.14,30,manual formula,manual entry
ASPTNTEVT00027630,2025-02-12,ASPTINT00393,ASPDLR000651,R156,3.64,15,service error,machine down
ASPTNTEVT00027631,2024-05-22,ASPTINT00321,ASPDLR000015,Y076,43.89,13,cancelled,manual entry
ASPTNTEVT00027632,2025-12-18,ASPTINT00621,ASPDLR000625,N093,57.11,25,service error,shade mismatch
ASPTNTEVT00027633,27-Apr-24,ASPTINT00091,ASPDLR000724,N093,9.51,32,re-tint,shade mismatch
ASPTNTEVT00027634,2025-09-15,ASPTINT00272,ASPDLR000093,W001,26.58,30,service error,power cut
ASPTNTEVT00027635,2024-07-19,ASPTINT00348,ASPDLR000883,custom,21.41,2,service error,manual entry
ASPTNTEVT00027636,2025-12-24,ASPTINT00402,ASPDLR000583,L124,26.47,9,dispensed,manual entry
ASPTNTEVT00027637,2024-11-16,ASPTINT00094,ASPDLR000804,L124,45.01,8,re-tint,machine down
ASPTNTEVT00027638,2025-02-24,ASPTINT00149,ASPDLR000441,custom,47.99,13,dispensed,manual entry
ASPTNTEVT00027639,2025-02-09,ASPTINT00201,ASPDLR000587,custom,46.08,34,manual formula,manual entry
ASPTNTEVT00027640,2025-02-07,ASPTINT00220,ASPDLR000518,missing,41.30,9,service error,
ASPTNTEVT00027641,2024-05-17,ASPTINT00606,ASPDLR000902,Y076,12.41,18,dispensed,power cut
ASPTNTEVT00027642,2024-08-12,ASPTINT00022,ASPDLR000404,N093,50.45,4,re-tint,shade mismatch
ASPTNTEVT00027643,07/11/2025,ASPTINT00058,ASPDLR000083,R156,40.64,34,dispensed,
ASPTNTEVT00027644,2025-03-24,ASPTINT00444,ASPDLR000485,Y076,51.03,31,service error,power cut
ASPTNTEVT00027645,2025-02-16,ASPTINT00603,ASPDLR000791,Y076,6.66,25,service error,shade mismatch
ASPTNTEVT00027646,2025-07-07,ASPTINT00035,ASPDLR000937,Y076,51.03,23,re-tint,manual entry
ASPTNTEVT00027647,2025-11-24,ASPTINT00599,ASPDLR000036,N093,19.25,9,cancelled,
ASPTNTEVT00027648,2024-04-18,ASPTINT00413,ASPDLR000714,W001,18.18,13,re-tint,
ASPTNTEVT00027649,07/10/2024,ASPTINT00181,ASPDLR000355,missing,12.23,2,manual formula,manual entry
ASPTNTEVT00027650,21/04/2025,ASPTINT00142,ASPDLR000377,missing,32.49,26,service error,machine down
ASPTNTEVT00027651,2024-12-14,ASPTINT00229,ASPDLR000147,N093,6.24,13,dispensed,manual entry
ASPTNTEVT00027652,2025-10-26,ASPTINT00648,ASPDLR000570,Y076,16.49,30,re-tint,
ASPTNTEVT00027653,2026-01-05,ASPTINT00349,ASPDLR000539,custom,24.33,22,service error,shade mismatch
ASPTNTEVT00027654,2025-03-16,ASPTINT00005,ASPDLR000539,W001,55.45,20,re-tint,shade mismatch
ASPTNTEVT00027655,2025-09-04,ASPTINT00609,ASPDLR000343,N093,37.15,22,manual formula,machine down
ASPTNTEVT00027656,2025-12-03,ASPTINT00200,ASPDLR000662,missing,32.24,23,service error,manual entry
ASPTNTEVT00027657,04/06/2025,ASPTINT00207,ASPDLR000524,R156,50.94,11,cancelled,machine down
ASPTNTEVT00027658,2025-10-31,ASPTINT00377,ASPDLR000156,missing,26.40,11,dispensed,shade mismatch
ASPTNTEVT00027659,08/29/2025,ASPTINT00305,ASPDLR000024,Y076,54.94,34,re-tint,shade mismatch
ASPTNTEVT00027660,10/19/2025,ASPTINT00260,ASPDLR000186,Y076,51.81,1,service error,machine down
ASPTNTEVT00027661,2025-05-07,ASPTINT00545,ASPDLR000815,N093,13.68,19,dispensed,shade mismatch
ASPTNTEVT00027662,2025-10-06,ASPTINT00307,ASPDLR000196,Y076,48.96,22,re-tint,manual entry
ASPTNTEVT00027663,2026-01-13,ASPTINT00551,ASPDLR000729,L124,20.31,26,dispensed,machine down
ASPTNTEVT00027664,2025-07-30,ASPTINT00311,ASPDLR000001,missing,4.70,2,dispensed,manual entry
ASPTNTEVT00027665,2024-05-22,ASPTINT00312,ASPDLR000379,missing,8.86,30,manual formula,
ASPTNTEVT00027666,2024-11-24,ASPTINT00025,ASPDLR000464,L124,48.40,22,service error,machine down
ASPTNTEVT00027667,2024-12-26,ASPTINT00145,ASPDLR000969,Y076,53.48,6,cancelled,manual entry
ASPTNTEVT00027668,2024-11-12,ASPTINT00082,ASPDLR000624,Y076,6.45,6,dispensed,power cut
ASPTNTEVT00027669,2025-04-11,ASPTINT00312,ASPDLR000379,Y076,18.75,25,dispensed,
ASPTNTEVT00027670,05/24/2024,ASPTINT00398,ASPDLR000510,W001,39.40,10,service error,shade mismatch
ASPTNTEVT00027671,2026-01-11,ASPTINT00467,ASPDLR000606,custom,49.09,35,cancelled,
ASPTNTEVT00027672,2024-07-16,ASPTINT00186,ASPDLR000113,R156,19.33,30,re-tint,manual entry
ASPTNTEVT00027673,2025-01-18,ASPTINT00282,ASPDLR000130,W001,45.55,1,re-tint,shade mismatch
ASPTNTEVT00027674,04/07/2025,ASPTINT00075,ASPDLR000404,R156,58.27,21,re-tint,power cut
ASPTNTEVT00027675,2025-01-12,ASPTINT00352,ASPDLR000269,L124,29.13,35,cancelled,machine down
ASPTNTEVT00027676,05/12/2025,ASPTINT00408,ASPDLR000693,Y076,22.92,7,service error,
ASPTNTEVT00027677,2025-10-02,ASPTINT00636,ASPDLR000219,custom,26.20,27,cancelled,machine down
ASPTNTEVT00027678,2026-02-13,ASPTINT00019,ASPDLR000334,N093,33.53,25,service error,shade mismatch
ASPTNTEVT00027679,2024-10-22,ASPTINT00110,ASPDLR000282,N093,4.54,25,service error,shade mismatch
ASPTNTEVT00027680,11/05/2024,ASPTINT00512,ASPDLR000692,W001,12.96,19,re-tint,machine down
ASPTNTEVT00027681,29/06/2024,ASPTINT00275,ASPDLR000067,N093,8.38,20,manual formula,machine down
ASPTNTEVT00027682,19/03/2026,ASPTINT00475,ASPDLR000417,Y076,33.10,13,dispensed,machine down
ASPTNTEVT00027683,2025-10-11,ASPTINT00562,ASPDLR000939,R156,9.92,33,re-tint,shade mismatch
ASPTNTEVT00027684,2024-07-11,ASPTINT00522,ASPDLR000546,missing,31.81,4,re-tint,manual entry
ASPTNTEVT00027685,2024-08-22,ASPTINT00262,ASPDLR000950,R156,3.56,29,service error,machine down
ASPTNTEVT00027686,2025-10-14,ASPTINT00471,ASPDLR000559,custom,47.66,19,cancelled,machine down
ASPTNTEVT00027687,2025-12-26,ASPTINT00375,ASPDLR000734,custom,46.86,28,cancelled,
ASPTNTEVT00027688,2025-07-13,ASPTINT00644,ASPDLR000752,Y076,53.72,3,service error,machine down
ASPTNTEVT00027689,2024-12-07,ASPTINT00567,ASPDLR000325,W001,20.21,10,service error,
ASPTNTEVT00027690,2025-06-18,ASPTINT00282,ASPDLR000130,W001,48.73,30,cancelled,
ASPTNTEVT00027691,2025-07-28,ASPTINT00299,ASPDLR000569,custom,44.17,15,dispensed,machine down
ASPTNTEVT00027692,2024-07-19,ASPTINT00411,ASPDLR000428,missing,24.86,12,cancelled,shade mismatch
ASPTNTEVT00027693,2024-09-12,ASPTINT00443,ASPDLR000416,R156,29.42,30,re-tint,
ASPTNTEVT00027694,15-Aug-25,ASPTINT00577,ASPDLR000101,L124,26.57,13,cancelled,shade mismatch
ASPTNTEVT00027695,2026-03-25,ASPTINT00439,ASPDLR000375,Y076,14.00,31,re-tint,
ASPTNTEVT00027696,2025-01-22,ASPTINT00403,ASPDLR000667,R156,12.33,34,manual formula,power cut
ASPTNTEVT00027697,2025-04-18,ASPTINT00395,ASPDLR000189,custom,27.19,16,manual formula,shade mismatch
ASPTNTEVT00027698,2024-05-04,ASPTINT00371,ASPDLR000896,N093,14.11,24,cancelled,machine down
ASPTNTEVT00027699,2024-04-09,ASPTINT00374,ASPDLR000202,custom,53.06,22,manual formula,power cut
ASPTNTEVT00027700,2024-09-13,ASPTINT00464,ASPDLR000378,custom,2.87,32,re-tint,shade mismatch
ASPTNTEVT00027701,2024-11-21,ASPTINT00242,ASPDLR000732,W001,22.43,30,manual formula,power cut
ASPTNTEVT00027702,2025-11-24,ASPTINT00495,ASPDLR000529,custom,57.08,25,manual formula,machine down
ASPTNTEVT00027703,2024-12-22,ASPTINT00334,ASPDLR000856,W001,52.23,24,cancelled,shade mismatch
ASPTNTEVT00027704,29-Jan-26,ASPTINT00148,ASPDLR000369,custom,0.82,29,manual formula,manual entry
ASPTNTEVT00027705,26/09/2024,ASPTINT00513,ASPDLR000493,R156,52.15,22,dispensed,shade mismatch
ASPTNTEVT00027706,06/12/2025,ASPTINT00087,ASPDLR000143,R156,27.71,31,dispensed,
ASPTNTEVT00027707,04/23/2025,ASPTINT00136,ASPDLR000414,custom,48.70,1,service error,shade mismatch
ASPTNTEVT00027708,2024-10-20,ASPTINT00169,ASPDLR000761,W001,27.53,28,manual formula,shade mismatch
ASPTNTEVT00027709,2026-02-21,ASPTINT00170,ASPDLR000498,N093,15.51,30,cancelled,shade mismatch
ASPTNTEVT00027710,09/17/2025,ASPTINT00170,ASPDLR000498,missing,27.43,34,cancelled,shade mismatch
ASPTNTEVT00027711,2024-08-13,ASPTINT00391,ASPDLR000871,R156,58.01,7,service error,
ASPTNTEVT00027712,2025-10-07,ASPTINT00576,ASPDLR000709,missing,59.97,20,cancelled,manual entry
ASPTNTEVT00027713,2024-12-02,ASPTINT00594,ASPDLR000283,Y076,57.69,34,manual formula,shade mismatch
ASPTNTEVT00027714,2025-07-27,ASPTINT00620,ASPDLR000815,missing,34.18,34,re-tint,shade mismatch
ASPTNTEVT00027715,2025-02-14,ASPTINT00379,ASPDLR000768,missing,55.98,30,manual formula,
ASPTNTEVT00027716,2025-01-23,ASPTINT00577,ASPDLR000101,R156,21.09,14,dispensed,
ASPTNTEVT00027717,2024-11-22,ASPTINT00346,ASPDLR000624,Y076,51.79,21,dispensed,manual entry
ASPTNTEVT00027718,06/19/2025,ASPTINT00573,ASPDLR000971,W001,58.71,26,dispensed,manual entry
ASPTNTEVT00027719,2025-08-09,ASPTINT00172,ASPDLR000034,Y076,33.81,5,cancelled,
ASPTNTEVT00027720,2024-05-31,ASPTINT00238,ASPDLR000680,custom,18.77,10,re-tint,power cut
ASPTNTEVT00027721,2024-10-26,ASPTINT00315,ASPDLR000991,Y076,54.96,21,dispensed,
ASPTNTEVT00027722,21/02/2026,ASPTINT00249,ASPDLR000842,Y076,39.42,8,cancelled,shade mismatch
ASPTNTEVT00027723,04/28/2025,ASPTINT00033,ASPDLR000501,missing,59.23,30,cancelled,manual entry
ASPTNTEVT00027724,11-Oct-25,ASPTINT00342,ASPDLR000437,missing,44.88,21,cancelled,
ASPTNTEVT00027725,06/06/2025,ASPTINT00284,ASPDLR000247,N093,59.85,12,service error,manual entry
ASPTNTEVT00027726,2024-09-29,ASPTINT00425,ASPDLR000096,Y076,16.92,3,dispensed,shade mismatch
ASPTNTEVT00027727,2024-04-21,ASPTINT00191,ASPDLR000920,R156,55.64,17,cancelled,power cut
ASPTNTEVT00027728,2025-12-13,ASPTINT00513,ASPDLR000493,N093,24.31,21,cancelled,machine down
ASPTNTEVT00027729,2024-12-26,ASPTINT00482,ASPDLR000125,missing,51.04,24,re-tint,manual entry
ASPTNTEVT00027730,2026-02-03,ASPTINT00310,ASPDLR000784,R156,39.45,26,re-tint,power cut
ASPTNTEVT00027731,2024-07-23,ASPTINT00561,ASPDLR000368,N093,16.19,19,manual formula,
ASPTNTEVT00027732,2025-05-14,ASPTINT00476,ASPDLR000085,W001,21.33,4,service error,machine down
ASPTNTEVT00027733,2024-09-18,ASPTINT00020,ASPDLR000791,L124,57.45,17,dispensed,
ASPTNTEVT00027734,2025-11-23,ASPTINT00568,ASPDLR000334,Y076,36.65,6,manual formula,
ASPTNTEVT00027735,2025-03-29,ASPTINT00068,ASPDLR000792,R156,50.35,16,manual formula,power cut
ASPTNTEVT00027736,2024-07-18,ASPTINT00222,ASPDLR000217,L124,37.21,35,re-tint,machine down
ASPTNTEVT00027737,2025-01-01,ASPTINT00222,ASPDLR000217,Y076,12.05,24,re-tint,power cut
ASPTNTEVT00027738,2024-09-10,ASPTINT00394,ASPDLR000510,missing,47.93,18,manual formula,shade mismatch
ASPTNTEVT00027739,2025-10-21,ASPTINT00520,ASPDLR000451,R156,17.34,8,re-tint,shade mismatch
ASPTNTEVT00027740,2024-12-16,ASPTINT00338,ASPDLR000155,L124,20.59,35,cancelled,
ASPTNTEVT00027741,2024-09-17,ASPTINT00423,ASPDLR000130,missing,52.85,24,manual formula,
ASPTNTEVT00027742,06/16/2024,ASPTINT00496,ASPDLR000869,missing,14.56,28,cancelled,shade mismatch
ASPTNTEVT00027743,2024-09-19,ASPTINT00523,ASPDLR000250,L124,29.73,7,service error,manual entry
ASPTNTEVT00027744,30-Jun-25,ASPTINT00198,ASPDLR000301,W001,23.99,4,manual formula,machine down
ASPTNTEVT00027745,2024-12-02,ASPTINT00639,ASPDLR000992,missing,40.08,2,dispensed,manual entry
ASPTNTEVT00027746,2025-05-07,ASPTINT00136,ASPDLR000414,Y076,11.90,17,manual formula,shade mismatch
ASPTNTEVT00027747,2024-07-02,ASPTINT00007,ASPDLR000043,R156,45.62,9,re-tint,
ASPTNTEVT00027748,2024-04-16,ASPTINT00364,ASPDLR000482,Y076,41.75,35,cancelled,
ASPTNTEVT00027749,2026-03-23,ASPTINT00256,ASPDLR000684,missing,51.26,9,re-tint,shade mismatch
ASPTNTEVT00027750,02-Apr-25,ASPTINT00120,ASPDLR000787,W001,32.67,2,re-tint,machine down
ASPTNTEVT00027751,2025-09-30,ASPTINT00212,ASPDLR000754,Y076,9.27,26,re-tint,shade mismatch
ASPTNTEVT00027752,31/07/2024,ASPTINT00285,ASPDLR000971,R156,40.40,13,re-tint,shade mismatch
ASPTNTEVT00027753,2025-10-16,ASPTINT00238,ASPDLR000680,W001,49.22,5,re-tint,shade mismatch
ASPTNTEVT00027754,25/01/2025,ASPTINT00192,ASPDLR000802,L124,33.29,24,cancelled,
ASPTNTEVT00027755,2025-04-08,ASPTINT00479,ASPDLR000275,missing,33.04,29,re-tint,machine down
ASPTNTEVT00027756,05/12/2025,ASPTINT00638,ASPDLR000045,missing,41.84,24,dispensed,
ASPTNTEVT00027757,29/06/2025,ASPTINT00352,ASPDLR000269,Y076,7.34,26,cancelled,manual entry
ASPTNTEVT00027758,2024-05-26,ASPTINT00201,ASPDLR000587,custom,21.30,4,dispensed,machine down
ASPTNTEVT00027759,2025-12-11,ASPTINT00266,ASPDLR000786,W001,53.75,19,re-tint,manual entry
ASPTNTEVT00027760,2024-09-28,ASPTINT00649,ASPDLR000854,missing,14.46,2,dispensed,power cut
ASPTNTEVT00027761,2024-12-31,ASPTINT00405,ASPDLR000106,R156,9.17,20,re-tint,
ASPTNTEVT00027762,2025-11-08,ASPTINT00287,ASPDLR000857,W001,20.81,20,cancelled,
ASPTNTEVT00027763,2025-06-23,ASPTINT00310,ASPDLR000784,W001,37.79,14,re-tint,manual entry
ASPTNTEVT00027764,2024-04-25,ASPTINT00039,ASPDLR000367,W001,26.69,22,cancelled,shade mismatch
ASPTNTEVT00027765,2024-12-31,ASPTINT00361,ASPDLR000562,L124,31.06,7,manual formula,machine down
ASPTNTEVT00027766,2024-04-08,ASPTINT00190,ASPDLR000996,R156,7.69,27,service error,power cut
ASPTNTEVT00027767,2024-11-16,ASPTINT00198,ASPDLR000301,N093,21.57,23,manual formula,power cut
ASPTNTEVT00027768,2025-12-13,ASPTINT00154,ASPDLR000594,missing,7.72,24,dispensed,power cut
ASPTNTEVT00027769,08-Sep-25,ASPTINT00547,ASPDLR000883,R156,8.63,21,dispensed,
ASPTNTEVT00027770,2025-01-24,ASPTINT00126,ASPDLR000986,W001,31.36,18,manual formula,
ASPTNTEVT00027771,2025-09-02,ASPTINT00148,ASPDLR000369,custom,10.07,24,re-tint,power cut
ASPTNTEVT00027772,2024-09-14,ASPTINT00187,ASPDLR000024,L124,29.10,6,service error,manual entry
ASPTNTEVT00027773,2025-12-29,ASPTINT00353,ASPDLR000529,custom,5.35,33,re-tint,manual entry
ASPTNTEVT00027774,2025-04-02,ASPTINT00059,ASPDLR000558,W001,19.24,9,dispensed,machine down
ASPTNTEVT00027775,2025-06-27,ASPTINT00048,ASPDLR000319,N093,24.38,8,dispensed,shade mismatch
ASPTNTEVT00027776,2024-07-31,ASPTINT00518,ASPDLR000868,L124,30.54,31,manual formula,shade mismatch
ASPTNTEVT00027777,2025-02-16,ASPTINT00596,ASPDLR000745,W001,10.42,10,dispensed,machine down
ASPTNTEVT00027778,2024-09-02,ASPTINT00102,ASPDLR000715,L124,12.37,35,dispensed,shade mismatch
ASPTNTEVT00027779,2025-05-23,ASPTINT00299,ASPDLR000569,N093,33.07,10,manual formula,manual entry
ASPTNTEVT00027780,2024-05-30,ASPTINT00494,ASPDLR000845,custom,52.01,27,service error,
ASPTNTEVT00027781,08-Dec-25,ASPTINT00236,ASPDLR000103,missing,24.99,2,re-tint,
ASPTNTEVT00027782,20/04/2024,ASPTINT00231,ASPDLR000890,L124,44.93,22,cancelled,shade mismatch
ASPTNTEVT00027783,07/13/2025,ASPTINT00002,ASPDLR000804,Y076,36.38,6,re-tint,
ASPTNTEVT00027784,04/02/2024,ASPTINT00263,ASPDLR000527,R156,5.61,30,dispensed,manual entry
ASPTNTEVT00027785,19/09/2024,ASPTINT00049,ASPDLR000432,L124,3.79,4,dispensed,manual entry
ASPTNTEVT00027786,2024-07-27,ASPTINT00293,ASPDLR000769,missing,18.25,11,manual formula,manual entry
ASPTNTEVT00027787,2024-11-26,ASPTINT00148,ASPDLR000369,R156,43.77,9,dispensed,machine down
ASPTNTEVT00027788,2025-11-14,ASPTINT00236,ASPDLR000103,R156,52.46,16,manual formula,manual entry
