service_id,service_date,fleet_id,mapped_dealer_id,vehicle_no,service_type,tyres_checked,issue_count,recommended_action,note
CEAFS00008222,2025-09-26,CEAFLEET00127,CEADLR000162,KA97CD3767,inspection,3,1,none,fleet price issue
CEAFS00008223,2024-11-14,CEAFLEET00194,CEADLR000165,AP52CD5743,pressure audit,5,0,replace,driver unavailable
CEAFS00008224,2024-04-04,CEAFLEET00221,CEADLR000722,TN14JK8357,pressure audit,31,0,replace,
CEAFS00008225,2026-02-06,CEAFLEET00308,CEADLR000254,TN46JK8029,inspection,25,3,alignment,driver unavailable
CEAFS00008226,2025-03-18,CEAFLEET00026,CEADLR000700,TN65CD5643,rotation,14,6,claim,fleet price issue
CEAFS00008227,2025-06-25,CEAFLEET00149,CEADLR000302,KA40CD7154,claim check,6,3,rotate,
CEAFS00008228,2025-11-27,CEAFLEET00272,CEADLR000600,TS61GH7190,pressure audit,25,8,pressure training,high wear
CEAFS00008229,2025-02-07,CEAFLEET00299,CEADLR000136,TN81EF4850,inspection,2,6,none,driver unavailable
CEAFS00008230,2025-06-02,CEAFLEET00259,CEADLR000592,KA84GH1417,fitment,25,0,replace,high wear
CEAFS00008231,02/12/2025,CEAFLEET00044,CEADLR000664,TS40AB3411,pressure audit,31,6,claim,driver unavailable
CEAFS00008232,2025-02-24,CEAFLEET00225,CEADLR000705,KL67JK9672,alignment,23,8,replace,fleet price issue
CEAFS00008233,2025-02-27,CEAFLEET00143,CEADLR000385,TS38AB4639,alignment,30,7,none,
CEAFS00008234,2024-09-02,CEAFLEET00202,CEADLR000578,KA92EF9127,fitment,20,7,replace,competitor tyres fitted
CEAFS00008235,20/02/2026,CEAFLEET00233,CEADLR000697,KA21EF7510,inspection,25,1,none,competitor tyres fitted
CEAFS00008236,2026-01-10,CEAFLEET00271,CEADLR000593,KL38AB9764,alignment,18,8,rotate,competitor tyres fitted
CEAFS00008237,02-Feb-26,CEAFLEET00235,CEADLR000352,KA75GH4733,claim check,15,6,pressure training,fleet price issue
CEAFS00008238,2025-11-08,CEAFLEET00190,CEADLR000355,KA91AB3987,alignment,6,8,alignment,high wear
CEAFS00008239,2026-02-28,CEAFLEET00049,CEADLR000040,AP69EF8008,claim check,9,5,pressure training,fleet price issue
CEAFS00008240,12/08/2025,CEAFLEET00021,CEADLR000662,TN62JK9894,claim check,2,3,replace,
CEAFS00008241,03-Nov-24,CEAFLEET00191,CEADLR000678,AP56AB3650,inspection,14,8,none,high wear
CEAFS00008242,2024-06-10,CEAFLEET00275,CEADLR000093,TN91EF8668,inspection,10,8,rotate,driver unavailable
CEAFS00008243,2025-05-12,CEAFLEET00181,CEADLR000168,TS77EF1862,claim check,26,3,pressure training,
CEAFS00008244,22/04/2025,CEAFLEET00085,CEADLR000593,TN10EF3894,fitment,25,5,alignment,
CEAFS00008245,2025-03-06,CEAFLEET00275,CEADLR000093,TN96EF4692,fitment,31,3,alignment,high wear
CEAFS00008246,2025-08-09,CEAFLEET00062,CEADLR000540,TN47JK2574,pressure audit,9,6,none,fleet price issue
CEAFS00008247,2024-05-03,CEAFLEET00199,CEADLR000336,TN86GH4643,inspection,19,6,replace,high wear
CEAFS00008248,2024-10-17,CEAFLEET00122,CEADLR000186,KL74GH8601,inspection,29,4,claim,high wear
CEAFS00008249,2025-06-02,CEAFLEET00267,CEADLR000508,AP95JK1900,pressure audit,2,8,pressure training,
CEAFS00008250,2024-11-27,CEAFLEET00221,CEADLR000722,TN34CD8109,pressure audit,31,2,none,high wear
CEAFS00008251,11/29/2025,CEAFLEET00003,CEADLR000287,KA35GH9149,inspection,19,0,replace,high wear
CEAFS00008252,2025-07-02,CEAFLEET00178,CEADLR000735,TS93GH9203,claim check,22,0,pressure training,competitor tyres fitted
CEAFS00008253,2026-02-28,CEAFLEET00176,CEADLR000548,TN89EF7263,alignment,10,7,claim,fleet price issue
CEAFS00008254,01-Nov-24,CEAFLEET00268,CEADLR000427,TN13EF6776,fitment,30,3,replace,
CEAFS00008255,11/02/2025,CEAFLEET00166,CEADLR000552,TS69AB3778,pressure audit,20,2,none,high wear
CEAFS00008256,2025-10-17,CEAFLEET00117,CEADLR000457,TN56GH2442,rotation,26,6,replace,fleet price issue
CEAFS00008257,25/06/2024,CEAFLEET00304,CEADLR000723,AP58EF3364,pressure audit,22,1,replace,fleet price issue
CEAFS00008258,2024-06-09,CEAFLEET00104,CEADLR000619,KA92AB9925,claim check,10,6,replace,competitor tyres fitted
CEAFS00008259,2025-05-07,CEAFLEET00217,CEADLR000263,TS93GH3134,inspection,26,3,claim,
CEAFS00008260,2024-10-24,CEAFLEET00160,CEADLR000210,AP49AB7038,pressure audit,21,3,rotate,driver unavailable
CEAFS00008261,2024-05-13,CEAFLEET00061,CEADLR000466,TS95GH1665,pressure audit,15,2,replace,
CEAFS00008262,2025-07-07,CEAFLEET00057,CEADLR000059,AP19EF2154,inspection,23,5,replace,driver unavailable
CEAFS00008263,2024-11-10,CEAFLEET00155,CEADLR000479,KL68JK3116,claim check,4,4,rotate,driver unavailable
CEAFS00008264,2026-01-22,CEAFLEET00139,CEADLR000408,KA34EF2474,fitment,4,1,rotate,high wear
CEAFS00008265,2024-12-02,CEAFLEET00071,CEADLR000602,KA65GH8431,claim check,17,6,replace,
CEAFS00008266,22/05/2024,CEAFLEET00252,CEADLR000056,TN89AB9780,alignment,27,2,alignment,competitor tyres fitted
CEAFS00008267,12/17/2025,CEAFLEET00286,CEADLR000098,TS13JK5314,rotation,29,3,replace,
CEAFS00008268,2024-08-14,CEAFLEET00219,CEADLR000010,TS16EF5103,fitment,28,6,alignment,fleet price issue
CEAFS00008269,2025-04-03,CEAFLEET00066,CEADLR000342,TN86CD6619,inspection,28,1,rotate,high wear
CEAFS00008270,2024-05-30,CEAFLEET00233,CEADLR000697,TN70JK8397,alignment,30,0,alignment,high wear
CEAFS00008271,2026-03-02,CEAFLEET00216,CEADLR000266,TS42AB5202,inspection,18,1,rotate,high wear
CEAFS00008272,2024-11-08,CEAFLEET00170,CEADLR000103,TS22EF1666,fitment,23,3,none,fleet price issue
CEAFS00008273,2025-10-16,CEAFLEET00292,CEADLR000037,TS38EF4425,claim check,7,4,claim,high wear
CEAFS00008274,11/16/2024,CEAFLEET00226,CEADLR000332,TS25JK7058,rotation,6,7,alignment,driver unavailable
CEAFS00008275,02/05/2025,CEAFLEET00078,CEADLR000737,KA97CD4901,alignment,22,6,claim,fleet price issue
CEAFS00008276,2024-09-30,CEAFLEET00169,CEADLR000529,TS24JK7052,alignment,8,8,replace,competitor tyres fitted
CEAFS00008277,2024-07-09,CEAFLEET00201,CEADLR000372,TS18EF5791,fitment,31,0,rotate,driver unavailable
CEAFS00008278,2025-12-14,CEAFLEET00118,CEADLR000040,TN90GH8347,fitment,31,8,none,competitor tyres fitted
CEAFS00008279,2025-01-02,CEAFLEET00106,CEADLR000394,AP24CD4225,alignment,22,0,pressure training,competitor tyres fitted
CEAFS00008280,2025-10-13,CEAFLEET00305,CEADLR000431,KA78GH2626,pressure audit,15,1,replace,competitor tyres fitted
CEAFS00008281,10/12/2025,CEAFLEET00283,CEADLR000028,KA25CD8603,claim check,4,5,claim,driver unavailable
CEAFS00008282,2025-01-14,CEAFLEET00161,CEADLR000010,TN82AB7702,inspection,24,5,replace,fleet price issue
CEAFS00008283,2024-08-13,CEAFLEET00148,CEADLR000042,AP46GH8145,alignment,24,0,claim,fleet price issue
CEAFS00008284,2025-03-09,CEAFLEET00172,CEADLR000419,KL10GH2563,fitment,12,5,rotate,high wear
CEAFS00008285,2024-04-25,CEAFLEET00175,CEADLR000041,AP76EF5361,pressure audit,8,4,claim,fleet price issue
CEAFS00008286,2025-08-05,CEAFLEET00281,CEADLR000065,AP60EF1438,inspection,16,2,pressure training,
CEAFS00008287,21/11/2025,CEAFLEET00028,CEADLR000139,TS83JK6094,claim check,13,2,replace,driver unavailable
CEAFS00008288,2025-11-04,CEAFLEET00111,CEADLR000688,TN98EF6414,rotation,18,6,alignment,high wear
CEAFS00008289,2025-12-09,CEAFLEET00145,CEADLR000273,KA98CD9922,claim check,31,1,none,high wear
CEAFS00008290,14/11/2025,CEAFLEET00059,CEADLR000676,AP96JK8817,pressure audit,28,4,pressure training,fleet price issue
CEAFS00008291,2025-10-18,CEAFLEET00006,CEADLR000067,TS85AB3762,alignment,14,8,claim,fleet price issue
CEAFS00008292,2024-07-13,CEAFLEET00077,CEADLR000221,TN79EF3724,inspection,18,1,none,fleet price issue
CEAFS00008293,2025-03-31,CEAFLEET00292,CEADLR000037,AP59EF3669,rotation,20,8,alignment,
CEAFS00008294,2025-10-06,CEAFLEET00113,CEADLR000122,KL91AB9671,fitment,17,3,pressure training,high wear
CEAFS00008295,09/08/2024,CEAFLEET00082,CEADLR000383,TN25GH5066,pressure audit,26,2,pressure training,
CEAFS00008296,19/10/2025,CEAFLEET00196,CEADLR000646,TS16CD6041,fitment,21,6,claim,driver unavailable
CEAFS00008297,2025-11-14,CEAFLEET00002,CEADLR000104,TS83AB9545,fitment,18,3,alignment,competitor tyres fitted
CEAFS00008298,2026-02-13,CEAFLEET00037,CEADLR000589,KA18JK9812,claim check,8,7,claim,fleet price issue
CEAFS00008299,2025-02-05,CEAFLEET00224,CEADLR000059,TN67AB9954,alignment,30,1,alignment,driver unavailable
CEAFS00008300,2026-01-16,CEAFLEET00276,CEADLR000554,TS38CD8495,inspection,19,8,pressure training,driver unavailable
CEAFS00008301,2025-03-29,CEAFLEET00265,CEADLR000103,AP38AB7874,fitment,24,0,rotate,driver unavailable
CEAFS00008302,2025-08-31,CEAFLEET00189,CEADLR000729,TN68EF8698,rotation,27,0,alignment,fleet price issue
CEAFS00008303,2024-09-29,CEAFLEET00231,CEADLR000078,KA35EF2460,pressure audit,2,6,alignment,competitor tyres fitted
CEAFS00008304,2025-10-02,CEAFLEET00005,CEADLR000412,TS18AB1658,inspection,24,4,rotate,high wear
CEAFS00008305,2024-10-02,CEAFLEET00044,CEADLR000664,TS79EF2702,pressure audit,32,3,none,fleet price issue
CEAFS00008306,2025-10-06,CEAFLEET00241,CEADLR000143,AP81CD8260,pressure audit,3,5,claim,
CEAFS00008307,13/01/2025,CEAFLEET00178,CEADLR000735,KL85GH7086,claim check,19,8,pressure training,driver unavailable
CEAFS00008308,2025-11-27,CEAFLEET00066,CEADLR000342,AP49EF1172,claim check,28,7,rotate,high wear
CEAFS00008309,2025-09-16,CEAFLEET00111,CEADLR000688,KA97EF9647,claim check,9,3,replace,driver unavailable
CEAFS00008310,2025-04-09,CEAFLEET00249,CEADLR000307,KA33GH1349,fitment,27,1,replace,fleet price issue
CEAFS00008311,2024-05-01,CEAFLEET00257,CEADLR000717,TS84CD8257,alignment,11,2,alignment,fleet price issue
CEAFS00008312,01/07/2026,CEAFLEET00220,CEADLR000516,KA46EF6939,inspection,25,8,pressure training,
CEAFS00008313,2024-11-03,CEAFLEET00018,CEADLR000541,AP94CD4542,inspection,32,3,claim,fleet price issue
CEAFS00008314,21-Sep-24,CEAFLEET00048,CEADLR000630,TS12JK1650,fitment,23,5,alignment,
CEAFS00008315,2025-01-30,CEAFLEET00148,CEADLR000042,KA35CD6133,inspection,14,1,pressure training,
CEAFS00008316,2025-10-23,CEAFLEET00166,CEADLR000552,KA33JK8745,alignment,25,8,claim,driver unavailable
CEAFS00008317,2025-05-07,CEAFLEET00122,CEADLR000186,KA79EF7837,inspection,11,3,pressure training,competitor tyres fitted
CEAFS00008318,11/10/2025,CEAFLEET00024,CEADLR000348,KL70EF6689,fitment,25,0,alignment,high wear
CEAFS00008319,2025-09-01,CEAFLEET00294,CEADLR000531,KL32GH4654,alignment,31,4,pressure training,competitor tyres fitted
CEAFS00008320,05/05/2024,CEAFLEET00272,CEADLR000600,KL69JK5472,fitment,20,4,claim,
CEAFS00008321,2024-09-23,CEAFLEET00292,CEADLR000037,AP17CD7670,inspection,19,3,pressure training,competitor tyres fitted
CEAFS00008322,2025-06-12,CEAFLEET00191,CEADLR000678,KL13CD4656,inspection,7,6,pressure training,competitor tyres fitted
CEAFS00008323,2025-03-17,CEAFLEET00183,CEADLR000504,AP82EF8000,alignment,14,7,pressure training,driver unavailable
CEAFS00008324,02-Apr-25,CEAFLEET00010,CEADLR000186,TS99GH8854,pressure audit,16,6,rotate,high wear
CEAFS00008325,2025-04-28,CEAFLEET00127,CEADLR000162,TN49CD3225,rotation,28,5,none,fleet price issue
CEAFS00008326,2024-08-11,CEAFLEET00150,CEADLR000246,TN18JK8781,rotation,18,8,claim,
CEAFS00008327,2025-01-31,CEAFLEET00065,CEADLR000361,TN14GH7575,pressure audit,3,3,replace,competitor tyres fitted
CEAFS00008328,2025-11-10,CEAFLEET00156,CEADLR000694,KA83AB4521,alignment,16,4,pressure training,high wear
CEAFS00008329,2025-05-23,CEAFLEET00254,CEADLR000311,AP80GH3313,inspection,7,8,rotate,fleet price issue
CEAFS00008330,2025-06-01,CEAFLEET00087,CEADLR000454,KL81JK7828,fitment,27,1,replace,competitor tyres fitted
CEAFS00008331,2026-01-09,CEAFLEET00012,CEADLR000038,KA21EF9455,rotation,9,0,rotate,competitor tyres fitted
CEAFS00008332,2024-08-02,CEAFLEET00319,CEADLR000451,TN17AB8507,alignment,16,1,pressure training,fleet price issue
CEAFS00008333,2025-03-17,CEAFLEET00266,CEADLR000111,AP63CD8073,fitment,8,4,rotate,
CEAFS00008334,2025-06-06,CEAFLEET00265,CEADLR000103,TN94JK9750,claim check,3,8,claim,high wear
CEAFS00008335,2024-04-08,CEAFLEET00041,CEADLR000745,TN77GH8943,alignment,4,7,alignment,competitor tyres fitted
CEAFS00008336,16/04/2024,CEAFLEET00274,CEADLR000701,AP53JK4181,inspection,30,2,claim,high wear
CEAFS00008337,2025-03-19,CEAFLEET00259,CEADLR000592,TS50JK7400,rotation,22,5,rotate,competitor tyres fitted
CEAFS00008338,2026-03-10,CEAFLEET00164,CEADLR000712,KA46GH1061,rotation,12,2,none,high wear
CEAFS00008339,2026-03-16,CEAFLEET00304,CEADLR000723,AP52EF4845,alignment,21,4,replace,
CEAFS00008340,2024-04-05,CEAFLEET00300,CEADLR000643,TN55GH6880,fitment,26,0,replace,competitor tyres fitted
CEAFS00008341,2026-02-14,CEAFLEET00057,CEADLR000059,KL72EF3205,pressure audit,29,1,alignment,
CEAFS00008342,2025-06-02,CEAFLEET00113,CEADLR000122,TN17JK5555,alignment,26,7,replace,fleet price issue
CEAFS00008343,2025-08-20,CEAFLEET00172,CEADLR000419,AP49JK6709,pressure audit,2,3,alignment,fleet price issue
CEAFS00008344,05/23/2025,CEAFLEET00252,CEADLR000056,TN15GH8796,alignment,2,2,replace,fleet price issue
CEAFS00008345,05/13/2024,CEAFLEET00266,CEADLR000111,KL14GH6083,inspection,11,3,replace,competitor tyres fitted
CEAFS00008346,2025-02-20,CEAFLEET00121,CEADLR000662,KL73JK9999,fitment,28,4,rotate,competitor tyres fitted
CEAFS00008347,30/06/2024,CEAFLEET00036,CEADLR000452,TN30AB2244,fitment,22,2,pressure training,high wear
CEAFS00008348,2024-10-12,CEAFLEET00268,CEADLR000427,KA47AB7024,fitment,21,3,claim,high wear
CEAFS00008349,27-Oct-24,CEAFLEET00152,CEADLR000148,TN72JK4533,fitment,21,3,alignment,driver unavailable
CEAFS00008350,2025-07-01,CEAFLEET00318,CEADLR000326,TS94GH5115,fitment,22,4,claim,fleet price issue
CEAFS00008351,2025-05-15,CEAFLEET00030,CEADLR000437,KA30AB6777,claim check,30,8,alignment,high wear
CEAFS00008352,01/05/2025,CEAFLEET00136,CEADLR000297,KA57JK9619,inspection,9,3,none,high wear
CEAFS00008353,2024-11-23,CEAFLEET00129,CEADLR000749,KA49EF5567,fitment,15,6,alignment,high wear
CEAFS00008354,2025-05-09,CEAFLEET00291,CEADLR000111,KL55CD1154,pressure audit,14,7,replace,high wear
CEAFS00008355,2025-09-26,CEAFLEET00202,CEADLR000578,TS54AB5008,alignment,22,5,pressure training,driver unavailable
CEAFS00008356,2024-12-01,CEAFLEET00064,CEADLR000578,KL99GH8040,fitment,9,7,replace,driver unavailable
CEAFS00008357,2025-08-09,CEAFLEET00170,CEADLR000103,TN68JK3223,alignment,2,0,alignment,high wear
CEAFS00008358,2024-09-06,CEAFLEET00146,CEADLR000109,KA18CD3662,pressure audit,8,5,pressure training,
CEAFS00008359,2025-02-14,CEAFLEET00192,CEADLR000011,KA51EF6158,fitment,31,7,pressure training,high wear
CEAFS00008360,2024-05-28,CEAFLEET00008,CEADLR000327,TN93EF4118,fitment,16,3,alignment,
CEAFS00008361,2025-04-07,CEAFLEET00161,CEADLR000010,TS43GH4842,claim check,24,5,rotate,competitor tyres fitted
CEAFS00008362,23/02/2026,CEAFLEET00187,CEADLR000230,AP11JK5347,rotation,4,7,none,
CEAFS00008363,10/01/2025,CEAFLEET00190,CEADLR000355,AP74CD1784,claim check,5,4,none,fleet price issue
CEAFS00008364,2026-02-27,CEAFLEET00003,CEADLR000287,KA95JK8520,inspection,16,2,rotate,driver unavailable
CEAFS00008365,2026-03-26,CEAFLEET00195,CEADLR000324,TN63EF8063,claim check,20,3,rotate,high wear
CEAFS00008366,2024-04-14,CEAFLEET00119,CEADLR000426,KL68AB8932,claim check,10,3,rotate,
CEAFS00008367,2026-01-20,CEAFLEET00048,CEADLR000630,KL11AB7628,fitment,27,1,claim,fleet price issue
CEAFS00008368,2024-12-10,CEAFLEET00319,CEADLR000451,KA51AB4547,claim check,20,3,alignment,fleet price issue
CEAFS00008369,04/25/2025,CEAFLEET00214,CEADLR000030,TN11AB5956,pressure audit,8,5,none,fleet price issue
CEAFS00008370,2024-06-21,CEAFLEET00125,CEADLR000522,KA37JK8911,inspection,22,4,replace,high wear
CEAFS00008371,11/16/2025,CEAFLEET00252,CEADLR000056,TN93GH3575,fitment,11,7,alignment,driver unavailable
CEAFS00008372,2024-07-17,CEAFLEET00301,CEADLR000624,KA65AB7979,pressure audit,27,5,alignment,high wear
CEAFS00008373,2024-11-18,CEAFLEET00264,CEADLR000491,KL31GH7111,fitment,16,5,alignment,driver unavailable
CEAFS00008374,2025-12-15,CEAFLEET00134,CEADLR000451,TN71GH1029,inspection,19,3,pressure training,high wear
CEAFS00008375,12/03/2024,CEAFLEET00290,CEADLR000345,TS27JK9242,rotation,17,4,rotate,fleet price issue
CEAFS00008376,21/10/2025,CEAFLEET00026,CEADLR000700,KA14JK3173,pressure audit,12,4,claim,driver unavailable
CEAFS00008377,2026-02-12,CEAFLEET00150,CEADLR000246,AP79GH8318,claim check,22,8,alignment,competitor tyres fitted
CEAFS00008378,2025-05-15,CEAFLEET00259,CEADLR000592,TS52CD9433,pressure audit,8,5,claim,high wear
CEAFS00008379,2024-11-28,CEAFLEET00161,CEADLR000010,TS80CD4333,alignment,13,3,claim,competitor tyres fitted
CEAFS00008380,2024-08-21,CEAFLEET00089,CEADLR000219,AP22CD7627,pressure audit,4,1,rotate,high wear
CEAFS00008381,24-Feb-25,CEAFLEET00104,CEADLR000619,TS76JK1221,pressure audit,8,8,alignment,high wear
CEAFS00008382,2025-06-13,CEAFLEET00178,CEADLR000735,TN65EF6727,alignment,24,4,none,fleet price issue
CEAFS00008383,2025-07-03,CEAFLEET00192,CEADLR000011,KA12GH6085,rotation,7,0,replace,
CEAFS00008384,2025-04-13,CEAFLEET00213,CEADLR000629,KL59AB4639,rotation,32,8,none,driver unavailable
CEAFS00008385,2024-09-22,CEAFLEET00053,CEADLR000747,TS26EF1001,pressure audit,27,3,replace,competitor tyres fitted
CEAFS00008386,2025-06-27,CEAFLEET00306,CEADLR000619,KA46CD3930,inspection,6,3,pressure training,
CEAFS00008387,2026-01-16,CEAFLEET00312,CEADLR000722,KL43AB8286,fitment,11,2,replace,
CEAFS00008388,2025-04-11,CEAFLEET00223,CEADLR000071,TS87GH9046,inspection,19,2,rotate,
CEAFS00008389,2025-04-14,CEAFLEET00245,CEADLR000094,AP48EF1942,inspection,30,7,pressure training,fleet price issue
CEAFS00008390,2025-02-05,CEAFLEET00202,CEADLR000578,TS51CD4466,inspection,19,8,alignment,high wear
CEAFS00008391,2024-08-08,CEAFLEET00258,CEADLR000654,KA39JK2788,claim check,19,8,alignment,driver unavailable
CEAFS00008392,2025-12-29,CEAFLEET00202,CEADLR000578,AP46CD1171,rotation,11,3,claim,driver unavailable
CEAFS00008393,2024-11-21,CEAFLEET00185,CEADLR000119,TS26JK4724,inspection,30,0,pressure training,high wear
CEAFS00008394,2025-10-23,CEAFLEET00279,CEADLR000570,KL80AB5504,rotation,18,6,claim,competitor tyres fitted
CEAFS00008395,2025-08-05,CEAFLEET00228,CEADLR000278,KL95EF8678,rotation,26,6,pressure training,high wear
CEAFS00008396,2024-04-03,CEAFLEET00032,CEADLR000708,TS16CD6928,inspection,21,0,none,high wear
CEAFS00008397,2025-02-24,CEAFLEET00051,CEADLR000001,TS16EF4552,alignment,32,8,replace,competitor tyres fitted
CEAFS00008398,2026-03-25,CEAFLEET00151,CEADLR000622,KA88EF6027,rotation,10,1,alignment,
CEAFS00008399,02/08/2026,CEAFLEET00235,CEADLR000352,AP55EF3637,fitment,8,1,rotate,fleet price issue
CEAFS00008400,01-Jun-24,CEAFLEET00237,CEADLR000642,KA64EF4773,fitment,25,8,pressure training,high wear
CEAFS00008401,2024-06-23,CEAFLEET00174,CEADLR000302,TN76CD5107,pressure audit,12,8,rotate,
CEAFS00008402,07/25/2025,CEAFLEET00287,CEADLR000377,AP75CD1179,fitment,32,3,alignment,competitor tyres fitted
CEAFS00008403,2024-12-09,CEAFLEET00096,CEADLR000532,TN78GH1228,pressure audit,28,1,claim,driver unavailable
CEAFS00008404,2024-09-23,CEAFLEET00178,CEADLR000735,TS98GH5257,inspection,15,2,rotate,high wear
CEAFS00008405,2025-12-18,CEAFLEET00190,CEADLR000355,TN18GH7177,fitment,18,7,pressure training,
CEAFS00008406,19/05/2024,CEAFLEET00294,CEADLR000531,KL41EF8649,pressure audit,6,0,none,competitor tyres fitted
CEAFS00008407,2024-04-26,CEAFLEET00137,CEADLR000445,AP78AB8468,pressure audit,31,8,pressure training,competitor tyres fitted
CEAFS00008408,10/02/2024,CEAFLEET00001,CEADLR000587,KA40GH9947,rotation,19,0,rotate,
CEAFS00008409,2024-09-24,CEAFLEET00310,CEADLR000022,AP64AB9329,alignment,19,3,none,driver unavailable
CEAFS00008410,2026-03-02,CEAFLEET00154,CEADLR000010,KL28JK2616,pressure audit,20,2,replace,fleet price issue
CEAFS00008411,2026-01-13,CEAFLEET00050,CEADLR000140,TN51EF1991,inspection,21,4,rotate,fleet price issue
CEAFS00008412,2026-03-12,CEAFLEET00219,CEADLR000010,AP12JK5263,rotation,6,0,replace,driver unavailable
CEAFS00008413,2026-02-04,CEAFLEET00179,CEADLR000128,KA12EF9785,rotation,25,0,claim,driver unavailable
CEAFS00008414,2025-12-16,CEAFLEET00182,CEADLR000250,KA73GH2686,rotation,17,2,claim,
CEAFS00008415,09/08/2024,CEAFLEET00278,CEADLR000549,KL62JK9093,rotation,12,6,claim,
CEAFS00008416,2024-09-16,CEAFLEET00048,CEADLR000630,AP38GH4693,claim check,9,2,replace,high wear
CEAFS00008417,2026-03-12,CEAFLEET00025,CEADLR000446,TS88EF7402,alignment,15,4,pressure training,driver unavailable
CEAFS00008418,22/08/2024,CEAFLEET00184,CEADLR000015,TN99GH7866,fitment,30,3,pressure training,driver unavailable
CEAFS00008419,2025-04-17,CEAFLEET00223,CEADLR000071,AP67CD9190,alignment,4,6,replace,high wear
CEAFS00008420,2024-04-11,CEAFLEET00228,CEADLR000278,TN52CD8655,rotation,14,5,alignment,driver unavailable
CEAFS00008421,2025-07-08,CEAFLEET00277,CEADLR000525,TS91JK1299,rotation,29,1,alignment,
CEAFS00008422,2024-10-01,CEAFLEET00098,CEADLR000107,TS20GH6315,claim check,7,1,pressure training,
CEAFS00008423,2024-09-20,CEAFLEET00175,CEADLR000041,KL92EF9894,alignment,17,8,rotate,high wear
CEAFS00008424,2025-04-18,CEAFLEET00191,CEADLR000678,TS60AB1935,inspection,12,5,replace,high wear
CEAFS00008425,2024-10-15,CEAFLEET00037,CEADLR000589,AP26GH5679,pressure audit,21,2,claim,driver unavailable
CEAFS00008426,2026-01-17,CEAFLEET00068,CEADLR000350,TS93JK2729,inspection,6,7,rotate,fleet price issue
CEAFS00008427,2026-02-07,CEAFLEET00042,CEADLR000320,KA91CD8579,pressure audit,7,3,replace,high wear
CEAFS00008428,2025-04-03,CEAFLEET00128,CEADLR000485,KA54CD6652,inspection,26,0,none,fleet price issue
CEAFS00008429,2025-09-26,CEAFLEET00167,CEADLR000225,AP43CD8341,inspection,15,3,none,driver unavailable
CEAFS00008430,2026-03-22,CEAFLEET00132,CEADLR000030,AP72CD1164,pressure audit,21,7,alignment,high wear
CEAFS00008431,2025-05-29,CEAFLEET00226,CEADLR000332,TS53AB1133,alignment,10,3,none,competitor tyres fitted
CEAFS00008432,2024-05-23,CEAFLEET00286,CEADLR000098,KL88AB2690,claim check,2,7,alignment,driver unavailable
CEAFS00008433,2024-09-14,CEAFLEET00117,CEADLR000457,TS36EF1808,rotation,14,3,claim,
CEAFS00008434,11-May-24,CEAFLEET00048,CEADLR000630,KA20AB6693,fitment,24,3,replace,fleet price issue
CEAFS00008435,2025-10-23,CEAFLEET00228,CEADLR000278,TS55EF7963,claim check,29,4,claim,
CEAFS00008436,2024-08-04,CEAFLEET00169,CEADLR000529,KL80EF6841,claim check,14,6,claim,competitor tyres fitted
CEAFS00008437,2026-03-16,CEAFLEET00203,CEADLR000265,KL82AB6797,fitment,22,1,claim,competitor tyres fitted
CEAFS00008438,2024-06-24,CEAFLEET00177,CEADLR000205,TN39AB1026,rotation,16,2,replace,fleet price issue
CEAFS00008439,2026-01-27,CEAFLEET00079,CEADLR000264,TS86EF3735,claim check,16,8,claim,fleet price issue
CEAFS00008440,2024-09-19,CEAFLEET00244,CEADLR000153,KA42EF8759,fitment,9,6,pressure training,
CEAFS00008441,2025-08-10,CEAFLEET00290,CEADLR000345,AP96AB5705,claim check,7,0,replace,high wear
CEAFS00008442,2024-08-31,CEAFLEET00118,CEADLR000040,TN58JK7310,alignment,26,0,replace,high wear
CEAFS00008443,2025-12-09,CEAFLEET00022,CEADLR000639,TN99CD9570,pressure audit,28,3,pressure training,driver unavailable
CEAFS00008444,2025-06-26,CEAFLEET00093,CEADLR000311,KL20JK3274,rotation,13,6,alignment,high wear
CEAFS00008445,01/26/2025,CEAFLEET00034,CEADLR000650,AP29EF9466,inspection,28,3,none,high wear
CEAFS00008446,2025-06-07,CEAFLEET00005,CEADLR000412,TS99JK8276,claim check,4,2,pressure training,driver unavailable
CEAFS00008447,2024-11-07,CEAFLEET00127,CEADLR000162,AP11CD7796,rotation,11,5,pressure training,fleet price issue
CEAFS00008448,2024-04-23,CEAFLEET00071,CEADLR000602,TN42EF3128,inspection,30,6,none,fleet price issue
CEAFS00008449,2025-02-15,CEAFLEET00120,CEADLR000639,KA65AB7008,pressure audit,2,4,alignment,
CEAFS00008450,2024-10-26,CEAFLEET00046,CEADLR000018,KL43EF6579,inspection,4,4,alignment,high wear
CEAFS00008451,2025-06-23,CEAFLEET00132,CEADLR000030,KL48EF1474,pressure audit,18,1,rotate,
CEAFS00008452,2024-05-13,CEAFLEET00197,CEADLR000392,TN34AB2351,alignment,30,6,claim,high wear
CEAFS00008453,2024-11-26,CEAFLEET00253,CEADLR000357,AP67JK1261,claim check,22,5,pressure training,competitor tyres fitted
CEAFS00008454,2024-11-25,CEAFLEET00112,CEADLR000207,TN86EF6700,pressure audit,25,3,replace,
CEAFS00008455,2025-07-13,CEAFLEET00194,CEADLR000165,KL59GH4552,alignment,7,7,alignment,high wear
